cluster,,,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m
lv,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
opt,,,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0
planning_horizon,,,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
,,carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC,generators,offwind,15079938.522522304,14604160.839904794,13973901.941596348,13716216.814813802,11886513.40495781,5771125.863947069,,15080102.644133748,15067535.407264136,13845963.105464265,13596918.621338114,11670722.061376667,5895234.506522824,,15079981.924084255,15158450.168688508,14308164.163194254,13408079.37762737,11607860.357267808,5845125.077903157,,15080163.426988445,15159090.729028814,14582114.60269089,13463260.579289671,11458512.210970765,5801643.638167502,,15080152.54918135,15181645.544881664,14799432.50741439,13630956.127319511,11413491.698475914,5733722.44393272,,15080063.680802934,15195338.69497935,15067735.168889636,13669715.069394855,11383999.17242343,5694869.41582246,
AC,generators,offwind-ac,5834.4033476085015,27293191.86448143,531977304.9294792,1066789431.4194111,1088481876.5795002,1088482814.4069014,1088505396.576262,3918.8815565938676,11255120.867245898,141072747.73348668,459313477.6762283,746617564.8750385,833966962.977482,833863555.6483592,4904.429386601095,37272.088676201936,54028593.67336873,219462205.8068759,456156310.0028472,577175390.1908857,777477451.2938743,4134.186706374823,11628.792004147419,45523182.18288289,96732996.83457196,214679027.41403332,402949331.60819584,808021904.0008628,3849.705906066,5922.77865857773,15722456.932940774,81082977.5532463,108659519.99168539,196776344.9977281,801021697.1531034,4287.321256823671,3242.25957032113,46192.107392634185,73534202.64351358,91299703.26039726,123629303.72105792,800917101.3424404
AC,generators,offwind-dc,5331.805760988552,415216052.0014574,1494819555.2735934,2261599772.765239,2262583587.2355847,2262674884.0490055,2262774413.441232,3568.62970365864,317793923.8908879,607168942.7822082,1255008844.4889503,1548734042.8447359,1548925518.1122377,1547716764.881465,4504.385197495779,139415526.27805576,462327063.3763879,698095619.6201584,1133796334.3259957,1191938972.592958,1220354490.8052344,3737.0701344044674,126457937.1149834,384076707.4009017,527939627.31750005,700195971.0750769,978971798.4587123,1195448285.6462843,3487.750660425872,6846.868791525032,302665908.3597198,486973567.96428764,558031621.5192232,668698315.1510469,1180033367.9478476,3915.0656427664335,2834.3734270510645,205226144.26491442,422831360.6632432,504056732.5263335,550205968.4097924,1187460585.1009848
AC,generators,onwind,584885877.8411429,863965890.1238669,2364601109.5585227,2551057111.074295,2565924354.527004,2553241019.966764,2033427654.4583724,584891763.0873731,686489602.3739337,1488186929.1836224,2346214480.5862026,2490380997.8499227,2505128375.1575856,2400323738.906073,584889489.9758583,666244714.1414285,913707009.1444997,1894364936.6508162,2234254959.7110395,2390166702.2138143,2573092139.611211,584891544.0393507,666046151.4984342,797836362.3527769,1185678832.2671034,1821839404.3472514,2124368438.6136591,2537329850.3273745,584892014.7012019,644491553.3023698,717041721.7046661,913659042.0217588,1303366572.0856454,1737453466.8227086,2520919910.4946737,584890962.4649318,585131301.3733373,694034571.9774641,821632031.2189355,1097769558.184739,1359235792.0481768,2514546089.7758436
AC,generators,ror,140199167.82996684,140171161.4143671,140009884.20740628,140112443.25633085,140140052.70448297,140177033.61500838,140192464.5215431,140199253.15707567,140196264.85371757,140053785.59252372,140098501.22946745,140140562.49878538,140150691.6468404,140160779.6023655,140199201.97187757,140198784.9471922,140142892.6875655,140102445.96449557,140111462.1946004,140131465.9436783,140105538.07230905,140199246.23542535,140199169.91113153,140161074.85705766,140111956.82433593,140121909.3188545,140121873.8726739,140135013.6745205,140199265.51780227,140199187.0497346,140198664.02588752,140134855.67158973,140119479.88917083,140132736.62649763,140127580.53012633,140199236.0960385,140199191.35183078,140199054.4856278,140154751.522156,140136115.55344275,140111727.81307602,140113970.27359566
AC,generators,solar,71973873.03902595,399879115.08257246,1401459423.9364612,2468216234.3334475,2531466696.6672635,2533910630.4432263,2533485870.6778774,71975514.65110171,351615641.24865377,783487004.9155608,1484377821.2711675,1979755301.079813,2086867145.220541,2083265865.3438702,71978732.25651497,275832328.15854406,512970714.86697865,938157492.062539,1509858036.9978783,1788662856.1194484,1939274013.356624,71979171.08453937,272797393.66097564,483184346.50199693,648634282.0684057,1009916517.78335,1404131131.7223103,1941700073.8243937,71971402.1011227,246536715.68383652,411448738.9330406,529560508.54409504,781174965.9719068,1030968743.1985335,1970138816.900959,71976367.7597309,144420209.7094972,380382069.0705931,488723294.99949515,625689875.1918616,809790703.7293998,1983846082.786468
