cluster,,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m
lv,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
opt,,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0
planning_horizon,,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
lines,AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,BEV charger,,-12701915.791234955,-31744402.8696512,-53547796.03073311,-68590960.5457828,-79881817.01802862,-92304645.17128336,,-11295813.604955941,-30056697.11203438,-52406086.86665952,-68814947.78603864,-81287403.69705749,-93376436.23059046,,-10871984.671491146,-28751310.160876065,-51771761.514401495,-69062911.08133292,-81745504.03430808,-95530913.73227727,,-10836655.991411656,-28219249.083346277,-50692007.98323107,-67811085.9474107,-81624404.30906582,-95979376.30335152,,-10740562.910395578,-27390850.830026656,-49919008.74319744,-66829447.164259315,-80765334.27806032,-95877245.877321,,-10722533.097313285,-26856519.638987273,-49366429.74612087,-66233296.7675786,-80173803.21785498,-95612539.28497183
links,CCGT,-160631338.4191137,-217327158.56745636,-10920581.36659254,-5823625.620727084,-2868704.6224096525,-831380.5827084146,-619795.6816593374,-160628346.60422006,-271558923.11306906,-43661294.19546959,-10202734.693302898,-3750512.5124615766,-1176131.8244428933,-811958.3290270575,-160626843.1395617,-288265524.46601486,-148841520.7347054,-31763082.907329895,-13952717.870447256,-8803458.517473247,-1830699.3542631317,-160625005.75200766,-187225202.1945813,-181512609.24859565,-83970885.04783063,-25611526.362169053,-16649212.106086776,-1627017.39730603,-160630426.98270357,-226472605.12258717,-206165544.66399437,-136164872.72410202,-44117507.972896576,-20050221.14324725,-1451815.9314476554,-160627963.93661666,-277010849.1571322,-193694893.969961,-163642662.05905333,-69835378.35422789,-27844844.175606117,-1308937.9270320025
links,DAC,-308.61857182471397,-100.05989044227331,-4483.983486493104,-620726729.2574654,-592077085.8148606,-561530111.6884605,-350171676.6540812,-200.99797937793875,-2332.85900697497,-50.79366174138282,-274.17001932396033,-182925353.74042335,-220197086.39029002,-190001935.26316413,-265.65558724695325,-608.5679399450867,-270.1411807768216,-73.48800995070556,-137.99666649254422,-114.64775123996003,-45039331.52777716,-241.50047313360494,-158.9520797370081,-188.24010801256145,-104.10560696232326,-137.70544366123028,-98.60505609372552,-81225198.52886447,-223.5808876265438,-141.5885951654803,-166.8551546981154,-642.4077059055901,-60.728352002660564,-25.76324480742254,-97313721.24486211,-224.03844706868864,-92.93510138366264,-143.9879049400175,-433.2918518725437,-69.689535740026,-985.8028494007017,-102678316.26281449
links,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,Fischer-Tropsch,-947.7154127793222,-346.9846649636806,-468222978.7788752,-872216137.6360623,-848566012.3134131,-717583743.4211771,-468525701.8898019,-638.4794672051796,-16726.330235314876,-16334134.480468173,-397403688.88221765,-582881078.2506673,-608101313.2438669,-479238663.40939283,-790.1254261033563,-5256.984224815145,-492.1042668075597,-109673022.36186138,-328018845.7641258,-435431902.1080291,-486009082.7628237,-686.3941469615871,-1969.8656754646206,-845.9067588921541,-264.77065161988685,-67312968.44975537,-262361803.85269076,-486618674.97675383,-650.9516069729373,-1860.2134668481133,-1284.1584311552883,-2089.284132205983,-211.68063801196797,-47698603.3592466,-484919113.28565454,-691.1514191489503,-1730.9026341402973,-1581.4674172929244,-3997.268816091544,-183.45778727813263,-458049.3462399677,-482540890.1107235
links,H2 Electrolysis,-293.14701118241044,-462131.7919347206,-939837886.7753732,-1593090603.2004647,-1625898585.6042953,-1560991541.7271948,-1390935369.8858747,-192.318869309685,-26064.553931335722,-142453951.14771712,-798308431.6853988,-1110269957.095533,-1174266263.14675,-1099752457.6834908,-250.45415910391523,-1536.1380192136353,-6028333.020031974,-325061005.35828996,-718726258.7528594,-886348309.7371583,-1013036609.4864392,-216.61374287454657,-515.6629302042288,-1097924.2139381976,-59655379.37323815,-316044181.8249912,-621236734.9427044,-957401845.2907152,-198.35491299019037,-476.73202716834817,-221213.47968714108,-11454013.860220417,-114753109.43774742,-310964877.8142731,-926793740.370039,-213.34638444603883,-435.16562715712314,-153327.82794593734,-5158393.990866123,-53300320.36376402,-137911260.5804991,-915398080.561028
links,H2 Fuel Cell,-85.33539404659047,-31.019232141235037,-115.60251657674314,-7.436056520183442,-4.083715189814654,-2698920.483840972,-2751815.688382935,-55.16594776449517,-624.2853649399317,-9.557417043328634,-18.053599467018742,-8.833219222534666,-9.425730694810738,-170897.12987199938,-74.89284038265436,-170.9885325724739,-57.196761876567194,-14.124042806581976,-17.825304577649405,-4.892426736683788,-974417.1700615978,-71.13832231298869,-77.0143920883969,-41.7457106806888,-14.094924856573321,-42.03270028787381,-20.760733452395385,-805088.5201468843,-64.3207850342485,-57.43418889116626,-75.70668180854119,-170.88169366938894,-20.186543214717318,-7.9211901693477635,-759011.3608494437,-61.851745022953054,-43.70690779054706,-83.24662458577978,-147.5545243184422,-29.427368890123105,-164.96444083506242,-747570.7906953652
links,H2 pipeline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,OCGT,-613638.0792789934,-10552330.907083534,-1016565.476020536,-1152455.2972105322,-1474006.586741298,-4838327.334994938,-8073494.600608593,-612883.5734643631,-687881.5734217413,-3462375.327173244,-1823399.0595758262,-2019751.69187838,-6330830.643182322,-8168047.333945099,-613320.4255965305,-743135.9891442445,-8724205.424244266,-2107557.428248098,-3028504.9668850005,-6349551.911215754,-4724140.887470359,-613028.4817138806,-744769.5610782278,-1722886.4530867813,-5612005.465441357,-4187017.9584949175,-7417948.064550813,-3727617.992568692,-612884.0387198038,-892225.1740156568,-3522373.521065283,-8516627.366244145,-9178835.801533207,-7381519.041270204,-2382317.8710433776,-613014.5907050131,-1571206.5134165091,-6625080.467718624,-8082554.277694629,-12777248.027176397,-12321956.224054942,-1705679.9118512566
links,SMR,-9414527.677381165,-13061938.830782011,-243.93083117032677,-67.19134823237758,-354.8587054647867,-968.871742355328,-1009.7600105558126,-9414460.171239514,-13137820.985169157,-1970198.1064727632,-1434.4182376008175,-479.7543343731634,-2461.425730879868,-1423.2770771955666,-9414495.94927403,-13138971.923105165,-20496843.591436222,-2879496.325582238,-6620.453113794385,-6918.655859326944,-228.7311178924915,-9414481.1489847,-13138394.272771612,-21346577.95644574,-19619496.98820351,-3865143.245619327,-3289485.5465898234,-87.30078617271101,-9414470.413070593,-13138351.22383082,-21497797.123464912,-28731118.31484388,-24725737.919315353,-5661286.394460823,-156.24416012899837,-9414472.273505472,-13138308.909051389,-21509569.050826117,-29922209.820064858,-37473970.56692876,-28697535.253006697,-274.6453379412528
links,SMR CC,-291.51333798477873,-302.9914221082009,-189.07889912028674,-10.086225178456324,-5.1732160133230405,-1.1027218928820823,-0.44023747427044546,-195.386899504822,-3448.8260201225175,-29.24944863560583,-30.927622719828854,-14.454028594645575,-9.235983021332483,-1.2671011508255337,-244.8872670839931,-1169.0807337862548,-618.4902969592883,-43.86334651494568,-35.04276785388392,-9.946943780396753,-4.20279731653862,-208.83347032464587,-447.8895000859021,-251.18306947167707,-123.13925961670364,-76.05357224772997,-37.22684854238927,-14.25800501367939,-196.31250712541532,-437.52631148854744,-238.56840119512054,-1458.8730629589381,-77.12726751634801,-12.486397146625904,-12.462259831425396,-213.15637885962775,-419.36612240576585,-303.24004078504504,-858.7452269417774,-230.5528331498632,-613.1040246337632,-4.2383795643149735
links,Sabatier,-183.20596051034346,-43.19326560346848,-245.9609448628156,-17.792579727976232,-9.211081193163075,-56263644.34946388,-151805123.6710256,-119.22616735819508,-689.2922271702314,-16.012675282518245,-37.802864269535334,-16.857384611025527,-17.316983336792898,-10.460461942988928,-158.7461505546969,-173.30867252301346,-86.64672484621363,-28.450353430985416,-32.00317955124333,-10.021525655637207,-167.70883777083267,-146.22691022410757,-93.4535273347604,-58.273028410369136,-43.89254085308314,-81.89191043048876,-53.48587647861599,-387.99526723717594,-126.24968563129958,-79.87819817567217,-69.3617385677711,-203.67889079198858,-36.81542372898613,-11.721791083196418,-450.50179889913363,-133.36496263320856,-48.572564525847035,-84.12712067594327,-137.1323120173584,-28.65050090125837,-230.81221936561911,-155.45161413582343
links,V2G,,-2246639.5545002557,-5607250.938813306,-6860135.468567781,-6621356.545678645,-5761025.781607561,-5000961.064684048,,-981147.5869391356,-4088315.7568793967,-5832597.220878877,-6822945.06190455,-7026053.792752504,-5965573.0180618465,,-599701.5467529511,-2913467.5008834824,-5261704.40384905,-7046112.027705491,-7438344.096272238,-7904602.769581571,,-567905.7346637668,-2434612.5310710557,-4289926.22581289,-5919469.40717797,-7329354.343554996,-8308219.083574206,,-481421.9617471453,-1689054.1030914988,-3594226.9097955264,-5035994.502306983,-6556191.315645933,-8216301.700162485,,-465195.12997049466,-1208156.0311547238,-3096905.812414244,-4499459.145304799,-6023813.361600764,-7978065.767008662
links,battery charger,-165.66376130272693,-47.533332485892515,-2807481.689406574,-3727440.4680707455,-4622095.755908936,-4640750.426161379,-4783324.1251479685,-111.06528705413803,-523.9909392786976,-2253572.7995116264,-3355561.9263136387,-4982767.846877873,-5312507.142940015,-5565510.009775579,-139.27297151044422,-182.56147401712587,-282981.92904609814,-2255133.416232392,-3483004.346978605,-3890874.6060276926,-5495246.926964372,-120.17473129413975,-68.61469523138476,-175099.05804854445,-1250071.1487556323,-2858558.199082434,-3131872.9563715756,-5345974.281915337,-111.78017992202876,-69.18866191355482,-1745.023934744895,-129876.01791134104,-1963180.3112316728,-2952968.670525968,-5529012.134845018,-121.53917635823836,-48.64568523028038,-171.27173734511234,-6757.299062124512,-816800.9629888982,-2184737.864800796,-5626245.908742785
links,battery discharger,-161.46899011957157,-46.572969059611296,-2750759.329354167,-3652131.2608543932,-4528710.933256447,-4546988.70455116,-4686681.844523996,-108.25300348692235,-513.4042268238263,-2208041.614669889,-3287766.153154522,-4882096.005299568,-5205173.248624742,-5453064.445537835,-135.74644143349633,-178.87300213190247,-277264.56215186603,-2209570.70069097,-3412633.7271528244,-3812263.3754882812,-5384220.958052814,-117.13179042296724,-67.22840397388063,-171561.35667979065,-1224814.7112662047,-2800803.8892284334,-3068596.5951617956,-5237964.217524469,-108.94979524073915,-67.79077422345063,-1709.7674712700828,-127252.00284569897,-1923516.216223359,-2893306.89150694,-5417303.9736736715,-118.46168352207587,-47.66284782790308,-167.81136326032993,-6620.774592016416,-800298.3163326681,-2140597.4209818393,-5512573.236403227
links,biogas to gas,-2.85028673644462,-2.733023372754875,-70422222.2114457,-70422222.22173522,-70422221.46972017,-28593512.24748867,-0.6140193346526136,-1.8905494197288946,-22.66845647351108,-2.46626357274154,-70422213.16636409,-70422220.98730867,-70422221.85197948,-70422222.21199127,-2.429610148319604,-7.8733167558336286,-2.9310213868655146,-3.7640138843572277,-16.360090728631956,-42648821.48699591,-70422222.22202502,-3.10686989228198,-1.8670225568842493,-3.5647195577822606,-1.4423421115735848,-6.219204704087556,-1.4648084192037991,-70422222.2217363,-2.067567573598466,-2.0952513363140985,-15.361602546831117,-12.403753687229115,-1.957811655123935,-0.9640035328871792,-70422222.22160608,-2.058485807230499,-2.019986124848047,-1.846691641263615,-8.600447747381004,-1.6465594655681597,-23.31791621992076,-70422222.22182027
links,co2 vent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,coal,-635836065.0595365,-1037091.998336334,-140147.0373737483,-546206.3315803905,-1704914.2832969823,-1207315.0166996412,-951293.9876298094,-635839533.943514,-34146598.23990049,-1696890.4778811112,-1072656.959330387,-1750190.377568346,-1158620.1236717144,-948348.7899766952,-635841027.648004,-207899261.2894153,-3160599.2353149615,-1213803.683141416,-1808844.4611788313,-1125838.7921369132,-415323.2983964004,-635842691.3393364,-458065971.1045519,-9877863.3655877,-3911465.9103007065,-2276496.2747974945,-1421084.0200635826,-10058.24068676883,-635837563.0263684,-526156532.9509045,-93634508.82394189,-4432943.014865848,-2782345.594592542,-1457429.8398396014,-6.113425803708382,-635839660.9635422,-557016012.9851668,-251700644.4955716,-11694547.46863362,-3040062.682334225,-1774925.9490804547,-2.0355699707263946
links,electricity distribution grid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,gas for industry,76053988.7554476,76053977.07874937,8868775.216670655,2.9165936723776933,0.9029652906958994,44003980.924137704,76099999.33828674,76053992.45262569,76053838.88283077,76055997.05586572,18590150.83510013,1.4698305114717667,1.2577055273111877,56208565.636630625,76053990.54757488,76053930.13441461,76055911.84579687,76065995.52608712,59998056.651826926,1.55177138904578,9988.163919301835,76053992.0436528,76053972.45183441,76055988.94278109,76065991.42050841,76077991.44744414,76089992.76128468,23675291.637333516,76053992.47528729,76053969.38943985,76055987.63230805,76065905.40843438,76077992.30773859,76089996.75137253,33845667.8060397,76053991.82792722,76053960.04520862,76055981.56802426,76065947.49800782,76077978.4920625,76089917.58415994,51832377.86240541
links,gas for industry CC,9.678654128542874,19.7286447113162,57827218.94503471,64904700.566195644,64913150.02777521,27051664.120685264,0.5198263670078958,6.496538228672243,138.6721741313047,2.5338148950369117,45815369.96164267,58915383.16577373,58923834.13602561,14127732.489006525,8.136191926925324,60.133056908997105,75.87307444064237,3.5667282728273353,11323824.6146074,53584131.40370191,53584140.83101009,6.848536188443927,23.710973514499777,9.516647121294135,6.839382910698076,6.023211489443065,5.097893376231405,36918550.649862655,6.477033724831216,26.34673892942989,10.644555066115078,75.40165817535798,5.417374446573756,2.287992192478033,29756363.974077865,7.034208511713521,34.389203967804605,15.864009716501904,41.85105539398069,15.146655695952905,58.03916040498548,17089755.289206743
links,helmeth,-136.78758991395645,-38.14467671519063,-496.51342485916234,-40.84666324361858,-15.545536408754673,-18.370021834713278,-9.351759189742824,-90.03691962196777,-592.8388677236236,-19.27504838169252,-55.806660677039176,-21.72584696316749,-17.867850544865686,-8.38442300587121,-116.84959904679765,-157.25934334958202,-97.83601751087065,-47.46951227845358,-44.22142266442577,-15.31563496335719,-102.5092557862867,-104.41046290281935,-61.13507566658797,-67.8567537341811,-54.13963461312059,-75.6616012226591,-43.098127361273754,-327.72968587203684,-96.4254992457216,-69.34547328433578,-56.19688986650576,-283.92441641610316,-33.495268697550344,-12.849925035771154,-407.64724580997665,-99.81438666040506,-41.54441554140111,-64.72903002701788,-137.6922837359043,-23.55973843351578,-299.13395911420054,-123.11071453429196
links,home battery charger,-132.4008123212261,-29.412404602828474,-344.3253146838251,-5124.824622216343,-20221.86256437667,-17876.085301403422,-18979.69332504028,-88.7421913056437,-335.68027546084886,-1393.7705402126303,-4239.35260306776,-4288.743979951745,-3878.119864654931,-3570.9138950424676,-111.44732318695424,-117.6205591114649,-66.70855784962669,-486.0440046515614,-5038.597631629993,-4352.781968618656,-3204.8074506509874,-96.56853092290476,-39.239072355170265,-57.360704172339865,-57.97292814825232,-3384.6263453343417,-2527.531950180666,-2137.379582928188,-87.54967644076623,-44.27589251001791,-64.67671263817601,-196.01985019194217,-3192.3246663397877,-2447.0358283069654,-2008.5383044213522,-97.27407834731866,-31.93239410860383,-63.396145045773665,-149.9049587945392,-1719.99136620012,-2213.679675521824,-1212.6126956661901
links,home battery discharger,-129.04829226923084,-28.818156403496232,-337.36856643553074,-5021.282665702427,-19813.300053165178,-17514.916873995564,-18596.22760110302,-86.49515084587756,-328.8981916577686,-1365.610800223265,-4153.70072312298,-4202.094196604157,-3799.766331074701,-3498.767150723608,-108.62536635120432,-115.24415347100239,-65.36077838991014,-476.22397163459027,-4936.79780530007,-4264.838361859904,-3140.057520954724,-94.12332265133409,-38.44628618225647,-56.20178856670191,-56.80164324452835,-3316.2433548663685,-2476.465694766477,-2094.195966026775,-85.33283233812335,-43.38134241294074,-63.36998443926768,-192.05946534112445,-3127.8269388135523,-2397.5959165094246,-1967.9577968020603,-94.81100205789699,-31.287232040049275,-62.11528942782343,-146.8762791496565,-1685.2406607270386,-2168.9544923038775,-1188.1130688016056
links,lignite,-346120670.6793387,-5615431.9811355695,-46.60948593454644,-2.2958442683743447,-353347.27057715633,-57362.662133466205,-158751.36128124062,-346121063.2221885,-135066651.74081066,-55058.626009085405,-84.84165439998768,-368133.4699841741,-52309.13417261794,-76779.1189201399,-346120894.90299976,-187885642.32253307,-6148782.233378518,-582.098944948661,-503580.2131675123,-59386.82834472842,-4.799246406021725,-346121032.38507175,-188411338.6581927,-26317034.332422256,-883438.0550549878,-773704.886613416,-71819.7392595696,-0.9177572764655322,-346121043.8112711,-189821118.91952556,-101853204.50241566,-11889576.855585698,-905616.7595571731,-79376.70199679793,-1.2945029650720223,-346120997.74104404,-189876746.0137956,-115765916.60010183,-29855122.62677756,-3673339.6316511743,-177869.81753219268,-0.4855396509881076
links,nuclear,-2318157583.9434214,-2275995799.0722027,-2252962947.8783884,-2281742986.785564,-2315944105.3562174,-2124087805.6477518,-1928427948.8389225,-2318157377.7924204,-2304489763.316734,-2211342238.314722,-2265720365.182778,-2297267692.1831884,-2218556851.4242086,-1919837861.891638,-2318157588.1630654,-2314890327.0681143,-2252143616.871624,-2244175412.412962,-2282410203.8858547,-2202793051.7553406,-1907242586.0789862,-2318158519.4952874,-2315064151.3760223,-2272486068.8058968,-2243606460.873489,-2252135881.157412,-2171747591.8250847,-1901155694.8874917,-2318157242.8972096,-2317272807.629172,-2294542207.6365995,-2261085449.0839376,-2260320539.7800665,-2174588545.7906675,-1896325198.118229,-2318157440.780812,-2319510031.6923337,-2305089607.1742306,-2275638650.348612,-2270186329.6237364,-2174239793.6275764,-1895394800.5794687
links,oil,-33808.08364457848,-5413.494152994416,-1388.1400739211251,-1.3217702735629766,-4806.740811896938,,,-33741.14369477178,-7625.769396211678,-1810.3638536296162,-4.377495279904599,-19502.562948523766,,,-33777.28515527923,-8609.5056724971,-2378.0283920100023,-3.9937826947715,-10401.494292282676,,,-33755.87152820488,-8546.586703235207,-2366.1492605750464,-2901.2138931795025,-11218.162782904252,,,-33739.338554706876,-8862.407347999355,-20363.098048960626,-13366.094327058081,-22931.135474334867,,,-33754.82664849053,-16749.28485198821,-21227.569919815527,-13700.858300077512,-23843.01082997582,,
links,process emissions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,process emissions CC,-3.907985046680551e-14,-5.960464477539063e-08,-5.960464477539062e-07,-1.1920928955078125e-07,2.384185791015625e-07,-2.384185791015625e-07,1.4901161193847656e-07,2.3092638912203256e-14,4.547473508864641e-13,-8.940696716308594e-08,2.980232238769531e-07,-5.960464477539063e-08,5.960464477539063e-08,4.172325134277344e-07,-8.881784197001252e-15,-1.4210854715202004e-13,-6.556510925292969e-07,4.172325134277344e-07,-2.086162567138672e-07,5.960464477539062e-07,-4.470348358154297e-07,3.552713678800501e-14,-1.4210854715202004e-13,9.237055564881302e-14,-3.8743019104003906e-07,-2.682209014892578e-07,1.7881393432617188e-07,-1.7881393432617188e-07,-1.0658141036401503e-14,-6.394884621840902e-14,4.263256414560601e-14,2.9802322387695312e-08,-2.086162567138672e-07,1.1920928955078125e-07,2.086162567138672e-07,-1.5987211554602254e-14,2.1316282072803006e-14,-1.4210854715202004e-14,3.694822225952521e-13,-8.940696716308594e-08,-1.1920928955078125e-07,-3.5762786865234375e-07
links,residential rural gas boiler,180903068.49716055,137054831.22633734,33521366.346782252,26619109.998478126,19650931.788967945,12954786.87763892,12820329.524120333,180905075.08409327,168385068.1687071,73027708.85332271,37029471.16409338,22248329.95739632,12998417.721441455,8984500.983516235,180907303.74647933,175058040.7281156,127965833.5287284,62246703.068925545,31437258.20548643,17870402.670133844,7981830.347801842,180906591.2020407,175219006.78380346,150659450.82150725,98462224.16239145,49465327.919230804,34717342.94192667,13884690.148322832,180901825.53990674,177529913.3962206,174229255.44189668,127305739.3834618,81944833.31056786,56525750.7445181,17020445.466706116,180904878.43136182,181068789.9006538,181618892.15129384,143020500.01050493,108337325.21733205,82871912.20770274,18620015.389639545
links,residential rural ground heat pump,159348491.1253276,340850448.7375046,773411848.957862,782963009.5162554,779186835.523313,756048189.9105451,682875606.2800078,159351953.64756504,217275606.22122973,616830803.7272747,749116156.9156392,773600194.0862539,769344697.9942,721767265.3612354,159352076.76389533,191297142.59739777,388944898.8108237,653992114.9910336,741792007.7892311,752708608.034873,726561191.8920225,159352622.11996394,190599332.92231604,302148116.99098873,509284660.07350147,680484564.9932507,699544240.024741,703247905.4913068,159349938.8830243,180935519.54877275,220054403.71668154,393045490.3805748,562459641.7748375,620578182.2756441,689976430.9244881,159350727.85944593,163719342.49289367,192997044.11555296,331227628.7672677,458162685.30503774,520240819.6817869,684952525.7188686
links,residential rural oil boiler,6017708.713557335,8093652.093509728,768194.6740343857,1295828.240299965,,,,6018092.153032728,8015727.110478358,2868568.4181803484,1233116.0273864043,,,,6021101.8809874,6307674.074910793,6309279.1048983745,2257435.969235138,,,,6016298.639142979,6342638.656019095,6402195.227375137,3161161.8108725995,,,,6011278.790367993,6651683.748419173,4922641.8243031185,3628820.4792410126,,,,6017405.432001747,6862660.242463175,4913483.459531761,3535031.7847635904,,,
links,residential rural resistive heater,-6776495.261419922,-6370502.585395426,-7335332.934626922,-7266782.927507818,-6757393.333869442,-8341154.096891969,-9667865.440109506,-6774402.549732551,-6497051.717308074,-6452010.710957445,-6326853.3623754755,-6057617.708580174,-6128030.357079878,-5653366.95475772,-6771230.387597851,-7437756.044936061,-6290855.147944376,-5256585.546312302,-5532262.1900992915,-5868624.9207182005,-5456252.529487178,-6774399.65650329,-7425984.522709779,-6062517.872074649,-5393510.876629077,-4383549.0101977885,-4360723.131026596,-5717815.651458241,-6780786.4060437605,-7309868.032775693,-5600320.774786428,-5929780.592774205,-3448651.3110000715,-3748314.2419687957,-5953336.641359605,-6775130.253143363,-7600214.34988676,-5302678.52516754,-6192891.174161136,-3945347.392767355,-3922244.079051897,-5818165.187247522
links,residential rural water tanks charger,-1115.7785462207985,-1273.3008997432462,-31286.08368010333,-1504.9520507624384,-254.31782647283535,-195.93963696466676,-38.44533315742751,-750.05345468431,-6957.274911074703,-2763.772724040642,-2389.443678168922,-750.7436417591339,-522.4391067372026,-134.21493760544695,-934.0240183344058,-1808.094850742702,-4594.9100829601775,-1710.9300985017453,-1380.1937202916142,-478.5867238407259,-812.9226952911731,-804.5615157849188,-757.1410904889995,-2671.1428310449683,-1639.5957379610045,-2619.5934782560907,-1590.737220639956,-3107.070440014897,-752.8049544243704,-737.9761966679735,-823.9828709849398,-7463.868043819595,-1615.2037450269418,-733.6549651379669,-2681.230335413622,-815.3165254768192,-571.3444581664089,-660.701403001688,-4115.540941208063,-1460.0940210236695,-11959.316351004054,-2074.8364139883342
