cluster,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m
lv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
opt,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb25.7ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb35.4ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb45.0ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb54.7ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb64.3ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0,3H-T-H-B-I-solar+p3-dist1-cb73.9ex0
planning_horizon,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
AC,46.48670875740077,59.96290530508792,72.39302513975807,68.03696916880682,61.31320123226995,37.9864799919061,43.08280143200498,46.486725108848965,52.19568932502591,69.73684062936755,68.53913373279975,64.78612523968508,61.91274308501261,53.8523754067873,46.486749246785976,47.34855935639787,58.95320299028615,65.74218081541663,63.9260769858044,62.28626023567493,62.34703450741672,46.486718717240066,47.272568192294784,55.66411066969929,60.08784984187305,61.94025929588167,60.912121393610086,62.36393228389394,46.48663125015022,46.49814380963653,51.40356460631361,56.2958968626217,58.62766174563696,59.842498017149644,62.19657434565781,46.48671121716277,43.505131338144324,49.06692999837139,53.94245577532367,55.68701353618279,57.383855547280845,62.12431907820091
H2,43.52491525460041,56.38437411953937,83.26076116888467,79.03603571447734,69.65002644794694,30.11730708486712,36.41966534975238,43.524537740153335,47.37229733974523,70.2163493256416,75.26436600840876,69.12261415278635,65.79133033334179,48.87905415992081,43.523265863824584,43.68662752508474,56.321201682107905,70.39182237691993,67.98083856401013,65.45309084869446,61.09945575459401,43.51985040509333,43.59738333651771,51.13230049794299,61.578991607669764,63.73930524882037,64.97829818668241,62.079608671632805,43.51908304138151,42.71233674218748,45.466267156026504,53.24961708271142,59.30575056001366,61.43165969255367,62.471873507703485,43.5241191942189,40.42097493862116,42.368347889343966,49.359249186554784,54.583742580292004,57.61545624289561,62.68287751348023
Li ion,,64.92763407910672,78.75891199700597,75.32038406454639,68.65993224994138,44.61026152321037,49.21723096808557,,57.66636972995571,75.53963986989103,75.63666758904725,72.37837794499953,68.71114550623227,60.54811505072053,,53.34522814591939,64.60837494182957,72.51859962916731,71.19305336874878,69.09844791597402,69.30572172724189,,53.257922918318854,61.49569004289247,66.48564627964821,68.88042497699901,67.22197244006108,69.36951022210191,,52.32935219562643,57.54430988473819,62.5810095399421,65.54999229656528,66.15683071161754,69.41129466736294,,48.893368504057364,55.0591032348971,60.33780481662008,62.492390134699214,63.429758298527965,69.28085730717527
battery,46.56903308827077,60.032090431050705,72.93666136636841,68.49218621335596,61.60785782308356,38.219267478164525,43.229219242824776,46.56767579701901,52.27401500270983,70.1789459517167,68.982049849586,65.09843980417557,62.14871247836796,53.97613740171039,46.57551606970014,47.28752849036292,58.783796718563195,66.16507307418988,64.24020089566307,62.47635805872788,62.476084111539535,46.575848565252805,47.2271997996085,55.46447350484117,60.28572570687809,62.266851545653715,61.10264773098938,62.529545138202714,46.565321017347024,46.46729267611526,51.18088516046796,56.389608170058466,58.9416718282418,60.04785280383828,62.372629037339046,46.56926880234012,43.480711362043714,48.798956489092895,53.970772507538285,55.86890605530393,57.617691851674614,62.30682838153207
biogas,55.6459501169893,56.66699330065462,84.4700207008748,84.47096007088791,66.88752211090286,59.010218405861245,58.717660600098945,56.04769347192652,56.605875266276364,58.1744471277773,70.0911066073206,69.71353817307663,64.81962635298,64.37191152198248,55.44243460581175,50.25143509864045,57.072671407419186,58.28344600421869,58.84437340360504,59.01022299860434,97.663586127058,52.08608497644742,55.68604286941281,53.071032342216455,56.878777099414215,54.393272054256066,57.770508321513795,96.8423914802461,54.57635658621026,56.40879707539622,50.331257376194856,55.80938690630476,56.17484869385305,57.80515276093903,97.86795608830894,55.98091856271681,54.20985392164208,56.351480811299254,56.636780780303376,55.84746399282983,55.84899348265092,98.35821849032087
co2,-17.925436509396633,-65.26638638338821,-367.03893952070956,-366.98453436233257,-278.93643927256795,-239.4690129178317,-219.06514741399758,-17.92548074811876,-31.596885620995714,-183.99922184536825,-295.0852658746297,-293.06651842022865,-268.5160533850938,-266.166150512281,-17.925517452108917,-17.91909551009806,-65.57173140031735,-193.2436469084999,-228.17256606684515,-239.4690347043901,-432.6245238833745,-17.925479035104757,-17.575576950368852,-45.51378524928087,-97.58476231139902,-154.65054834116435,-169.69398504508712,-428.51855063021185,-17.92539091899926,-14.301797018379105,-24.490384510325306,-54.47956492503329,-92.84643671058507,-141.64711653969383,-433.64637506000344,-17.925466873202367,-5.823496126655126,-13.027320365125519,-39.28530916769524,-59.45590911681324,-99.27189473825779,-436.09768549052455
co2 stored,-10.817017969668758,-19.990879608939952,-212.15337786357702,-193.03851891486954,-139.3707893813307,-154.4004236630622,-194.2278883897101,-10.929760457101915,-2.392624013648556,-132.60471895832654,-175.999120462061,-148.74062600826133,-133.88122971400708,-182.91467790819488,-10.833914962422558,14.3375150983026,-19.991317295281743,-145.71043740879892,-142.83449591021986,-133.35809965761408,-313.1703071989166,-11.310621112507818,14.885951833986026,-18.540204225468432,-57.42965317742628,-112.93367539316985,-129.57895062754636,-304.8406049506318,-11.347697546968137,18.833273280683102,-0.645685697438207,-19.991099942221247,-55.314656106878004,-103.49534128184536,-308.86224561245547,-10.777294586382368,28.18492067463178,12.330379643065207,-16.563544935646664,-19.99094620028068,-65.0578465410244,-310.784762437376
