cluster,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m
oil,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
onwind,0.04,0.358,1.919,1.128,0.408,0.538,0.084,0.039,0.039,1.407,1.225,0.585,0.367,0.138,0.039,0.021,0.594,1.24,0.717,0.517,0.229,0.039,0.019,0.348,0.912,0.782,0.656,0.409,0.039,0.016,0.071,0.644,0.781,0.741,0.478,0.039,0.015,0.007,0.412,0.643,0.794,0.529
residential rural solar thermal,29.551,28.332,36.218,40.388,42.437,45.216,41.485,29.066,29.445,31.315,38.905,35.694,44.896,41.494,29.499,31.534,32.681,40.746,43.992,43.298,46.731,28.661,31.978,26.285,39.902,48.714,41.978,48.288,31.107,30.508,30.064,33.626,42.313,37.965,48.55,29.546,32.449,27.608,27.793,38.007,41.789,36.657
residential urban decentral solar thermal,27.479,27.068,31.211,34.265,35.173,42.946,37.019,27.115,26.124,27.897,31.853,28.75,37.191,34.778,27.406,29.297,29.452,33.502,33.623,32.486,34.696,27.267,30.059,24.332,35.229,41.049,30.917,38.108,29.391,28.945,27.331,28.701,35.643,29.679,36.411,27.559,30.544,26.195,23.112,31.64,33.203,27.219
ror,0.0,0.02,0.135,0.062,0.042,0.016,0.005,0.0,0.002,0.104,0.072,0.042,0.035,0.028,0.0,0.0,0.04,0.069,0.063,0.048,0.067,0.0,0.0,0.027,0.062,0.055,0.055,0.046,0.0,0.0,0.001,0.046,0.057,0.048,0.051,0.0,0.0,0.0,0.032,0.045,0.063,0.061
services rural solar thermal,30.092,28.851,36.349,40.202,41.854,44.377,40.767,29.558,29.735,31.001,38.858,35.826,44.206,41.305,30.137,32.076,32.31,40.824,44.089,43.37,46.988,29.363,32.75,26.036,39.277,49.025,41.517,48.879,31.535,30.822,29.734,33.296,41.77,37.693,48.626,30.037,32.839,27.671,27.599,36.714,41.263,36.462
services urban decentral solar thermal,23.339,20.369,24.264,25.598,26.883,32.42,31.22,22.552,19.738,21.529,23.934,23.114,32.517,31.177,23.92,22.115,19.586,26.483,29.498,28.114,28.796,25.07,20.281,17.895,30.469,31.481,25.283,34.991,24.345,22.177,20.667,20.934,26.488,23.709,28.824,23.004,23.516,19.795,18.48,22.045,27.663,20.894
solar,0.004,0.448,1.109,0.86,0.526,0.382,0.233,0.003,0.034,1.831,1.251,0.93,0.78,0.737,0.003,0.003,0.963,1.285,1.119,0.953,1.112,0.003,0.001,0.495,1.53,1.166,1.003,1.293,0.003,0.001,0.183,0.893,0.941,1.109,1.336,0.003,0.002,0.064,0.609,1.012,0.895,1.289
solar rooftop,0.015,0.01,0.283,0.017,0.004,0.001,0.0,0.01,0.125,0.033,0.032,0.01,0.008,0.002,0.013,0.037,0.011,0.029,0.015,0.01,0.03,0.011,0.014,0.006,0.029,0.018,0.02,0.031,0.01,0.013,0.003,0.065,0.015,0.014,0.033,0.011,0.012,0.002,0.037,0.016,0.046,0.038
uranium,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
urban central solar thermal,17.887,0.194,5.479,8.573,6.564,6.947,0.03,17.724,9.212,0.051,10.875,13.755,11.237,6.479,18.085,16.164,0.053,0.554,44.359,53.251,54.53,18.33,15.685,0.032,0.178,0.212,5.416,8.935,18.471,18.519,12.978,0.322,0.064,0.064,3.724,17.792,21.769,16.342,4.644,0.075,0.814,2.16
