name,bus0,bus1,carrier,geometry,length,p_nom,tags,under_construction,underground,p_min_pu,underwater_fraction,capital_cost,efficiency,p_nom_extendable,bus2,bus3,bus4,efficiency2,efficiency3,efficiency4,lifetime,marginal_cost,build_year,p_nom_opt,charger_ratio,type,p_nom_min,p_nom_max,p_set,p_max_pu,terrain_factor
AL0 0 coal-2030,EU coal,AL0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1642840219860633,2030.0,0.028296847954086903,,,0.0,inf,0.0,1.0,1.0
AT0 0 coal-2030,EU coal,AT0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1657529984365407,2030.0,1753.3744766700431,,,0.0,inf,0.0,1.0,1.0
BA0 0 coal-2030,EU coal,BA0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1647578554596127,2030.0,0.0074618893221489145,,,0.0,inf,0.0,1.0,1.0
BE0 0 coal-2030,EU coal,BE0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.165664489327855,2030.0,5087.3927039833015,,,0.0,inf,0.0,1.0,1.0
BG0 0 coal-2030,EU coal,BG0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1657829564772189,2030.0,0.05081577171145073,,,0.0,inf,0.0,1.0,1.0
CH0 0 coal-2030,EU coal,CH0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1659596151108684,2030.0,0.010142733138147123,,,0.0,inf,0.0,1.0,1.0
CZ0 0 coal-2030,EU coal,CZ0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1654649538927304,2030.0,0.017663576591430075,,,0.0,inf,0.0,1.0,1.0
DE0 0 coal-2030,EU coal,DE0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1650032348332977,2030.0,0.35323907870537063,,,0.0,inf,0.0,1.0,1.0
DK0 0 coal-2030,EU coal,DK0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1643386594738023,2030.0,0.0013699554319693092,,,0.0,inf,0.0,1.0,1.0
DK1 0 coal-2030,EU coal,DK1 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1651048880483594,2030.0,0.0009951504829151278,,,0.0,inf,0.0,1.0,1.0
EE2 0 coal-2030,EU coal,EE2 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.164442441947577,2030.0,0.0032589613815135693,,,0.0,inf,0.0,1.0,1.0
ES0 0 coal-2030,EU coal,ES0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1643623335198185,2030.0,0.003338324884092638,,,0.0,inf,0.0,1.0,1.0
ES3 0 coal-2030,EU coal,ES3 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1649429487541534,2030.0,0.001221640696287361,,,0.0,inf,0.0,1.0,1.0
FI1 0 coal-2030,EU coal,FI1 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1655124854763472,2030.0,0.0024671766107783447,,,0.0,inf,0.0,1.0,1.0
FR0 0 coal-2030,EU coal,FR0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1643201375382453,2030.0,0.01036189458793149,,,0.0,inf,0.0,1.0,1.0
GB4 0 coal-2030,EU coal,GB4 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1655385598005266,2030.0,0.0010206618358760426,,,0.0,inf,0.0,1.0,1.0
