name,bus0,bus1,carrier,geometry,length,p_nom,tags,under_construction,underground,p_min_pu,underwater_fraction,capital_cost,efficiency,p_nom_extendable,bus2,bus3,bus4,efficiency2,efficiency3,efficiency4,lifetime,marginal_cost,build_year,p_nom_opt,charger_ratio,type,p_nom_min,p_nom_max,p_set,p_max_pu,terrain_factor
NO1 0 coal-2025,EU coal,NO1 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1645736743227675,2025.0,0.0009564150086950957,,,0.0,inf,0.0,1.0,1.0
PL0 0 coal-2025,EU coal,PL0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1643490206702347,2025.0,0.0010752629539040046,,,0.0,inf,0.0,1.0,1.0
PT0 0 coal-2025,EU coal,PT0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.165748284525612,2025.0,0.0009294704102779241,,,0.0,inf,0.0,1.0,1.0
RO0 0 coal-2025,EU coal,RO0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1646468440433273,2025.0,0.000989371164416854,,,0.0,inf,0.0,1.0,1.0
RS0 0 coal-2025,EU coal,RS0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1655212274383882,2025.0,0.0010681078458592084,,,0.0,inf,0.0,1.0,1.0
SE1 0 coal-2025,EU coal,SE1 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1644474365160324,2025.0,0.0009581668854425302,,,0.0,inf,0.0,1.0,1.0
SI0 0 coal-2025,EU coal,SI0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1642410302881794,2025.0,0.0010199232371716637,,,0.0,inf,0.0,1.0,1.0
SK0 0 coal-2025,EU coal,SK0 0,coal,,0.0,0.0,,,,0.0,,115492.26269785289,0.33,True,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1647728952816383,2025.0,0.0010698823703287968,,,0.0,inf,0.0,1.0,1.0
AT0 0 coal-1985,EU coal,AT0 0,coal,,0.0,195.57398620825285,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1751747378115305,1985.0,195.57398620825285,,,0.0,inf,0.0,1.0,1.0
BG0 0 coal-1985,EU coal,BG0 0,coal,,0.0,4762.755994172793,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1735019088404526,1985.0,4762.755994172793,,,0.0,inf,0.0,1.0,1.0
CZ0 0 coal-1985,EU coal,CZ0 0,coal,,0.0,1069.6969696969697,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1750783875698982,1985.0,1069.6969696969697,,,0.0,inf,0.0,1.0,1.0
DE0 0 coal-1985,EU coal,DE0 0,coal,,0.0,34196.18119819919,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1751711457399898,1985.0,34196.18119819919,,,0.0,inf,0.0,1.0,1.0
DK0 0 coal-1985,EU coal,DK0 0,coal,,0.0,1196.969696969697,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1758865339476077,1985.0,1196.969696969697,,,0.0,inf,0.0,1.0,1.0
ES0 0 coal-1985,EU coal,ES0 0,coal,,0.0,8274.030303030302,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1750388932673599,1985.0,8274.030303030302,,,0.0,inf,0.0,1.0,1.0
FI1 0 coal-1985,EU coal,FI1 0,coal,,0.0,9211.21212121212,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1744951275447528,1985.0,9211.21212121212,,,0.0,inf,0.0,1.0,1.0
FR0 0 coal-1985,EU coal,FR0 0,coal,,0.0,3606.060606060606,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1757544303734893,1985.0,3606.060606060606,,,0.0,inf,0.0,1.0,1.0
GB4 0 coal-1985,EU coal,GB4 0,coal,,0.0,1696.969696969697,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1753327702703862,1985.0,1696.969696969697,,,0.0,inf,0.0,1.0,1.0
IT0 0 coal-1985,EU coal,IT0 0,coal,,0.0,23012.81179220928,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1763683116682075,1985.0,23012.81179220928,,,0.0,inf,0.0,1.0,1.0
IT6 0 coal-1985,EU coal,IT6 0,coal,,0.0,4523.8524704187175,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1755804846637434,1985.0,4523.8524704187175,,,0.0,inf,0.0,1.0,1.0
PL0 0 coal-1985,EU coal,PL0 0,coal,,0.0,927.2727272727273,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1733139127259107,1985.0,927.2727272727273,,,0.0,inf,0.0,1.0,1.0
AT0 0 coal-1990,EU coal,AT0 0,coal,,0.0,2133.333333333333,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1747346050743088,1990.0,2133.333333333333,,,0.0,inf,0.0,1.0,1.0
DE0 0 coal-1990,EU coal,DE0 0,coal,,0.0,9193.636363636364,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1742561348206488,1990.0,9193.636363636364,,,0.0,inf,0.0,1.0,1.0
DK0 0 coal-1990,EU coal,DK0 0,coal,,0.0,1896.9696969696968,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1751919446865766,1990.0,1896.9696969696968,,,0.0,inf,0.0,1.0,1.0
DK1 0 coal-1990,EU coal,DK1 0,coal,,0.0,1603.030303030303,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.175615092583469,1990.0,1603.030303030303,,,0.0,inf,0.0,1.0,1.0
GR0 0 coal-1990,EU coal,GR0 0,coal,,0.0,1818.181818181818,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.173113223270406,1990.0,1818.181818181818,,,0.0,inf,0.0,1.0,1.0
PL0 0 coal-1990,EU coal,PL0 0,coal,,0.0,1351.5151515151515,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1750388082824577,1990.0,1351.5151515151515,,,0.0,inf,0.0,1.0,1.0
PT0 0 coal-1990,EU coal,PT0 0,coal,,0.0,3575.7575757575755,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1745268234567319,1990.0,3575.7575757575755,,,0.0,inf,0.0,1.0,1.0
RO0 0 coal-1990,EU coal,RO0 0,coal,,0.0,4563.636363636363,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1747461474133882,1990.0,4563.636363636363,,,0.0,inf,0.0,1.0,1.0
SI0 0 coal-1990,EU coal,SI0 0,coal,,0.0,745.4545454545454,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.175356715454141,1990.0,745.4545454545454,,,0.0,inf,0.0,1.0,1.0
CZ0 0 coal-1995,EU coal,CZ0 0,coal,,0.0,536.3636363636364,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.173676646838133,1995.0,536.3636363636364,,,0.0,inf,0.0,1.0,1.0
DE0 0 coal-1995,EU coal,DE0 0,coal,,0.0,4761.818181818182,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1757532199925653,1995.0,4761.818181818182,,,0.0,inf,0.0,1.0,1.0
DK0 0 coal-1995,EU coal,DK0 0,coal,,0.0,2454.5454545454545,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1757302834796435,1995.0,2454.5454545454545,,,0.0,inf,0.0,1.0,1.0
GR0 0 coal-1995,EU coal,GR0 0,coal,,0.0,1878.7878787878788,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1746549836695617,1995.0,1878.7878787878788,,,0.0,inf,0.0,1.0,1.0
PL0 0 coal-1995,EU coal,PL0 0,coal,,0.0,2198.7878787878785,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1758488940687912,1995.0,2198.7878787878785,,,0.0,inf,0.0,1.0,1.0
PT0 0 coal-1995,EU coal,PT0 0,coal,,0.0,1745.4545454545453,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1748821469704263,1995.0,1745.4545454545453,,,0.0,inf,0.0,1.0,1.0
DE0 0 coal-2000,EU coal,DE0 0,coal,,0.0,413.3333333333333,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1754180754099373,2000.0,413.3333333333333,,,0.0,inf,0.0,1.0,1.0
PL0 0 coal-2000,EU coal,PL0 0,coal,,0.0,8187.878787878787,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1760900537252859,2000.0,8187.878787878787,,,0.0,inf,0.0,1.0,1.0
CZ0 0 coal-2005,EU coal,CZ0 0,coal,,0.0,193.93939393939394,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1753523328533302,2005.0,193.93939393939394,,,0.0,inf,0.0,1.0,1.0
DE0 0 coal-2005,EU coal,DE0 0,coal,,0.0,4212.121212121212,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1754774982296115,2005.0,4212.121212121212,,,0.0,inf,0.0,1.0,1.0
DK0 0 coal-2005,EU coal,DK0 0,coal,,0.0,145.283532611845,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1762297178861276,2005.0,145.283532611845,,,0.0,inf,0.0,1.0,1.0
GR0 0 coal-2005,EU coal,GR0 0,coal,,0.0,1000.0,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1753811190300816,2005.0,1000.0,,,0.0,inf,0.0,1.0,1.0
IE4 0 coal-2005,EU coal,IE4 0,coal,,0.0,2590.909090909091,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1763805997348156,2005.0,2590.909090909091,,,0.0,inf,0.0,1.0,1.0
IT6 0 coal-2005,EU coal,IT6 0,coal,,0.0,1634.4397418832561,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1759083028737347,2005.0,1634.4397418832561,,,0.0,inf,0.0,1.0,1.0
NL0 0 coal-2005,EU coal,NL0 0,coal,,0.0,8918.181818181818,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1752402704644105,2005.0,8918.181818181818,,,0.0,inf,0.0,1.0,1.0
PL0 0 coal-2005,EU coal,PL0 0,coal,,0.0,469.6969696969697,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1748277978882442,2005.0,469.6969696969697,,,0.0,inf,0.0,1.0,1.0
SK0 0 coal-2005,EU coal,SK0 0,coal,,0.0,1333.3333333333333,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1747795915338188,2005.0,1333.3333333333333,,,0.0,inf,0.0,1.0,1.0
BG0 0 coal-2010,EU coal,BG0 0,coal,,0.0,400.0,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1750337604145062,2010.0,400.0,,,0.0,inf,0.0,1.0,1.0
CZ0 0 coal-2010,EU coal,CZ0 0,coal,,0.0,1441.6596697636926,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1757649699799764,2010.0,1441.6596697636926,,,0.0,inf,0.0,1.0,1.0
DE0 0 coal-2010,EU coal,DE0 0,coal,,0.0,68.48484848484848,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1748899228405167,2010.0,68.48484848484848,,,0.0,inf,0.0,1.0,1.0
PL0 0 coal-2010,EU coal,PL0 0,coal,,0.0,5424.242424242424,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.174537060102134,2010.0,5424.242424242424,,,0.0,inf,0.0,1.0,1.0
DE0 0 coal-2015,EU coal,DE0 0,coal,,0.0,7523.333333333332,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1740194462528066,2015.0,7523.333333333332,,,0.0,inf,0.0,1.0,1.0
NL0 0 coal-2015,EU coal,NL0 0,coal,,0.0,4787.878787878788,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.174981361719948,2015.0,4787.878787878788,,,0.0,inf,0.0,1.0,1.0
CZ0 0 coal-2019,EU coal,CZ0 0,coal,,0.0,2272.7272727272725,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.176204511393735,2019.0,2272.7272727272725,,,0.0,inf,0.0,1.0,1.0
NL0 0 coal-2019,EU coal,NL0 0,coal,,0.0,3236.363636363636,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.1758039782201248,2019.0,3236.363636363636,,,0.0,inf,0.0,1.0,1.0
PL0 0 coal-2019,EU coal,PL0 0,coal,,0.0,12169.69696969697,,,,0.0,,115492.26269785289,0.33,False,co2 atmosphere,,,0.34,1.0,1.0,40.0,1.173892571696268,2019.0,12169.69696969697,,,0.0,inf,0.0,1.0,1.0
