,name,Generation,p_nom_opt,load_corr,week_corr,cool_corr,week_cool,heat_corr,week_heat,country,carrier,total_gen,fraction,latitude,FullName,avgCDD,avgHDD,year_CF,solarfrac,solarcf
0,FRsolar,336837618.46942365,1027714.4761606916,0.0673599795257076,-0.7154145702147765,0.4605714651555212,0.6281939644456183,-0.391776902976314,-0.7175369996491203,FR,solar,452128850.8823284,0.7450035931396234,46.227638,France,0.6768334966712878,-7.819790993137541,0.1122445498888368,0.7450035931396234,0.1122445498888368
1,FRwind,106621287.28880596,172248.0565208373,0.1543613495635418,0.3755706750299641,-0.3081801505374513,-0.4645074206535219,0.2426047095723982,0.3889078898184153,FR,wind,452128850.8823284,0.23582057875920717,46.227638,France,0.6768334966712878,-7.819790993137541,0.2119857850358421,0.7450035931396234,0.1122445498888368
2,FRror,8669945.124098804,5780.848516865661,-0.0555625421233331,-0.0676245165598427,-0.119831421879687,-0.1696424685698756,-0.0044582845452169,-0.0148933619164554,FR,ror,452128850.8823284,0.019175828101169447,46.227638,France,0.6768334966712878,-7.819790993137541,0.513619978176628,0.7450035931396234,0.1122445498888368
3,DEsolar,139222591.30319428,465389.66648918233,-0.037962026493461,-0.7544160254416827,0.4504513630351862,0.5972683554402395,-0.4074854335791801,-0.75617997106858,DE,solar,296559561.9040979,0.4694591211603435,51.165691,Germany,0.5158714717556881,-9.609247001429486,0.10244956658376915,0.4694591211603435,0.10244956658376915
4,DEwind,150875881.51587853,182409.9976449174,0.1591323737241054,0.3749752346587937,-0.2838386649785866,-0.4721676235759953,0.2568024925224907,0.3965520899122767,DE,wind,296559561.9040979,0.5087540612319528,51.165691,Germany,0.5158714717556881,-9.609247001429486,0.28326200923222483,0.4694591211603435,0.10244956658376915
5,DEror,6461089.085025074,2997.0294099999983,0.2037450386575264,0.2328272309119744,-0.0512047121025008,-0.0694130809132843,0.2257636876032816,0.2322432255731771,DE,ror,296559561.9040979,0.021786817607703627,51.165691,Germany,0.5158714717556881,-9.609247001429486,0.7382983076722442,0.4694591211603435,0.10244956658376915
6,GBsolar,211029262.2931834,694653.6777035617,0.061487345278715,-0.6338051980585278,0.343082385140084,0.4605176720488659,-0.4137860717828039,-0.6134703359167698,GB,solar,648306825.5851718,0.3255083148364281,55.378051,United Kingdom,0.0743014324010359,-8.932760918503591,0.10403787905478494,0.3255083148364281,0.10403787905478494
7,GBwind,436377866.01226586,420473.6779886096,0.1754155613064179,0.4030070414297145,-0.1758076325477983,-0.3999258036135029,0.2719330939551354,0.4366690577422705,GB,wind,648306825.5851718,0.6731039205369841,55.378051,United Kingdom,0.0743014324010359,-8.932760918503591,0.3554193341581378,0.3255083148364281,0.10403787905478494
8,GBror,899697.2797225871,685.2,0.6605881733110092,0.8111334763759962,-0.1573956466066336,-0.2810449643573955,0.7342442215198747,0.7761958122990661,GB,ror,648306825.5851718,0.0013877646265878913,55.378051,United Kingdom,0.0743014324010359,-8.932760918503591,0.4496723682929227,0.3255083148364281,0.10403787905478494
9,ITsolar,302863640.3117144,771080.674890168,0.1585638454464811,-0.7461064534480801,0.4506775822622519,0.6310624180675743,-0.3465472844160857,-0.7344934967659137,IT,solar,313895567.31911343,0.9648547856166961,41.87194,Italy,1.3968435466965434,-5.145539920667255,0.1345130647698564,0.9648547856166961,0.1345130647698564
10,ITwind,1224752.4795897494,2442.989387142058,0.2449167831123182,0.4914525184653217,-0.2784438642150571,-0.5184332758767403,0.2719776421894019,0.5044427978493349,IT,wind,313895567.31911343,0.003901783290697565,41.87194,Italy,1.3968435466965434,-5.145539920667255,0.17168956315937983,0.9648547856166961,0.1345130647698564
11,ITror,9807174.527809251,6563.709999999999,-0.2855249771519124,-0.3463299679083774,-0.1453879486031445,-0.1698643648517451,-0.2199758551489508,-0.2402649911364856,IT,ror,313895567.31911343,0.0312434310926062,41.87194,Italy,1.3968435466965434,-5.145539920667255,0.511695582777622,0.9648547856166961,0.1345130647698564
12,ESsolar,510823519.32915735,1083113.870676198,0.3440786954588422,-0.690968382012774,0.4200424853616387,0.6389987417759159,-0.3144362934901316,-0.6777600267225653,ES,solar,511327217.3871296,0.9990149203076923,40.463667,Spain,1.9006454479177337,-4.026678331488879,0.16151539201033274,0.9990149203076923,0.16151539201033274
13,ESwind,482303.8663416614,829.0920095931739,0.2493659616308836,0.629399423935837,-0.3157046042095771,-0.5722290427837662,0.3690132112916383,0.6260839332876226,ES,wind,511327217.3871296,0.0009432391821546742,40.463667,Spain,1.9006454479177337,-4.026678331488879,0.19922102137659092,0.9990149203076923,0.16151539201033274
14,ESror,21394.19163061944,16.4,0.1318735573340581,0.1940839849598517,-0.429955369758336,-0.5002464989964343,0.2875239780594218,0.2943978774536326,ES,ror,511327217.3871296,4.184051015305477e-05,40.463667,Spain,1.9006454479177337,-4.026678331488879,0.44675475339582865,0.9990149203076923,0.16151539201033274
15,PLsolar,58596343.38910593,198934.96228445505,-0.1239311246372455,-0.8167880663706134,0.5026491982339841,0.6657130558718045,-0.440360954451487,-0.8191894320045958,PL,solar,128909082.33548209,0.45455558543664654,51.919438,Poland,0.5977064999136026,-10.042596943733107,0.10087337417334503,0.45455558543664654,0.10087337417334503
16,PLwind,70281471.79866464,101683.72333174774,0.217608869853882,0.4772130030828541,-0.2732986865108551,-0.4730573585421525,0.2917303568125781,0.4877784216307202,PL,wind,128909082.33548209,0.5452018626256231,51.919438,Poland,0.5977064999136026,-10.042596943733107,0.23670452263827238,0.45455558543664654,0.10087337417334503
