FR
26.51
27.75
36.32
44.98
54.58
47
41.81
38.52
37.61
34.61
32.93
32.07
32.07
35.17
39.93
35.47
32.23
27.93
27.37
26.84
25.25
24.28
23.98
22.9
21.75
20.12
22.34
25.54
28.05
29.07
28.36
28.56
29.9
27.94
26.8
29.92
29.91
34.96
41.3
38.71
31.29
26.84
27.39
26.4
23.15
15.23
13.31
9.18
7.54
4.85
5.53
10.45
11.2
15.51
11.72
13.81
18.35
13.66
11.07
10.28
8.42
12.13
22
26.37
17.07
19.96
28.63
24.13
11.95
9.94
8.63
2.77
2.58
9.25
14.52
24.74
32.58
28.9
26.69
22.55
18.63
19.88
19.72
19.36
21.78
28.98
34.02
33.78
24.46
16.16
19.82
23.05
16.33
13.6
10.88
10.08
9.89
12.88
22.98
30.64
34.69
33.76
30.49
29.59
27.06
25.38
24.27
25.18
23.54
27.75
32.17
38.71
33.97
25.27
25.17
27.76
23
19.48
23.22
18.64
14.96
23.62
26.44
35.68
36.25
33.56
29.02
25.49
23.99
26.47
24.53
23.08
27.87
35.55
38.77
44.38
35.39
29.1
35.02
29.9
25.53
25.91
24.37
24.31
22.8
22.78
26.02
34.34
39.34
38.1
37.68
38.13
36.15
32.63
28.6
26.65
25.21
29.72
35.68
42.13
33.35
23.37
26.27
31.57
27.36
23.39
22.77
22.89
23.03
24.76
27.38
40.99
45.66
45.05
40.82
38.16
35.56
30.07
26.78
24.81
24.34
28.44
34.06
39.07
33.55
28.19
27.05
25.19
28.2
27.06
26.2
24.31
23.06
22.85
20.29
22.66
25.71
31.49
28.3
25.26
23.07
20.27
17.51
22.63
22.63
23.13
24.98
22.26
15.32
13.43
14.13
13.24
11.82
10.47
6.63
-0.21
-5.09
-4.95
-1.31
1.37
5.95
11.62
13.13
12.89
16.76
9.85
6.43
4.09
5.1
10.4
14.69
18.59
13.91
9.07
10.93
11.69
12.2
12
10.8
5.73
5.95
8.1
22.16
30.06
36.44
33.57
29.8
29.8
30.08
27.35
27.69
25.43
23.88
27.42
36.79
36.95
32.27
25.21
23.76
23.12
21.51
18.57
17.05
11.1
10.38
17.5
26.14
35.93
38.05
36.26
30.75
27.65
25.1
22.35
22.75
24.89
29.14
34.96
38.88
38.51
32.4
25.92
25.61
25.22
23
22.72
20.18
19.48
22.08
25.52
29.62
36.53
38.98
38.99
37
34.71
29.33
26.73
26.22
27.66
32.75
36.93
44.65
43.38
36.94
33.91
32.1
27.91
26.45
25.01
24.56
24.1
24.17
24.83
33.31
37.78
40.15
36.97
34.41
34.49
32.58
30.11
28.3
25.95
26.96
31.11
34.98
35.98
28.98
25.17
26.65
29.36
24.28
25.76
25.57
23.03
22.53
24.38
30.87
38.08
39.43
39.15
36.96
34.09
30.65
27.13
24.81
25.64
28.68
32.91
36.76
37.71
32.62
26.89
33.51
32.67
29.74
26.57
25.44
22.04
19.24
14.15
21.7
21.84
24.84
31.8
29.06
25.61
24.29
18.32
19.24
17.09
18.33
22.26
28.7
33.44
25.19
22.04
25.81
29.4
28.64
25.18
23.93
14.6
12.85
12.4
11.46
12.53
14.73
18.46
21.48
24.44
23.47
16.96
12.08
11.53
11.58
15.98
23.28
30.11
26.94
21.09
27.85
27.19
20.01
18.73
18.17
15.02
18.96
26.61
35.91
43
42.87
39.96
36.01
33.91
29.86
27.22
26.24
21.05
22.58
27.82
36.1
35.16
29.13
23.91
22.86
24.92
16.55
15
14.12
12.71
12.97
16.3
25.84
31.99
37
33.61
31.7
29.05
27.46
26.51
25.35
25.53
27
29.71
36.02
39.94
35.21
30.1
29.9
26.46
25.56
25.2
24.35
23.53
24.08
25.01
31.24
34.54
37.64
37.01
34.02
33.13
32.1
30.45
28.14
27.61
28.21
30.82
38.46
42.17
36.71
33.83
32.08
28.2
31.57
28.54
27.04
25.17
25.45
28.81
36.8
42.28
44.42
42.41
40.15
40.05
38.82
37.46
33.36
29.67
25.75
28.88
35.17
48.06
39.13
35.68
33.77
31.77
30
27.93
25.73
25.3
25.31
29.08
35.01
40.74
43.88
40.12
37.81
37.2
34.06
26
26.12
27.1
26.13
28.07
33.1
35.34
27.77
27.06
29.01
26.5
15.41
12.71
13.71
12
9.6
9.04
10.6
14.21
14.91
17
16.75
16.5
16.75
15.99
15
15.22
15
19.36
22.95
25.61
22.35
16.5
16.18
17.51
16.99
13.8
13.53
7.7
5.64
5.67
9.29
10.25
10.16
12.57
13.8
13.3
14
11
9.97
9.07
13.29
14
25.74
36.12
31.49
26.1
27.76
24.24
24.31
23.3
21.71
19.2
19.15
23.53
30.91
37
39.92
36.94
36.71
37.03
35.13
35.35
34.74
34.62
34.91
36.05
49.5
43.92
37.75
33.54
30.88
28.97
26.04
25.04
24.53
24.1
24.45
28.5
35.68
42.3
45.6
41.68
37.97
36.49
37.32
35.56
36.01
37.66
39.84
41.73
55.98
56.9
40.93
38.19
35.03
31.29
30.1
28.1
27.08
26.8
26.8
30.05
36.51
47.2
54.75
50.32
44.23
41.09
37.9
35.97
35
35.88
39.5
42
64.7
63.34
43.58
37.53
33.92
31.82
30.24
29.08
25.4
23.84
22.49
23.49
32.86
45.61
54.64
49.78
42.09
40.99
41.97
40.51
37.94
36.75
28.45
24.76
35.67
35.82
30.24
27.85
26.9
25.3
24.55
22.96
21
19.99
20.22
24.1
28.8
33.43
35.9
35.1
34.68
36.03
35
32.64
31.67
29.06
29.8
35
37.3
38.04
35.46
31.71
30.5
28.54
31.01
25.5
24.51
24.03
24.47
24.41
26.25
30.4
33.58
35
30.4
28.1
26.08
25.06
24.94
25
25.55
29.5
37.54
39.95
35
27.17
28.24
24.9
20.8
16.82
12.22
9.24
8.74
8.93
8.67
9.78
10.7
13.9
14.34
15
16.64
10.72
10.61
13.03
20.16
25.71
31.97
34.86
34.02
31.9
31.99
30.41
25.02
25
25.09
24.77
24.47
25.3
37.1
46.99
48.81
45.65
40.44
38.56
36.28
35.24
33.53
32.02
32.09
36.43
50.77
58.98
40.5
35.98
34.97
26.78
24.06
23.7
21.77
15.91
13.06
15.8
24.23
29.44
32.47
35
33.18
31.97
30.55
30
29.76
24.9
22.72
24.32
32.77
37.1
30.81
24.07
24.03
32.37
22.19
16.4
13.11
9.26
11.12
21.31
26.87
33.94
37.17
34.27
33.07
29.2
25.97
24.06
23.73
24.9
26.66
33.8
37
37.99
28.1
24.69
28.39
27.19
15.65
15.57
7.77
2.96
2.9
9.14
21.76
29.99
31.19
35.03
35.54
31.79
30.06
27.94
26.94
22.61
24.2
30.02
37
39.63
34.6
31.05
27.19
27.91
24.28
22.81
21
13.97
11.98
23.49
29.62
32.07
34.88
33.49
29.95
25.68
28.97
25.45
25.76
23.51
28.48
32.65
37.7
42.5
38.41
36.93
36.99
35.35
34.29
32.04
31.43
29.02
28.6
29.86
33.93
33.56
34.83
34.94
29.13
26.96
25.99
23.81
22.62
24.87
25.8
29.25
37.17
38.53
32.57
27.42
26.02
24.27
19.11
14.21
10.01
8.58
7.21
9.23
9.56
12.09
9.87
11.67
7.05
5.79
4.58
1
-3.21
5.11
7.89
16.08
26
32.08
32.02
28.92
30.18
27.19
21.23
20.23
20.17
20
19.92
22.4
33.85
38.34
37.83
34
28
25.88
24.83
25
25.23
27.1
30.77
33.72
41.92
61.79
43.1
35
34.4
30.24
25.54
23.49
23.03
22.69
23
23.87
30.47
35.17
34.39
31.37
29.32
28.48
25.59
25
24.51
24.02
26.09
30.04
32.94
38.23
35.21
31
29.85
25.97
22.02
21.73
20.76
20.77
20.73
21.06
24.69
30.59
30
25.81
22.88
22.4
20.34
20.74
21.8
24.76
28.62
26.62
31.87
40.38
35.4
32.7
31.83
29.06
26.67
24
22.99
22.16
22.26
26
30.25
31.57
32.06
28.75
25.04
24.93
22.83
22.99
24.92
21.8
20.56
20.31
21.09
33.64
27.65
21.14
28.7
27.1
23.6
20
20.2
20.08
15.08
15.5
22.22
24.19
28.01
26
20.42
23.79
22.85
19.44
17.22
17.37
13.75
16.26
20.06
28.92
25.06
20.05
21.02
19.9
18.23
13.97
11.16
9.43
8.94
9.5
7.74
10.8
15.05
8.64
7.51
7.18
9.34
6.44
1.95
5.7
8.3
15.01
20
23.86
18.53
12.64
13.69
15.85
10.07
8.86
7.27
6.25
6.09
6.24
6.06
5.68
4.17
1.44
3.45
3.07
2.81
-0.04
-25.08
-11.98
0.02
11.04
17.18
22.93
19.45
14.36
14.79
11.05
12.76
10
10.17
9.28
9.28
12.76
20
23.99
20.08
15.84
10.66
10.7
10.62
10.92
12.07
12.01
17.4
22.77
26.35
33.14
27.99
21.97
21.84
18.57
17.66
17.56
16.69
16.81
17.6
19.8
23.63
25.88
23.6
18.77
14.16
15.08
14.36
13
14.33
16.65
19.79
21.28
22.97
33.78
29.93
23.18
23.88
22.44
20.2
19.21
19.5
19.33
19.26
21.51
25.84
29.15
27.64
24.31
20.05
19.57
19.97
19.05
18.7
17.57
19.96
19.42
26.83
34.48
28.09
24.51
24.02
21.18
19.68
18.39
19.1
18.39
18.32
19.8
22.2
25.53
25
21.32
19.11
18.16
17.93
15.71
16.82
18.19
18.9
19.5
21.33
32.46
30.09
26.27
25.5
23.94
21.26
19
18.54
18.25
18.5
20.6
24.65
26.95
25.91
22.67
19.98
18.47
18.5
16.12
15.66
17.44
18.08
21.8
24.35
30
24.94
23.19
24.91
25.16
21.93
21.09
21.67
19.38
18.8
18.44
18.96
18.91
17.22
13.08
10.38
7.65
6.33
2.22
-0.02
0.47
5.77
11.65
17.62
21.93
17.02
16.39
16.27
16
11.76
11.05
8.83
6.6
3.32
1.55
1.76
2.32
2.59
5.31
5.31
4.25
8.13
8.82
-0.02
-10.79
-5.98
0.08
7.81
16.99
17.9
17.45
20.14
20.59
18.1
17.81
19.65
16.89
16.99
18.72
24.94
31.44
30.94
26.11
22.4
21.09
21.09
19.12
17.07
15.8
15.5
14.37
18
26.18
28.98
28.6
27.01
24.38
23.39
19.69
19.91
19.59
19.01
21.96
25.5
26.78
26.83
25.75
23.94
19.76
20
18.32
17.5
17.6
17.86
15.83
19.23
25.31
29.02
25.64
26.61
24.1
22.26
20.22
19.67
19.25
19.31
20.76
25.43
27.21
27.96
25.5
21.97
20.37
20
18.51
17.46
18.09
19.11
22.01
24.13
29.22
29.43
28.94
28.31
26.35
24.18
22.93
21.8
20.96
20.8
22.56
25.31
27.31
27.8
25
21.46
20.49
21.09
15.51
13.45
12.65
14.23
17.2
22.71
25.82
27.3
24.47
25
24.5
21.88
18.93
18.15
18.19
18.47
18.45
23.76
26.1
26.45
25.5
23.03
21.04
20.24
17.7
17.08
17.03
17.07
19.98
23
26
28.22
27.23
29.15
28
25.1
22.99
21.1
20.1
19.8
19.6
21.79
19.8
19.31
19
14.98
13.06
14.28
10.82
10
9.88
9.33
8.6
19.39
13.69
18.78
18.12
17.24
17.07
17.99
11.4
9.82
9.9
8.17
5.26
5.53
5.5
8.05
5.77
4.63
2.25
0.02
-0.02
-10.78
-21.06
-4.82
4.48
12.88
15.1
19.08
17.43
12.28
10
7.08
4.59
6.34
3.7
3.66
4.98
11.46
12.54
18.38
18.73
14.48
11.19
14.02
10.55
10
11.83
14.83
12.37
15.05
15.82
16.31
18.55
21.46
24.17
20.05
19.09
17.8
15.92
16.5
14.63
18.47
20.17
23.08
23.66
15.93
15.15
17.55
13.52
12.89
12.31
11.71
13.35
14.82
16.32
18.71
13.06
18.91
19.05
17.79
18.12
13.95
13.84
12.89
12.52
13.36
15.02
19.9
15.18
14.51
12.1
16.97
15.09
13.3
12.55
11.23
10.69
14.56
17.11
17.75
16.18
17.88
21.71
22.66
21.3
21.08
20.9
17.34
15.59
17.37
19.44
22.66
20.08
17.89
16.65
19.42
15.15
13.02
12.39
11.86
12.32
16.02
16.96
17.02
12.49
15.11
18.98
16.29
13.23
13.14
10.67
9.62
9.25
14.66
15.54
16.29
17.53
18.04
17.06
13.97
10.55
9.16
10.03
11.62
12.27
16.35
18.1
20.08
16.21
17.21
21.31
18.03
12.46
12.97
10.87
9.33
10.25
14.19
13.71
15.72
18.16
14.3
11.59
12.33
8.6
5.1
7.28
14.01
12.42
14.04
17.05
15.98
13.11
17.2
21.82
21.8
19.01
16.71
14.38
11.25
15.02
15.74
16
14.06
9.99
5.18
4.93
4.98
1.84
0
0.17
3
4.14
9.26
16.98
18.97
21.81
19.5
8.2
10.34
0.07
1.72
0.77
0.02
-0.09
-2.35
-5
-5.91
-4.6
-4.75
-0.02
0.01
-14.65
-25.09
-75.82
-66.47
-32.64
2.47
13.13
14.37
10.04
14.74
13.59
10
8.23
7.92
6.76
7.38
8.96
14.01
18.76
21.13
17.45
12.1
11.76
17.13
11.6
13.54
0
0.02
3.72
10.76
17.82
14.08
14.45
19.88
20.69
19.87
17.08
16.01
14.89
11.94
12.61
14.24
15.34
16.9
16.7
14.29
14.16
12.26
8
6.36
8.05
12.13
12.19
14.47
17.01
18.01
16.93
19.74
18.27
14.06
12.07
10.66
9.2
7.96
8.89
10.2
11.86
14.23
14.27
11.77
12.98
15.1
12
12
11.73
11.39
10
13
14.4
14.73
16.56
17.34
16
15.22
13.4
12.39
10.22
9.55
10.18
11.84
12
12.17
15
14.91
15.48
16.05
15.61
14
11.93
11.51
11.81
13.93
15.55
14.82
17.71
21.47
20.76
22.1
18.15
15.86
16.24
10.06
9.89
14.21
14.63
16.29
14.2
15.23
16.63
16.8
12.84
12.32
12.77
13.74
10.35
12.98
14.59
14.86
19.31
21.16
18.8
16.51
15
13.45
9.3
10.98
11.31
11.66
11.15
14.01
12.47
10.88
8.39
9.21
0.03
-16.52
-20.4
-10.08
4.99
11.2
9.93
11.8
12.73
13.43
10.19
4.43
4.38
3.69
0.66
0.03
4.77
9.16
12.77
15
13.97
12.02
6.91
1.54
-0.09
-22.96
-23.12
-14.63
4.01
14.23
15.02
15.81
14.05
13.39
7.9
6.31
4.35
3.73
0.04
3.72
4.73
9.8
11.43
11.17
8.33
-8.65
-3.33
0.01
-0.92
-3.99
-8.44
-0.09
0.07
8
10.99
10.99
11.17
10.99
9.99
4.64
4.12
3.5
4.14
4.57
6
8
8.49
11.64
10.57
6.77
6.1
5.62
3.14
-5.72
-0.78
4.07
8.59
12.14
18.85
20.03
22.19
20.01
19
20.1
18.61
16.11
13.49
12.69
14.01
14.55
16.16
19.02
20.01
18.18
17.4
16.95
16.63
14.95
14.97
14.79
16.73
18.85
21.33
22.4
23.94
22.31
21.9
23.87
21.63
20.65
18.69
17.01
16.57
19.18
20.52
21.09
21.84
20
18.45
16.15
14.55
12.02
10
11.81
15.62
19.97
20.44
22.5
23.08
23
20.52
16.25
15
15.59
14.42
14.48
14.03
14
15.09
14.17
16.6
16.03
16.3
15.08
12.25
7.76
7.99
10.07
13.3
16.21
19.53
20.51
22.7
22.65
21.23
16.23
15.76
14.55
12.42
11.92
11.8
12
11.99
12.12
12.42
13
14.38
15
11.9
5.56
6.93
12.42
12.42
14
17.07
19.46
24.1
25.15
23.76
20.84
20.23
18.44
16.89
13.64
16.08
19.73
20.62
20.58
21.99
20.3
20.64
21.49
20.39
19.85
18.31
18.4
18.26
20
21.4
21.7
24.1
23.56
22.29
21.74
20.02
15.85
13.8
13.06
13
14.24
17.52
20
21.2
21.19
21.87
24.93
21.87
20.64
16.27
13.25
12.21
15
19.9
21.45
24.56
24.09
21.03
19.04
12.61
10.8
10.62
10
10.7
11
12.72
14.05
13.61
11.63
14.69
17.93
10.5
7.57
5.95
9.28
9.46
11.05
20.71
12
14
15.58
20.96
9.99
7.5
5.72
5.54
5.3
5.3
5.54
9.45
8.69
10.23
6
6.66
11.23
8.46
5.51
5.54
8.84
9.62
6
6.85
8.06
10.2
10.4
12.04
5.5
5.35
4
3
2.2
2.46
3
2.3
2.46
3.09
3.46
2.99
5
2.01
1.7
1.02
1.95
5.04
11
5.5
8.69
14.61
19
16
12.2
10
10
8
8
8
7.2
8
10.3
10.55
10.7
11.28
10.01
7.35
5.65
5.25
5.66
8.5
12
15
18
23.51
24.38
20.49
18
13.76
11.44
11.15
8.5
6.81
10.13
9
10
9.4
9.7
10
10
7.06
5.84
5.57
7.14
10.21
12
15.34
18.59
21.68
23.01
21
21.68
17.97
14.87
14.07
12.67
13.3
14.3
16.36
17.97
18.52
18.13
18.45
22.92
16.37
14
11.48
11.27
10.5
13.24
16.95
17.31
20.37
22.51
19.89
16
14.29
14.27
14.29
14.29
15
12.93
15.01
18.47
20.04
19.92
19.59
18.95
17.88
16.46
15.98
16
16.49
18.44
21.01
22.73
25.04
25.34
23.24
19.87
20.01
19.89
18.29
17.04
20.1
23.01
26.22
26.55
24.22
21.16
20.34
19.67
18.07
16.41
16.02
16.69
18.79
22.94
24.96
25.42
24.97
24.68
22.14
20.08
19.03
18.57
18.39
18.36
18.95
17.04
21.03
22.56
21.54
19.69
19.01
19.4
18.55
19
18.18
18.83
20
21
22.56
22.86
24.2
25.77
25.27
23.18
20.39
19.21
18.84
18.01
19.31
17
19
19.71
19.51
16.72
18.53
17.89
16
15.04
16.26
12.41
17.88
19.97
21.65
22.59
25.06
26.12
24.9
21.51
20.72
20.89
17.55
14.24
14.96
20.6
20
19.53
20.09
18.02
17.53
17.68
16.93
15.75
14.75
13.9
12.5
14.75
17.89
17.05
17.13
22.89
22.93
20.7
18
15.5
9
9.17
9.27
6.7
7.96
7.97
13
12.64
12.46
11.72
6
2.36
0.93
2.97
6.23
12.1
13.7
13.67
14.99
14.7
10.1
5.79
2.02
0.13
-0.01
-2.24
-0.02
0.04
3.71
11.15
16.84
15.81
15.5
16.46
11.68
8.71
7.46
7.39
13.89
16.98
18.34
19.51
20.7
21.85
20.01
21.4
18.93
18.06
17.05
16.84
17.38
16.81
23.01
25.65
24
22.54
22
20
18.03
17.03
17.05
17.1
21.53
25.28
27.83
27.94
26.52
25.15
23.6
23.92
22.05
20.46
18.8
20.16
19.33
20.05
25.09
26.25
26.75
26.3
26.5
27.75
26.97
25.45
19.61
13.77
15.81
18.52
25
19.27
18.52
23.91
20.06
18.15
17.91
16.75
11.44
11.07
13.51
18.84
23.79
26.03
21.45
20.37
23
21.32
19.5
18.41
12.59
12.41
11.88
20.8
25.43
22.96
19.43
25.2
21.89
19.05
17.53
16.22
12.51
10.82
10.26
15.23
22.51
22.03
23
22.65
21.6
19.96
18.63
18.45
18
18
15.31
18.11
21.03
23.01
22.27
21.85
18.86
20
18.14
17.08
16.43
14.95
14.54
14.94
16
15.71
13.5
12.05
12.25
13.72
13.38
10.89
11.24
11.03
14.5
19
18.08
18.38
22.55
23.56
22.16
18.93
16.78
15.15
13.5
12.98
12.69
8.87
11.9
11.61
8.08
1.97
0.9
2.8
-2.69
-11.79
-11.19
-0.7
6.41
16.05
20.51
22.18
23.95
23.22
20.54
18
15.54
14.01
12.95
13.2
10.27
12.29
19.95
21.46
22.96
18.9
16.85
15.33
14.04
13.25
12.84
12.57
13.79
20.5
24.24
19.12
19.38
23.99
21.04
17.05
16.13
16.16
15.36
14.88
15.94
15.57
20.52
22.68
22.96
20.07
20.13
19.31
18.19
17.71
17.82
19.03
15.12
24.42
25.39
25.16
23.18
24.73
23.18
21.24
17.34
18.2
16
17.38
17.27
14.06
19.45
23.95
20.41
21.83
19.34
19.89
17.87
16.27
15.37
16.26
17.73
21.01
25.12
22.6
20.44
24.16
22.94
20.5
19.97
17.29
16
14.01
15.2
13.08
19.77
19.56
16.12
14.82
14.92
15
13.29
12.14
13.9
15.47
18
19.99
24.51
23.23
24
24.12
22.78
20
17.03
15.5
14.02
8.55
6.84
6.69
8.73
15.24
13.06
13.32
12.61
14.41
14.54
12.14
12.34
11.66
12.05
17.9
22.02
21.57
20.55
22.81
20.47
14.01
11.48
10.87
8.72
9.37
9.5
12.37
15.07
16.57
16.72
15.53
15.04
12.7
9.99
9.01
6.94
3.02
6.66
8
12.2
13.61
13.73
14.56
13.99
0.03
-1.42
-6.72
-16.97
-18.57
-21.77
-28.1
-24.9
-26.11
-27.76
-21.15
-0.01
0
-5.58
-41.98
-48.17
-39.93
-5.58
10.7
15.67
15.63
14.58
17.97
17.85
15.26
12.67
9.42
8.58
7.91
9.99
16.02
18.44
22.06
20.57
20
19.18
17.5
15.47
14.38
14
13.08
14.93
20.15
24.1
24.01
22
23.96
21.04
21.1
13.86
10.34
9.3
10.64
13.38
15.52
19.45
18.88
16.93
17.84
17.19
19.3
17.7
13.4
10.35
11.28
17.08
15.75
21.67
20.17
17.83
23.59
22
21.09
15.2
19.05
16.07
13.5
10.21
14.93
24.5
26.85
24.1
21.16
20.07
22.04
20.71
20
19.99
15.84
16.19
20.71
23.88
21.58
15.46
22.65
20.02
18.09
14.17
10.27
13.84
11.63
13.95
17.4
17.5
21.81
18.89
19.32
18.95
18
16.71
15.7
15.13
15.48
13.04
19.45
24.99
21.37
13.58
23.47
20.76
15.3
13.28
11.49
10.14
10.89
13
12.86
17.16
24.18
