cluster,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m
coal,8.160928253325476,8.160771553322126,8.159452604452474,8.16073069476704,8.16090845489596,8.160917732796678,8.160919165201848,8.16092821500382,8.160928125886512,8.160926528312611,8.160915529839176,8.160882076872655,8.160869681996404,6.808564440960288,8.160928104596564,8.160917895033258,8.160567437582152,8.160823955650168,8.160912371826088,8.160914429150257,8.160916746077865,8.16092821481675,8.160928065145562,8.160928019879368,8.160927858703301,8.160926149102062,8.160915299929032,8.156471288919368,9.790928159362014,9.790872081640138,9.790731694213761,9.790811116122741,9.790913952998057,9.790914471670687,9.790918735637431,9.790928127356775,9.790928062476913,9.790927941461993,9.790927827682705,9.790923676015984,9.790895882733217,8.270126540006752,12.23592817882245,12.235908219156848,12.235559836361446,12.235814533593615,12.235912595638288,12.23591346891005,12.235924562360408,12.235928273920491,12.235928034683502,12.235927713560333,12.235927605201883,12.23592201586967,12.235875544988566,10.676738581442697,16.31092796680194,16.310893666299194,16.310631717373255,16.310814548974367,16.310911503149505,16.310909418024426,16.31091603865735,16.310928025316258,16.310928010241973,16.310927607819913,16.31092743282103,16.31091341146267,16.31087205200497,14.652856171531115,32.61082830862581,32.60993883529224,32.61034692047017,32.61074546354072,32.610898088871224,32.61090803342985,32.61089315888014,32.6108689537202,32.61090587383386,32.61091009672394,32.61090089143219,32.610880215036914,32.6108670276881,29.701342897004867,81.50959719207194,81.51067488246383,81.50721551617653,81.50830052150545,81.51088247456313,81.51089703735296,81.51088052155474,81.50951852048958,81.51077087875457,81.51085271572539,81.51087470997419,81.51087860424428,81.51087341224364,79.08993757404538
gas,20.11065022401224,20.11064933078634,20.110554537273227,20.110631699827064,20.11065011731494,20.110650241858032,20.110650258906002,20.110647199694288,20.110650253683353,20.11064726173542,20.110645471689345,20.110648035254943,20.110650217084327,20.110648751869242,31.83250059350712,29.87765000481734,20.11061519856402,20.110620103373936,20.110649776945333,20.110652841922246,20.110650235552804,31.83237623906472,38.639450937495496,36.45322152506058,30.37983261826689,25.016172226071895,20.1106603874308,20.110648782288646,32.78813388364297,30.196075038394888,20.11061616443938,20.110627033724878,20.110651156763577,20.11064301265411,20.110650235167093,32.78821974729099,38.74064939167047,37.441171257511286,35.41246346165287,25.657994473253854,20.110672847381494,20.110613361847125,34.22657064012481,30.678674961095822,20.11062528013166,20.110609246437075,20.110649822788115,20.110650021538934,20.110650339089542,34.22661398737452,38.843657867081134,37.75261572732024,36.15042150025642,26.339602174020737,20.11066930355088,20.110649162010887,35.49612820356974,31.52341679912522,20.110618765679593,20.110590839603184,20.110652574415322,20.110650150316598,20.11065044999724,35.49644161829546,38.50763678222459,37.595103031448126,36.13549009481284,27.600190406178555,20.11065861574152,20.11061649950482,40.40565187983394,34.70865036488461,20.110590150802764,20.11061502287564,20.11065162417917,20.11065019603128,20.11065055027368,40.40571070017905,40.40357038475473,37.749163467968515,35.80069536551599,29.990732891436785,20.11067038702993,20.110629734262282,43.39982970546781,41.0370753674426,20.110636186708792,20.110631610446422,20.110654528256717,20.1106515368115,20.110649998962774,43.39996022622543,41.03720171884589,37.435866300869144,35.58447996718389,33.46611385976335,20.110667452564364,20.11062403719272
gas for industry,23.705756692438126,33.16355258073382,93.50918849142263,84.70427924830176,65.4676075330059,68.01380839295958,64.0042527330957,23.70574294301808,21.2904996418231,22.70932307386922,27.96138178098672,32.01173244671478,40.038206361719475,107.4472672012097,34.929585249824406,41.222558966368666,93.00479880420563,84.49126054755538,65.62453655513163,68.01380843045175,67.44203495909962,34.929461384602206,38.647555894372616,36.461319458556126,35.55994789077348,35.14733786747345,37.4743131526924,107.45903977006853,34.942763373859215,41.194473383228214,93.00134991942414,84.4847741774436,65.63424103655287,68.01380891110907,67.43820991192376,34.94277062038958,38.748749342329916,37.4492883915124,36.111505175082165,34.691051467680005,36.8558284394996,107.59522145626265,34.96321970694859,41.16363591704917,92.99472698350189,84.47868814592859,65.63787746455112,68.01380827342169,67.44194169446352,34.96330710346057,38.851760665422916,37.76071587763869,36.15851964889338,34.439372690446476,36.82697182015804,107.58477847283767,35.50418443480871,41.187638365503844,92.98660485215049,84.4890216808698,65.73417390330785,68.01380832311699,67.99154283867763,35.50450989461335,38.51573603389708,37.60320203118464,36.14358991399273,34.649670843900886,36.75424101409152,107.59885174516995,40.41370758935671,41.32608944027709,92.93059445140145,84.46554186180774,65.75390016321543,68.0138092850743,67.99154264929267,40.41376632259114,40.41166853548984,37.757261636343074,35.808793540389324,33.668159113710814,36.350876163930764,107.72009771173803,43.407885723376125,41.04518162581284,92.90260389462551,84.46970096966731,65.67730628892987,68.01381041213233,67.99155105357376,43.40801649376203,41.04530199439407,37.44396625960468,35.592578463808884,33.474218842629185,35.8053141594201,107.79305573527955
home battery,51.92057525915243,63.07739157062172,76.80461724481668,72.56096257506029,65.77084789012345,42.50454167240818,46.892007871341036,51.90851130067929,45.37700456917448,52.08215947109264,57.75359502450733,59.95509150421101,60.667568722717235,65.89067368002563,57.49041716297636,67.48314141052168,77.86631538327943,73.5097393981519,66.36376144830952,43.30067953382758,48.14777866667433,57.49665475812492,61.030719013070716,61.965285248559816,61.80402568843362,61.909905463208545,60.121125818315186,65.71136779324968,57.44744332128409,67.56433881297858,77.93620026936267,73.53935038862868,66.3867300299885,43.301221078628366,48.13861304702493,57.44263470479717,61.48064111660381,62.76270568268179,62.179110678078075,61.68672010900154,59.894520942950564,65.67354217037118,57.18148573656324,67.56959312105297,77.91422815128571,73.54221785534081,66.37550814336171,43.2948968835992,48.16240358429661,57.38079818381636,61.3962295668179,63.048132781650786,62.29969737422338,61.487716727368515,59.90235587374723,65.68224720647085,59.33516319944157,67.36386900173262,77.89853781221771,73.55449880696979,66.43656858902163,43.27564473940049,49.853549316796865,59.397292812865174,61.75597555418415,63.18434405453452,62.48060161607703,61.54414322589119,59.874182596468906,65.6813559298043,68.15342644469949,67.48811086534029,78.0281738253225,73.62467856028518,66.43597930351478,43.55314850083812,51.24537395819615,68.1540758472243,65.88184934948247,64.17232481804982,62.60543674366112,60.84775240373381,59.15629639136752,65.8432279249748,73.34691932075515,68.06160278339189,78.01897034436229,73.51831286632705,66.44149772988563,43.53126600408985,53.16407455267676,73.26801981867429,68.07472779545711,64.53478588465909,63.01151710602437,60.70199825090864,58.59828840965609,65.83928683113572
lignite,2.9094928854775968,2.9094730719077213,-9.152130666045181,-10.85004746186745,2.9094219529484326,2.9093271747324967,2.909450305143885,2.9094928699252747,2.909492501610469,2.9094899015171545,2.9094891427753296,2.9094632169875583,2.908984361698007,-52.4717281085281,2.9094925709895567,2.9094887994878893,2.7735697134447648,2.894229688775882,2.909446294091879,2.9092584771523224,2.909404020032828,2.9094927759975673,2.9094923737987015,2.9094921196962606,2.9094917922729495,2.9094865633442093,2.9090120300753015,-55.96604941166867,3.4894926323734463,3.4894809036167156,3.44582818261953,3.467106222047347,3.489451315619151,3.489276780713079,3.4894119134305583,3.4894926145776264,3.4894924022889273,3.48949219736962,3.4894921020681084,3.4894887333633107,3.489088120746499,-50.60957746343339,4.359492528119514,4.35948961530656,4.342351720923866,4.342907220548277,4.359449379192069,4.359276452006297,4.359462008138955,4.359492830287433,4.35949240709533,4.359491929834187,4.3594919479142815,4.359489345770571,4.35907519444403,-50.90538517963009,5.809492553883317,5.809489664689949,5.774607462223805,5.791751438372635,5.809442505478591,5.809214881768841,5.809375118787749,5.809492602082051,5.809492448383588,5.8094920482933885,5.809491932330484,5.809490219809194,5.809011817355738,-50.47033653769443,11.609492454571905,11.609470344286336,11.589331444917018,11.60577172552272,11.609449107462757,11.609399772843261,11.609374879333316,11.60949257609761,11.609492388307347,11.609492129324053,11.60949195151086,11.609490012154096,11.608970347135866,-51.67119058667046,29.009486446777018,29.009488048291914,29.0076702866229,29.00906945709632,29.00945118578973,29.00940169300484,29.0093494108419,29.009484798605563,29.00948837726907,29.00948666454707,29.00948432907807,29.00946940707785,29.009089096540798,-31.371807289743995
low voltage,51.969796417242875,63.279192554346146,76.85285561854653,72.60324030538186,65.8267720310856,42.53078028357267,46.91567167869912,51.96979915528542,45.399496642488565,52.40207419109041,57.83237954945448,59.964350506722916,60.664447989531055,65.9470018757263,57.53540944777301,67.79558468915734,77.95601680545875,73.58455867895259,66.43006706793894,43.31803708690324,48.093898754365945,57.53570387010295,61.40780698158741,62.30867607015748,61.79641439052025,61.85818695113982,60.1298454072215,65.7439643231579,57.49280043018136,67.83563428917309,77.96279086015593,73.59092100331027,66.44132919485614,43.31648298459767,48.105799286782826,57.49278858348042,61.84851993295277,63.14933130199698,62.17921859473806,61.66199436106271,59.90726628937881,65.73261792537559,57.43785684143652,67.84522326420397,77.97287387282236,73.58665112555873,66.44512256164866,43.307763007604194,48.16169116726782,57.43814678887513,61.78884904206982,63.415240292122434,62.2901182115211,61.48208070013854,59.89628891586202,65.74145140052528,59.4501827618454,67.64556370410185,77.94405263746407,73.56876085782173,66.50033405203537,43.29932315035318,49.84490061233703,59.44992927547303,62.0859765700661,63.566873677893945,62.47385205650786,61.51953670125909,59.896866659743715,65.74131476370738,68.19311083286354,67.77429956383536,78.0822119160555,73.64036862834612,66.5208940680339,43.57985669024942,51.21509970099343,68.19317391570617,66.29127771520577,64.59634025439524,62.58669227149118,60.87112750491995,59.18058162468265,65.87884186176578,73.42568745812564,68.57719987073541,78.089532633058,73.5675680299777,66.46974031308623,43.54490813645594,53.16541528849985,73.42576289278128,68.5771959867409,64.95881391339594,63.01772783455538,60.70015042229845,58.622797771230374,65.89226474261456
oil,50.01083027753109,50.01082812405985,50.010814234398815,50.01082550920752,50.010829500524885,-6.441155855779066,-12.339701960891116,50.010830068216386,50.01082934263679,50.01082175279493,50.01082286049812,50.010829768879624,50.010830170786136,-2.8588152711993793,50.010786608810506,50.010830225743646,50.0108278629104,50.010817247496455,50.010829832670616,-5.965553145747405,-13.333872678217988,50.010814858597,50.01082761067999,50.01082509959189,50.01082853645758,50.01083020128078,50.010829469199656,-2.894033530481029,50.01083026769001,50.010798084964904,50.01083011508796,50.01081621934836,50.0108298805826,-5.957231163925012,-13.332423421655069,50.010802537782936,50.0108284303742,50.010829051196836,50.010827376576856,50.01082918382433,50.01083018098979,-3.059357060422885,50.010830208955184,50.01080305943929,50.01082852388017,50.01082981303407,50.01082984645927,-5.95143604504688,-13.333320169570227,50.01082977833251,50.01082824494696,50.01083022214541,50.01082975028913,50.010830195206665,50.01082958560706,-3.0388376662218284,50.01081715525902,50.01082809760321,50.01081706793469,50.0108257811968,50.010829801056396,-5.945528285532443,-13.52613434767413,50.01083024486018,50.01083016976066,50.01082599953067,50.010817441618066,50.010830207136905,50.01083015417787,-3.0654103759632165,50.0108252245181,50.01082955342811,50.01082303723111,50.01082551168564,50.010829687449956,-5.7929626511664924,-13.581703802808736,50.010830290416756,50.0108295118215,50.01082997370888,50.01082757193163,50.01083019271928,50.010830156491465,-3.225772699186524,50.01083010884454,50.010828792601295,50.01081423257753,50.01081944509106,50.010829701356535,-5.782706060872173,-13.660997658197505,50.0108296386833,50.01083021730311,50.0108302484789,50.010830266636205,50.01082666634438,50.01082856980426,-3.3097901790021167
process emissions,-17.93554300879622,-61.53983313155512,-227.59108164212356,-210.3911983670479,-153.2987108605275,-162.9572812679513,-197.08162932229823,-17.935489383286004,-5.859380607365564,-12.953512727336248,-39.21381521315277,-51.05851426067735,-67.1185798821248,-317.50253636661057,-15.445433948253998,-56.684678474422874,-260.47882153432374,-209.6258663657735,-153.85230781433847,-162.9483217016997,-212.09742947056034,-15.445436394354019,-0.0006584510515927898,-0.000623334144239813,-25.860710029199275,-50.615961873671836,-78.37129715043393,-317.5488017721524,-10.733158117748617,-54.95212539083435,-260.4670937563791,-209.6028840290618,-153.89487818074397,-162.9456641266248,-212.07853070834653,-10.732765032160206,-0.0006334199641599415,-0.0007193366722286631,-3.4553422338123374,-45.12541863879626,-75.27879864845463,-318.08042031390596,-3.6432560007858426,-52.3849384464296,-260.4424188712417,-209.57791961645748,-153.91291838069566,-162.9439389694643,-212.0867495263422,-3.643476247096787,-0.0006476583755830624,-0.0006344182592055039,-0.0006244098514383476,-40.458986248792876,-75.13454691941475,-318.0396356612713,-0.00029182286158172454,-48.28124149855725,-260.4273129943616,-209.6112636296555,-154.31004142531214,-162.9421711516292,-214.8338134617262,-0.00035204825638055046,-0.0006299250293102372,-0.000628665349300115,-0.0006327625660976232,-35.2075358552792,-74.77094596160923,-318.0954248784731,-0.00028921428076245147,-33.04732904363018,-260.2720847901526,-209.5271945601945,-154.39382877581696,-162.94539970677388,-215.21102702132575,-0.00028877872703515046,-0.0006244203424016723,-0.0006245085396803847,-0.0006245410327818518,-18.34726477803637,-72.75406103048364,-318.57742180133596,-0.0002907562084058208,-0.0006649585182230098,-260.1807637861088,-209.54468378601908,-154.07921968574144,-162.94819859193132,-215.37324089050776,-0.00029200434996542535,-0.0006350444073783787,-0.0006334603436603593,-0.0006261497912043931,-0.0006585809959343562,-69.87734890588416,-318.8674994196882
residential rural heat,31.34448781508268,35.60075742670668,39.864975063364604,38.326020251775944,34.82576515022448,27.185606398097892,28.013020671460993,31.34442175312988,28.877373001196027,30.582932604787494,32.858104642805124,33.41199674218539,33.402118257781794,35.18695183969364,34.29757578444753,36.77625590036507,40.28014665573232,38.58669449196511,35.35377387417171,28.72083728639035,28.879271769363093,34.29777191269008,35.143619296112966,34.40867896314112,33.708278407184075,33.11390082580908,33.298121320830305,35.140593805493,34.28064545063093,36.770069069577794,40.283234735163354,38.58378354735983,35.37256820719033,28.715853347054697,28.879816507447064,34.28061487004985,35.144631700163835,34.74267226274415,33.90865349642388,32.91641384566552,33.29829160093341,35.11082406239587,34.2569449814728,36.74745729193398,40.28671575203492,38.578446542724585,35.363034373946185,28.70282660855596,28.90714489309536,34.25711761971763,35.09288686065118,34.79925975950355,33.83292334873885,32.688580129243526,33.29169658082953,35.11337748357776,34.84027740714789,36.67886406844368,40.27432731138681,38.588609809294276,35.386467041796564,28.679533862828485,29.553133022109648,34.84022975451693,35.26771624125583,34.90114391020397,33.946153736624844,32.85208101090158,33.31211695366999,35.11394441747609,37.35158246261065,36.54161233315301,40.31426786948646,38.61894804781139,35.4061580496879,29.008630965885267,29.82434254489988,37.35170021716854,36.09784981670566,34.92876972738078,33.724860104588814,32.318604831085054,32.985190123495286,35.16289045416047,38.90126103122145,36.45979990226148,40.3091539262294,38.59153833206657,35.3678478933598,28.962183407181698,30.159745074537366,38.90116445572882,36.4602100634617,34.69312935934982,33.60999982041115,32.14181436104059,32.79431492739224,35.16690702253341
residential rural water tanks,30.949146449451966,35.399834277221785,39.76615312933614,38.04364594372717,34.4288612542944,26.5385046850448,27.489180932123542,30.941364670167626,28.46653431468107,30.076844412227196,32.52899302445415,33.166694999211096,33.14708516714991,35.02841837808676,33.850020821428366,36.42661315481182,39.91109796716338,38.26171830365025,34.96879621238313,28.060054871780334,28.627414812415406,33.86932369624189,34.30783487159303,34.07073927079871,33.37690394602859,32.82973926120216,33.00143451368206,35.057961352295955,33.82447685205031,36.531422887777246,40.09849909133515,38.1579826046519,34.931032534442444,28.03570983497402,28.571609628964723,33.829027778452044,34.793717289377824,34.25548761377493,33.53927830817058,32.575264796563054,32.903607550849216,34.99639826227097,33.735122390897764,36.52944578996371,39.94989688248502,38.04871832299139,34.845968813764216,28.145619326623276,28.384481318102104,33.770420020076365,34.65390845380385,34.40703544069637,33.54806921588907,32.13618561072098,32.96677006950338,35.02441812240182,34.47767944651331,36.28712877312671,40.01826393317352,38.348416464041954,34.88528025948761,28.01082316366302,29.07687884519447,34.33769614384515,34.87810607465571,34.36684895668365,33.69405185929479,32.42897999779291,32.81034502432301,35.06046423487898,36.92172150138696,36.33653558554359,40.040854141912675,38.42834186035155,34.823016809205214,28.34968558577056,29.485712051780766,36.91585740999824,35.803863913874935,34.5332600909335,33.47190754030357,31.942042206400544,32.673032036085814,35.08481802045474,38.47064328407867,36.10140873157423,40.08436515138838,38.23305083251405,34.97482486286726,28.36806232855696,29.734681251294894,38.462256331394045,36.0772215762727,34.240809172653734,33.303694300475556,31.766413779848335,32.393876557960624,35.0627530831034
residential urban decentral heat,22.27958755531213,28.066186852522126,39.0992031465495,38.13483059744562,36.23031067167866,23.34484250238419,28.297560555052122,22.311260704318176,21.15905689628628,24.756203642929652,29.825559183330146,32.67005856792104,31.421352514974974,35.06286973469217,26.596036064260513,30.653714931013877,39.51806568067813,38.634809948417036,36.36658118209645,24.221634821858036,29.480753480206868,26.58749360899403,29.119756727216448,30.819859672458826,31.92802544161363,33.48203646324749,29.53677143144219,35.115061267962126,26.533659610645092,30.948748087828026,39.30884180813665,38.635314582728604,36.302034550839466,24.13674194001823,29.49837432244293,26.580952344729237,29.44907946447243,31.188312712673586,32.220604756694705,33.1153763753682,29.46687600607753,35.012326881054754,26.439640022810575,30.725629188848153,39.25827356985793,38.6406550468608,36.18811388475964,24.177123994496434,29.49676077413454,26.468640480951013,29.583164738630114,31.212385635135085,32.27702662500916,33.087750977842376,29.58646943094053,35.046575549944734,27.262379801218867,30.702509516665902,39.12026896694304,38.74371772413115,36.398225099079305,24.118782258941042,29.702733943495748,27.197128418913135,29.38435789922106,31.232166526908884,32.09127909654238,33.12494956127862,29.369664436920576,35.066623254954415,29.601650850957615,31.131611546171225,39.43116711957706,38.75704314197251,36.17766673805523,23.780033688562686,30.015550357101223,29.576875033051703,30.83887789088742,31.311318168693326,31.789474142874703,32.88876284524714,28.882017817752633,35.15256854353447,30.872214890674623,30.72922916276993,39.533120561410435,38.4359419765491,36.23052743100727,23.417400231197398,30.79466775272195,30.873655564344066,30.673468681379497,31.192249908570993,31.678318919673085,32.56479526887437,28.85740720197837,34.86812092867633
residential urban decentral water tanks,22.44808891327796,28.19514144329704,39.069129482860454,38.07961184005911,36.04357530912017,23.459527026866397,28.19226826829285,22.483794333967676,21.097788768798317,24.458321973684452,29.58292899769322,32.69393245973385,31.778557539705076,35.49385786937247,26.662646090774654,30.575169213848906,39.36166382954296,38.58677963941364,36.31351654687056,24.243964330664916,29.710348817645524,26.718604481018446,28.705882870687883,30.66832216147258,31.871109000718153,33.489205881463924,29.935473914944115,35.62393185128486,26.648592519290823,31.04211337029542,39.23436081667329,38.512084550599546,36.22927440453028,24.12560526885191,29.693249373082786,26.66018537405325,29.40838046634685,30.857849559382636,32.093994668611955,33.07101775366767,29.73017204983599,35.52444456756449,26.5105812440837,30.80815075415677,39.05106834677998,38.43400057296502,36.021206344091205,24.26686044686352,29.447669271727126,26.57179066112676,29.499148635208297,30.943494876697475,32.240399680526444,32.800004224892824,29.97038756793578,35.59753659757182,27.44450908948554,30.584687733806287,38.945528957852154,38.799948911766485,36.30592203152496,24.089008322413964,29.744098694829713,27.195934113221263,29.31028412912889,30.795756660928184,32.08586523392111,32.97799650632041,29.54032658917198,35.63167989330008,29.71861497230964,31.300571008759885,39.189253341470696,38.83525918067657,35.969024792458235,23.807202056029244,30.238725809281306,29.70584244352153,30.882521836703994,31.10940449238887,31.691924847247343,32.85825425606922,29.21531379104589,35.71652848286171,30.9263136817034,30.677538089263123,39.450882048567,38.357042913738496,36.21700607479144,23.486016211272236,30.899706906687786,30.917825826594868,30.6024442394848,30.98578853348177,31.549730762847044,32.42114423255719,29.137277389024128,35.354080551802774
services rural heat,31.37830223499547,35.60294669558389,39.88970462280385,38.34530259330256,34.850235190244945,27.244369231882658,27.950386616555928,31.378069301128278,29.07670585014022,30.76855999044392,33.03916626259693,33.504123612972236,33.479228879773174,35.22812439526067,34.314103863828166,36.83842845744892,40.30756304094499,38.62345671445551,35.463669913161574,28.70924322410388,28.491227053177674,34.31456515980782,35.1564102826389,34.530094438843314,33.75885202703014,33.311100826984145,33.40400003098679,35.182144806149104,34.297737738632314,36.81748953760283,40.31445169822717,38.62741356810496,35.486894171225146,28.709905421764915,28.489696993989053,34.297685464579466,35.140366970010305,34.83619529058894,33.89128284486456,33.0606372165954,33.344904233432906,35.15161247939057,34.27380929307608,36.796492279143415,40.319102857934666,38.630722040924994,35.49040145557352,28.702932600421274,28.506923716391324,34.27425962942212,35.124584593090184,34.88691370025004,33.86546264581882,32.89588682055364,33.3434029773541,35.154177533218196,34.85795637993584,36.73556718327849,40.30418071145905,38.60993652735617,35.50414027374726,28.68790150487576,29.319078024457475,34.85832479097399,35.28952937066667,34.9958264118074,33.98859889917831,33.035202575552425,33.359686293971365,35.15374479887489,37.36534199823531,36.621427865781506,40.34328471319138,38.60802834203326,35.448663448450525,29.065300543839832,29.55968200136009,37.36572343858908,36.17530269407491,35.10712203227683,33.83040787807042,32.50736921662808,33.115293675772534,35.204974694366115,38.91701115299671,36.54850883659174,40.335172490899865,38.57951733203003,35.43391840712464,29.14579533911914,29.814528943844262,38.916821885613444,36.54866636022107,34.844833408608594,33.687315372363784,32.36904026917336,32.97878716594406,35.2102479784359
services rural water tanks,31.03414118622686,35.475226708589275,40.04139335420334,38.30081252811158,34.62166984434895,26.73315715613422,27.552913041169923,31.035985367506942,28.69673966518875,30.31695177999025,32.79378465161757,33.32610818775959,33.334058064598835,35.26639516013877,33.93975237845987,36.58222044496834,40.09500837780095,38.4582870904309,35.1822610436571,28.190386771209315,28.34825287467929,33.94922439640159,34.36816304395225,34.245526118597525,33.50951540823201,33.09858523425967,33.19611371757736,35.27330776618235,33.911643298738184,36.660111383420464,40.38407709840965,38.38914837187392,35.19043356371449,28.161398401324387,28.284204424045072,33.90888894714976,34.85845907203853,34.42287808033057,33.61752630380946,32.79728523296762,33.03045264284724,35.21058711960084,33.818073941117206,36.6742594436489,40.21759212283584,38.26916524513573,35.14189099904723,28.25786177984447,28.09234751565895,33.861134559708724,34.752467020182365,34.56753360551131,33.66517433243203,32.39324041742518,33.08703980412364,35.24570376363894,34.56163011964247,36.440717933583905,40.294555374707905,38.54272133550255,35.146244604139646,28.159982682996667,28.96377836103175,34.434119611458016,34.96412654747263,34.53338319341734,33.838802137627695,32.688685744893846,32.95345148838571,35.26422241467046,37.01527638438965,36.48564238744452,40.24871247790606,38.55560731262945,35.02686380613423,28.560398624222024,29.351249614479666,37.00386854189815,35.935034045895286,34.78483085458421,33.664843404342555,32.22509691446958,32.88348393405961,35.31240411032958,38.57897120761459,36.259220467123875,40.32690328380751,38.42069105587089,35.18138977675251,28.65629509990919,29.48801571758726,38.572784267822016,36.247620687788384,34.44330886999372,33.47863019564081,32.07423099171591,32.64844821212303,35.30270870215601
services urban decentral heat,24.70225184828924,32.38274830427141,42.56684424794398,42.39212593139809,40.23594577961246,25.665275857736397,27.708676589061458,24.702026253430592,24.768480457463987,28.157543023272076,32.23095101555783,36.48467808787073,35.40306598106524,38.9484123470578,30.07287357001752,35.351291868311584,42.88471903282011,42.91237276447007,40.070277345461754,25.99540093716575,28.083355568859925,30.074451748862128,33.70847354855189,34.17723864570848,34.594729298798754,37.45113406416475,33.66110686445154,38.7236629822837,30.051196781803245,35.370980842683124,42.887249738266064,42.918703503351836,40.0789018138184,25.979431103855017,28.108925428524792,30.0503689621631,34.0451486519848,34.75464545735408,35.02588509838244,37.31433140319752,33.498628596104396,38.63557280155734,30.000352571534684,35.40878110989083,42.89028579307342,42.924274263112785,40.07326539722561,25.973946952259038,28.156071174783712,30.001872622489945,34.087040569199786,34.88940285273848,35.052888324469286,37.1884715206298,33.52037105938259,38.65673374813814,30.586156907992525,35.4644620034269,42.90972779819308,42.95700970636741,40.072835403517956,26.183224656289262,28.350123611849572,30.586357090161442,33.92564354229091,34.870269517671645,35.06621107026663,37.23290570644475,33.632906603549316,38.64972103201516,33.66882475332956,35.55112320765583,42.97409198568372,43.001658916070106,39.95506159501821,25.916539602008573,28.835945949949693,33.66968375606982,35.32868448093446,34.93570655688643,34.953357608669684,36.906511762900074,33.35842567634442,38.74657515400538,35.18518812106806,35.47773929858807,42.94543146950671,42.9602736551567,39.9283735768234,25.711743965217572,29.93774580862814,35.18429342448048,35.478494384766464,34.6180150297934,34.726293545559095,36.79181674290239,32.98213346533654,38.801227522514246
services urban decentral water tanks,24.87544525137871,32.457953271835876,42.55933551830061,42.24111358468125,40.08606791580509,25.669778422150035,27.57216668282653,24.876826624015614,24.625450101152754,27.751970376596066,32.03479627956616,36.249907126751324,35.51309973660522,39.08904532001543,30.12297843411805,35.401917236458175,42.63300635336213,42.6835812424766,39.97525511989624,25.930203882523106,28.21869354194331,30.15146335659588,33.57033063462939,33.888220820569266,34.43431659582925,37.195617889981804,33.7333745779605,38.9769810389381,30.12293254120339,35.436712926633454,42.77696282775533,42.65758740321654,39.95879782007894,25.894319768864058,28.195999867347883,30.099460559373547,33.961340588612806,34.50126802321647,34.83902864991567,37.09354190087591,33.55858035116018,38.82887082174334,30.06985413277135,35.47040885484471,42.6890048947749,42.79959016848361,39.977769018351644,25.898877632503503,28.039306225381853,30.12609467372593,34.01200579308344,34.60265843125606,34.88615209783459,36.92298591906639,33.611766512630886,38.87147311768158,30.653549927762366,35.492680936548965,42.82444963318718,42.95627990510284,40.00239156786985,26.08648188269285,28.334056698933328,30.66772821235678,33.84389824788341,34.706412746896746,35.018370297010684,37.025158882894615,33.639211341778676,38.90794622442128,33.78188646459343,35.57197227519459,42.83504057317482,42.79547390784082,39.835664115118966,25.862389897704116,28.965515041062474,33.7677549829099,35.247550862076515,34.769087053772814,34.90034940823976,36.65857454879189,33.44378350480734,38.9828576960323,35.28434439238399,35.38238777287352,42.902235980929994,42.82955229469286,39.921991757812584,25.664180297341904,29.933328917755023,35.27495237157719,35.40384570242046,34.38773667696709,34.57901520350564,36.54656686730619,32.96736231820138,39.0397091546061
solid biomass,25.210956383785796,25.209287106829702,72.16609505136289,76.82257850167882,63.77213813569323,32.97176673403079,25.242346565743365,25.210956326112022,25.20931045832683,25.209287320470217,25.209286210759416,25.209286510085608,25.20928608517025,69.37225888371313,25.210972986204258,25.209301878176724,78.81375620745719,77.72244564452147,64.05276919301342,36.28955722905148,30.908648278250652,25.210960833035532,25.20928595734616,25.209285835117193,25.209285916252494,25.209285809194228,25.209301787512878,69.00754060568724,25.21095651202137,25.209336075640294,78.8292873667715,77.71846329782231,64.06594044108057,36.29958970061656,30.926414601677294,25.210969741501128,25.209285790677956,25.20928782449587,25.209289924365,25.209285829803786,25.20932966134088,69.3461675014782,25.21095647589424,25.209287756628598,78.82019307718122,77.71497427451064,64.08276036397821,36.358112919686825,30.991128354260358,25.210956357393805,25.209285928471836,25.209434605422512,25.20928604817287,25.209285702700736,25.209287718286696,69.53873969655344,25.21095810704742,25.20929521555472,79.06622173217454,77.71959765123671,64.16311967199557,36.42735576467897,32.72908401783543,25.21096437297442,25.209291321787493,25.20928673465847,25.209286677182032,25.209285843643528,25.20928978356329,69.49620780214977,25.210967560917133,25.82234768243549,79.84322976131011,77.8590505090444,64.31599981041613,37.567997613586805,25.94966853308152,25.21099931522405,25.209631677420365,25.209417535622258,25.209287576841913,25.20928713829854,25.2092896781237,69.11483807020443,27.298920372480552,26.82801230570668,79.97298121079153,77.82385748670671,64.20606321429206,37.84224097224732,26.57923053800189,27.299057790789835,26.828082305270865,25.855936871455267,25.20945168142763,25.209286140059298,25.65603652428952,69.08278050324557
