cluster,,,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m
AC,links,residential urban decentral resistive heater0,-11874364.34442628,-5862849.2398128165,-17388477.614093736,-11079600.473394,,,,-11870664.786921578,-5302282.69953214,-9250916.516582087,-8513991.597647838,,,,-5004549.480832822,-5532471.367061221,-17565434.69609015,-11071351.768157706,,,,-5018137.410347416,-3624452.475858247,-5912989.069062449,-6427661.474562014,,,,-4998963.383368093,-5999207.630335613,-17669984.255892735,-10986832.759625465,,,,-5003814.911201087,-4120289.740702709,-5902530.987459931,-5937813.968984573,,,,-4956269.851336676,-5589979.328759386,-17770088.883944128,-11084992.550538726,,,,-4980859.273503305,-2623564.920055964,-4851046.665716003,-6199502.4326287145,,,,-790918.3875226559,-5961252.578454914,-17669705.534967273,-11168617.276942642,,,,-788968.8785315997,-3318046.2322325464,-5795912.215507929,-6310688.153885946,,,,-2998661.6790893995,-5747272.881527809,-17173382.630042486,-11288320.33444586,,,,-3001926.2045554086,-5466724.393858869,-6585978.38861281,-6526104.629193789,,,,-4830600.021314413,-5196070.03929331,-17788435.236782935,-11169244.60156108,,,,-4829582.506815433,-5196014.464779616,-5739377.7129299175,-6584535.696610344,,,
AC,links,services rural ground heat pump0,-7794066.629165864,-6024507.569179144,-4092052.348354804,-2978910.8743745633,,,,-7791766.016196155,-6277009.200914278,-4711511.32442198,-3033184.0727570555,,,,-7488206.568364849,-5898481.85454279,-4214816.20286671,-2992862.0193713484,,,,-7545733.835861459,-5980218.899175144,-4571148.664523922,-3056645.8815937857,,,,-7502309.179878119,-5658345.063505509,-4170567.004781473,-2988143.9994480773,,,,-7517072.476800643,-6003026.08855213,-4595754.253391987,-3064413.1372157075,,,,-7466514.746309236,-5906907.843598425,-4130218.719209096,-2982478.583767217,,,,-7589581.6850981815,-5969058.945026913,-4527306.785528223,-3041015.7138311933,,,,-7490108.537656712,-5908965.34662069,-4180901.660235121,-3004226.0655466784,,,,-7490292.33718989,-6004050.227973329,-4558915.945779211,-3034277.7896819348,,,,-7325629.914468858,-5449735.29024826,-4188327.7951555187,-2995279.4488714673,,,,-7352056.151753538,-5999813.313457777,-4579635.516446914,-3041015.595366858,,,,-7238164.184617076,-5973441.151972363,-4187633.4221400153,-2988745.2894066465,,,,-7225795.344596239,-5977986.997163141,-4515450.70382146,-3048917.605152397,,,
AC,links,services rural resistive heater0,-21281729.655039143,-18629668.199979804,-22724985.53270226,-18469521.67831836,,,,-21285959.32419239,-25097267.862365946,-18747812.360344436,-14129692.264794977,,,,-12506840.694558643,-16075651.282327669,-21416321.667017587,-18205428.178708535,,,,-12499362.570780901,-12502757.211652894,-13971234.60561949,-11145897.044593003,,,,-12352725.981607066,-16629532.906429641,-20965791.91875242,-18187095.150498558,,,,-12343720.675288841,-12633027.397478843,-13792650.342932576,-10614481.982782628,,,,-12076081.443127355,-16020527.284850366,-20634874.160138804,-18186111.966136042,,,,-12101887.457002256,-10277642.670448016,-12426563.36498517,-10634674.814012509,,,,-8235866.744209312,-15321249.360984229,-21237077.50172472,-18351091.575701118,,,,-8255055.961436963,-11327944.966348631,-13095166.936012827,-11067828.27989693,,,,-11559156.392110392,-14821600.861837078,-21177683.498926446,-18105129.83192652,,,,-11573296.654325154,-13256279.610183265,-13829032.202167604,-11169187.79456168,,,,-14891158.001642797,-15879363.257320715,-21992777.341191363,-18208339.119556904,,,,-14897338.353619419,-15885671.64947738,-13772571.964104718,-11326385.556454694,,,
AC,links,services urban decentral air heat pump0,-17871618.512875848,-12971020.463856619,-9222524.552754235,-4934048.237207758,,,,-17866681.95776558,-13041466.026051277,-8904342.176415075,-5376973.842931923,,,,-18413036.48803429,-13689782.019528545,-9162031.876878891,-4934477.963091679,,,,-18412937.300527077,-13703097.557406278,-9169231.910622122,-5228668.137147064,,,,-18413689.668700863,-13658089.68368822,-9153660.103112759,-4930647.917441012,,,,-18413487.196449827,-13700853.344952207,-9027657.83911263,-5206476.325670299,,,,-18414153.442318905,-13534876.226033837,-9151177.13536762,-4931784.978707472,,,,-18414178.525854528,-13701416.71333019,-9098229.170668732,-5218468.613694544,,,,-18417983.876837783,-13428618.747333914,-9147904.015564207,-4935442.484242346,,,,-18418135.43494791,-13704439.60982697,-9099968.38905603,-5218010.120287288,,,,-17482103.225155026,-13393501.632520016,-9144223.43327762,-4936476.766128856,,,,-17488369.674902704,-13453666.221261611,-9207888.353424082,-5220412.0437064525,,,,-17537832.988313634,-13405186.81513537,-9135320.590079397,-4933665.286563048,,,,-17536588.905047983,-13405562.899029495,-9081287.168560186,-5237241.943425205,,,
AC,links,services urban decentral resistive heater0,-2541242.826671827,-3328072.1383180195,-8351628.867641293,-6124003.151836757,,,,-2544944.641396344,-2542051.4804758052,-4635894.161354864,-4344516.57410742,,,,-1807372.057282805,-2748684.945141072,-7718365.079470449,-5978822.897805547,,,,-1804317.1025525385,-1625132.3238593973,-3174827.306998056,-3927648.063838754,,,,-1806659.972528605,-2404059.6889687516,-7530650.025623468,-5965730.774035467,,,,-1806568.1071140943,-1198967.2289188693,-3445806.0774286357,-3576218.8664610027,,,,-1785182.7609759779,-2744140.6696463767,-7596582.792921748,-5977532.989589656,,,,-1784093.9697400604,-1194559.4181095844,-3009342.8601534236,-3509936.4889189466,,,,-211384.45478297884,-2757905.747385033,-7422535.741153159,-5899875.039148847,,,,-203276.70110889737,-1547290.014459132,-2876014.89311072,-3605593.451788053,,,,-874752.5563835226,-2643894.13094585,-7794567.900918115,-5917215.6557959225,,,,-852782.1311296915,-2170556.071807205,-2875627.999679872,-3491688.584053299,,,,-1598768.893438765,-1815589.6907687308,-7315426.495342309,-5874276.3233974865,,,,-1603662.0734473155,-1814847.996506967,-2752066.251800217,-3641199.3225581106,,,
AC,links,urban central air heat pump0,-76899192.28479607,-52387482.7129802,-25198597.787602436,-13208098.872627314,,,,-76899005.41354088,-49818190.97783801,-33272567.695588533,-16086005.722815523,,,,-86815905.60138264,-51635658.3880578,-25303920.408670705,-13251144.460617252,,,,-86815501.86448719,-54876505.44340948,-36687714.260604,-17010202.069650915,,,,-86871550.61251467,-51580784.330799,-25291067.609477505,-13246999.523238871,,,,-86871817.90836747,-54878756.759812534,-36563036.19037212,-16847478.55771537,,,,-86927122.40504606,-51545035.31621796,-25290294.548010428,-13253296.84571655,,,,-86927497.29924805,-55081726.363176465,-36523234.58220093,-16818750.16234412,,,,-87107226.19285052,-51323222.58996715,-25277925.619226836,-13265947.02831145,,,,-87107464.18237181,-55152101.542017564,-36608562.22460334,-16856611.76979681,,,,-81377388.5135921,-51792732.69242917,-25301954.719906334,-13300158.897294963,,,,-81377562.98508884,-51991101.176575944,-35486491.88875643,-16309907.273647957,,,,-80729535.60401142,-51883470.647049814,-25302969.3689381,-13302879.188437598,,,,-80729681.10762814,-51883530.89235453,-35350309.17532295,-16167107.13038132,,,
AC,links,urban central gas CHP CC1,528.783059254662,1382.7636630564277,74.52442545121707,91.6368864898564,47.17427974736009,4.514799611525211,4.5948433144268375,462.4038762004844,719.3385668338562,2949.2606125453435,526.4527732979926,1270.532927594394,187.47851887656506,54.875936939321015,89.2561971117224,57.33307358909646,240.33160484528693,94.74685245362728,37.52302759062747,3.7798915705374627,2.4879065489893293,176.26551922312825,63.257793804116666,186.1776973983994,119.71907395361727,235.59289812130598,132.02893535720983,52.27985301777216,96.69246051891015,826.959194237533,61.727845631337615,82.58975354768977,48.2820280666037,2.1874635370437767,4.632551224952179,101.52631992435977,61.38970163802098,103.39568560573366,170.3880313093739,321.3895857571384,141.96412511542275,34.440830248651274,141.5514240031564,83.89031461966562,90.98175432851971,94.03863194665263,42.914268554528626,4.914223962969816,0.24961390514509146,239.96857405494063,107.7172595547129,89.05137363113585,133.47910208173928,297.7030728556792,216.40578518508522,42.70673184428584,213.3024546294597,84.55406838613376,31.180056153627596,213.39559153271915,27.666926667911643,2.3447359316368526,2.417863533601635,84.91497659096532,68.29462864822482,55.34515843791536,45.77857713085897,297.09968114660364,142.90274424482462,31.292285712187105,135.37503174162413,1660.1629162896377,140.32608921159698,113.89087221271363,26.729586696747432,4.752422264783157,8.811728290520977,132.64618066399856,149.3738149352169,238.3868589615486,35.23704927715027,104.23343477873732,188.40265425194912,32.12671954512067,109.65209563553923,56.84484661673866,119.3698630870618,78.09898209596423,27.568799125467685,2.43298721051388,9.297546445885432,85.28953067583754,49.19579156320674,220.72183584031978,118.92944395999024,54.374460339499215,100.76474042602727,25.44565112585181
AC,links,urban central gas CHP1,2288.377906446723,63973881.64407113,7975482.842258785,7046538.670056422,16556341.596581735,18071348.966453865,25825657.288538225,2002.48480449789,1719.5194992746954,112975034.97482832,237125951.2189619,280166379.3884751,146695814.32037482,23560594.017663218,270.68004614689676,257854.78217064514,3245458.124864614,3862776.3987902147,16071179.213596802,15388051.308893895,20560359.00503839,504.71578345142717,285.2162535248953,35682759.45577846,74760461.68350297,183956707.10226142,167272255.8329252,23793292.044854484,283.6880302148175,293204.9305608315,3272011.0979789374,3954603.0527552846,16125036.358192578,15400950.013596175,20586571.942344688,289.5762738005753,290.3824196503336,27205194.209191125,78787685.1143953,170759395.35901833,161791305.66499498,22771216.299608663,424.36592031450243,330378.32822458434,3372338.7782220193,4216670.669786295,16265862.040561086,15459771.476993402,20699542.88682134,697.9963365614545,522.0723682319718,23577342.81026656,74183012.84189852,163207395.1003705,155977983.35327423,22182586.46509141,558.2943308221127,390532.4611028016,3238855.4735798724,4512341.939889947,15867638.742309531,15277922.346658971,21035914.837748453,251.81323005096326,294.66808764348013,21082931.792152632,71943968.32576288,161247606.0489832,157582631.6387694,22368588.357213765,540.725358013618,491421.38472313614,3113510.665474128,4473811.260492745,15908112.867587827,15708893.592836745,28904626.746725872,515.7004454694236,611390.6539181727,20833766.184310064,69796822.11852403,128924138.15254605,121493448.95760581,21330469.08780734,446321.55668199464,1685920.6727612903,3464847.0392682217,5630089.462216139,16599001.840296011,15935692.387544675,31384243.48956708,446343.36739940185,1685217.586202081,28308200.326936413,74889232.27913094,126945079.25532798,114208244.06081553,21480490.872704703
AC,links,urban central resistive heater0,-4955483.120734828,-12187622.529153513,-19588893.251337007,-9013661.352375401,,,,-4953271.654283164,-2363317.8910019477,-3146755.122804579,-5010206.73141772,,,,-5863254.254602065,-18745038.432439175,-19328155.787745275,-8908626.145283265,,,,-5870678.76571394,-16386570.703611717,-13822803.569779946,-6160360.000266506,,,,-5819142.76356543,-18616160.59345251,-19290968.79350732,-8896152.585541151,,,,-5822932.744161541,-15641987.948208744,-13407972.616470113,-6259958.232567267,,,,-5812455.51633411,-18664006.165320296,-19313068.644810524,-8896165.656965902,,,,-5834772.064185086,-9844948.904811326,-12135690.884303903,-6237418.163545753,,,,-9282164.123894474,-21204297.269835845,-19342009.551573522,-8896202.397292083,,,,-9286465.797724752,-11248698.007051494,-12288893.302615937,-6275899.947544722,,,,-17372652.347320516,-18801549.92725208,-19364063.64342477,-8904776.9365946,,,,-17386867.399148077,-16993435.03603587,-13318275.174830563,-6606444.800423512,,,,-23478880.257025704,-18839037.28068561,-19460264.320456427,-8928441.618751314,,,,-23471330.134476762,-18840314.065756552,-13855471.592195615,-6949822.244111331,,,
AC,links,urban central solid biomass CHP CC1,152.0022809546765,2548.0946080725594,116729030.44378908,117889218.15565178,118271431.74659555,117511281.41140483,114233930.59092109,151.1807825620707,175.73657074331294,347.31748549818406,116.45015258341984,1049.507208995743,39545932.068633474,106763574.25978754,110.37861598182225,317.5042818503591,86979277.59456289,92057192.64801706,92855084.52655913,88014931.56886129,88296802.5104424,206.80488028294442,123.69547633759717,158.21763324736528,77.54880527550783,285.35975090088664,24384386.05277714,112643186.78680794,105.97598741694735,2009.9731506744613,86832230.11778338,91870348.00314192,92707530.29418813,87841121.77173223,88115574.08047806,132.9531101850435,150.21290208204096,196.0853750410191,123.41816865307938,339.4017698352796,12782283.53522123,107378237.46671456,168.49090398866468,390.83696837426686,86650451.78829074,91731904.78537498,92581881.86735514,87670726.94241767,87899314.76866701,201.01998216495562,153.33830078265942,169.68889856166578,74.64517038862982,192.62449045086424,10266243.455575649,104763847.98168525,230.28330446567549,337.1519709734048,86015394.46427467,91081964.8897469,91974249.35750628,86974743.7308206,86930735.88035955,88.93279549400553,157.367648227033,88.56537653082542,50.76908508720777,194.5669359658221,11293595.658240054,105866307.0520175,136.4097135306373,3229.5274838826977,83269374.52862549,88084996.62300003,88787373.99161394,83250214.22517471,90878721.11875504,155.46493333455507,221.8250216130078,234.34661517324923,43.513936840006124,74.56976937121772,929.6306136624461,120070734.99333447,145.116808438227,76.72306084264426,82386304.25979206,87006056.32759658,87716038.92167196,82415269.19645129,90244020.98251875,112.31493535940972,90.88391810393355,185.82436841975533,75.1927772864745,32.29474116959975,345.88384587493067,124841840.62308262
AC,links,urban central solid biomass CHP1,380.30775035140994,27770918.5728694,9048957.797330102,7754902.078213584,7328586.84327156,8176446.823413501,11831951.904655961,375.0748688949441,268.9186140757877,566.8782345068701,230.07945329629936,470.0764597496814,65335844.010300025,20164274.111002553,3589322.614959906,142943270.80820906,42231374.50047322,36567545.85281754,35677589.51376795,41076221.64552071,40761827.16461783,3589890.189215104,47847204.945595495,52639013.90483406,52806407.26175669,52091221.058112524,49908401.95045465,13606244.840680588,3609639.0546477595,143401817.53829703,42395388.65624362,36775949.52417338,35842169.2305403,41270086.40497726,40963966.64209139,3609719.861925854,49262747.24048438,75399875.5029393,75940411.03535087,74140819.28584395,72066504.99507473,19478688.258261576,3665114.883739405,143993382.56149563,42598141.433008626,36930366.93130753,35982315.57020544,41460142.19536521,41205178.83297877,3663840.091520246,50437194.225618966,86024142.93839976,86822600.11468132,84707444.5210644,83176156.35370545,22394738.14259485,5365486.419279251,146813243.30527297,43306474.57962831,37655300.0022737,36660059.49437235,42236431.14909717,42285516.87073278,5367844.056557,44953552.70065687,83018006.79551204,83608584.21945183,81390398.31780492,79969747.63752767,21165072.14714158,141040107.2574458,161875064.1577893,46369343.07988245,40998072.24360827,40214651.27216141,46390714.077797815,37881994.98222369,141034960.5248411,155020832.57443193,154114803.34769365,154377537.9618111,147758344.85454938,151216930.55764902,5321671.843227127,161878793.97789064,161878873.6721382,47354306.05248824,42201505.593563765,41409601.93279533,47321998.89550583,38589929.67116571,161878834.7540404,161878858.64531234,161878598.66485658,161471206.5827381,154160637.14860767,156850374.28732464,53.939728843600996
AC,storage_units,PHS,-1758774.3215939587,-15365781.923690237,-20637876.140748333,-18193568.39741365,-14214164.531447979,-14823963.064200703,-13458556.868513556,-1758638.5934467916,-1469476.000117574,-8117797.281053201,-14405193.902166734,-16759869.927172504,-17757528.93154128,-16769833.665481476,-7338466.762250015,-18147203.315442324,-20984331.220898896,-18257605.606687415,-14324046.7595292,-15447687.200579658,-13160767.000154303,-7338665.553578467,-16510741.774945674,-19368676.258761715,-17142472.942393936,-17434151.726032626,-16720816.802735947,-16706267.134622956,-7268822.208913514,-18209262.667071197,-20979202.317642257,-18256459.008703228,-14322790.964428343,-15442096.914398773,-13164862.372024788,-7268796.175861765,-16977105.661995787,-19197222.684482973,-18631595.933244444,-17373348.15001619,-16976786.29098307,-16764388.304049315,-7220112.749401681,-18256058.812933426,-20979719.05160126,-18253051.46659014,-14323316.964543823,-15442376.53198205,-13164899.914774628,-7220113.580159804,-17129361.88959649,-19037138.84886986,-18456571.695096813,-17275902.277823754,-17056852.513766013,-16733659.57986911,-7156905.068958036,-18198343.12855909,-20974685.774048045,-18244533.44431577,-14382992.699758023,-15473378.88678586,-13358273.046591017,-7156393.477240565,-14935887.91463754,-18216766.539145734,-17911630.52696476,-17297178.28612945,-17021138.605713643,-16763208.336636258,-18022666.299343638,-18213480.86310219,-21057868.44604885,-18241931.852645922,-14482418.49186876,-15654923.300298387,-13692454.7572986,-18022557.599312,-18291228.716151208,-19050238.292087745,-18627674.562492214,-17352684.327853784,-17158855.826641537,-16622447.69570576,-18950373.09867136,-18207709.086723413,-21089854.66842716,-18280319.774172243,-14540506.735089885,-15664167.620415265,-14395480.757531377,-18950496.276400674,-18207711.969693374,-19126497.791762594,-18503748.9431215,-17720915.22305925,-17113511.010439593,-16648325.730383134
AC,storage_units,hydro,348204488.11557525,348204593.9625935,348204679.79207176,348204701.8093854,348204734.7584254,348204734.86349505,348204737.17185855,348204548.72062707,348204533.2149436,348204368.19828194,348204682.23444474,348204690.23199725,348204690.1232383,348204681.15702635,348204628.77715826,348204653.9836098,348204634.39149576,348204711.9805065,348204732.33961266,348204740.71649486,348204745.94336075,348204523.6745309,348204654.2282356,348204629.7884244,348204687.2060976,348204695.61198634,348204704.32972366,348204646.5840052,348204638.6252531,348204304.07293236,348204702.1884287,348204702.88843364,348204735.52315867,348204744.3309442,348204743.3064413,348204610.78283185,348204641.8623423,348204612.0044466,348204675.2366607,348204655.4620459,348204722.1017472,348204680.27053785,348204564.93697506,348204624.4476461,348204678.0204652,348204704.1169492,348204720.6380939,348204734.03910494,348204753.0903399,348204513.587288,348204641.03729534,348204625.5849082,348204691.7275481,348204668.83863753,348204697.6032559,348204658.9985889,348204580.2623806,348204624.53056145,348204702.5021909,348204669.95405334,348204737.70588034,348204742.93624616,348204744.5290591,348204655.8895513,348204639.4019528,348204690.55022925,348204705.48157907,348204666.47325134,348204715.55468714,348204682.3932606,348204627.7755946,348202964.91934896,348204657.21529275,348204699.82590556,348204734.63675606,348204737.1785183,348204727.592837,348204626.5051233,348204600.4195815,348204567.49841315,348204714.39427364,348204694.12706226,348204714.1679233,348204694.3280681,348204598.7198522,348204672.30561167,348204687.170423,348204692.1564147,348204733.23380244,348204745.13911664,348204733.7816776,348204623.9659023,348204660.754532,348204614.5283977,348204689.4242053,348204720.87851274,348204715.15041196,348204701.2840409
H2,links,Fischer-Tropsch0,-3309.7477367050733,-1763.2706617318586,-1732106509.184489,-3203946862.5662103,-3122065509.7153077,-2645900762.994755,-1738419662.7841413,-2887.8914433633245,-6576.353349689947,-17548.33883599871,-2326.8777587684917,-440.18281157357615,-1735557.0844675258,-1738419658.4064605,-559.541953519212,-93.7495257652648,-1658107242.324698,-3139749236.6539016,-3059846516.169866,-2645900763.051184,-1738419663.0137825,-930.6430778878764,-258.19925977150706,-496.275663831137,-328.3454906044961,-337.2558456996402,-378.4096564014457,-1738419655.9899533,-231.7595761488873,-1188.690530969435,-1657414875.6775835,-3138769596.710175,-3059273164.374029,-2645900763.317714,-1738419662.8929121,-613.7202592978081,-380.7123397000368,-509.4892132179673,-354.79285567244824,-534.6864339964989,-304.5458012721663,-1738419658.8750353,-286.7956353292573,-218.60408861357922,-1656311288.336993,-3137334973.1961946,-3058101114.330453,-2645900762.9333076,-1738419663.2453582,-783.023432136842,-237.61462981551617,-231.83067703418928,-237.81017150672045,-394.938664770854,-610.2830533104664,-1738419657.5824637,-695.7848630122227,-195.97573989455597,-1654387130.9088416,-3135693845.9716873,-3058019577.2611804,-2645900763.2446637,-1738419662.9304721,-192.41801764990453,-153.25587077999185,-151.7549000816797,-175.67451550665282,-515.882079193966,-292.25348608262647,-1738419659.4938586,-291.3014892916979,-5441.134639110676,-1645865553.7007742,-3128535575.9563584,-3050564555.1564765,-2645900763.020588,-1738419662.4061327,-245.04681172311624,-578.028869973654,-634.0403236155225,-80.60706969170096,-278.46189320784447,-311.1004171776881,-1738419659.2895122,-345.40642917902346,-105.08580225321177,-1642567291.7455404,-3125241231.652993,-3047740080.52088,-2645900763.218172,-1738419662.5245883,-247.8720002368882,-120.71642827560372,-561.0512333240171,-216.21790957223988,-101.02000091822826,-333.24906486876165,-1738419660.455947
H2,links,H2 Electrolysis1,581.951954163112,933102.2088025984,1997711070.2869768,3584980767.687961,3720553274.7978473,3575002854.1910634,3197892359.0184317,427.0019167740935,1087.1772875184504,322620.77305645,11889888.92733507,135945798.87955853,369270975.52561265,2723066760.285431,334.9949481418219,19267042.35145403,1923712241.6493895,3520784406.056917,3658338823.560802,3486579585.500873,3130630720.9268427,640.4883667012825,7652081.022179522,32039446.677476395,92056893.56476754,282071282.72487384,433302947.2907932,2723114719.9023256,250.71952060151972,19126031.581269335,1923019883.5106547,3519804714.972329,3657765443.867175,3486201458.2294917,3129895689.772427,406.507687870406,7466253.6383891655,42064151.97256032,110601001.84979066,280644978.0372929,425388851.11368316,2723101291.459586,422.42160618549144,18894342.750474464,1921916272.195572,3518370092.750491,3656593363.820169,3485225405.4519796,3129174619.204889,553.6444113210995,7187828.432077971,46504317.40162335,113405586.58700803,270062007.6164603,415053279.244617,2723080763.2950974,561.4362006266404,18224237.014304336,1919991943.0731657,3516728997.243481,3656511482.830477,3485355371.551412,3085255201.2775826,206.2886236129884,6962394.23828946,44367894.38739089,112929523.23265697,278985359.7438287,422392829.4451024,2723092248.898778,1176.9358273555026,16451500.792990532,1911470554.6084588,3509570748.627208,3649057408.146352,3469992408.493462,3031133847.1177807,1008.0536669165632,9233869.715316081,43834145.59475937,103889303.5399108,221883261.90106267,370194649.3972289,2723281868.9860725,448835.69465741556,15312311.876610685,1908172176.0143542,3506276272.0389175,3646232876.3109255,3468144400.9423194,2985395531.003567,446747.46889743436,15315704.839646311,46250802.55121126,103902166.70703562,220665408.2906763,363254499.26742095,2723488459.527701
H2,links,H2 Fuel Cell0,-780.6905149602146,-358.2309814094377,-137.0979157172119,-121.90181521115264,-63.515300816763244,-53406619.42072585,-54512143.47040392,-677.8878675287791,-475.83812237714494,-1427.8825002157064,-237.12529268566644,-104.41179849737755,-121.28713488410828,-1512439.9911260223,-133.58182470990033,-52.850174836975775,-401.4870717720528,-146.0757677032813,-53.01032272211413,-40990186.601268075,-40408670.64003455,-275.96492643232875,-129.11865035015146,-284.1169287937662,-144.61821664675549,-148.23723898566953,-64.80072759808506,-1558690.2139396856,-163.6548328745174,-967.6340473465107,-78.79583130264744,-128.09814879829116,-64.9466709129132,-40628353.28062506,-40014790.22635675,-146.71047699311978,-136.81159212436802,-186.98900060707734,-296.8207411006846,-232.24891394357257,-77.73842286313557,-1545504.22945932,-230.33091559114294,-89.6633483811533,-131.68832536628187,-133.88575462216852,-60.6456055432122,-40209632.62876495,-39574487.13640381,-406.2525047367211,-197.2641502512604,-174.1679278189693,-186.457996151499,-256.72858244702076,-127.8452793986302,-1524835.5162441349,-377.93706069883444,-95.11523703052401,-45.5008190918832,-316.22509740801985,-37.823878312493264,-40307163.2621109,-51400200.011657685,-141.26750780719422,-140.4071459545585,-119.85637272405577,-60.44583055373074,-332.6549425051128,-69.12906742684177,-1536202.5694357958,-226.4862167525677,-2155.991306391091,-197.45222874285088,-171.5271043240189,-39.936606500924775,-38969226.720982805,-46135807.47692496,-245.56786138528696,-284.1745411759314,-436.6418015419029,-53.79587466092323,-176.91223316333668,-130.32303884788064,-1726504.2674459107,-217.37936625623684,-94.6207715058851,-182.33378232756908,-95.12240502794118,-42.12426554553951,-39285431.51488886,-51317137.3461779,-165.58577246065337,-92.143489667412,-368.7354967922917,-158.75310851903944,-83.98780846947152,-58.33489780041712,-1932866.5257901703
H2,links,H2 pipeline0,4046.2496462801732,917347.0403052187,65060056.12825676,-380118473.83742434,-415665973.50429845,-290642278.3997578,-270334710.45525587,3453.227700055115,1643729.1482001918,2061153.7267958233,746486.1071918338,-17370780.32145666,29869421.49772732,-195010839.4116095,1100.5812212513176,7819552.718693571,46593523.43053581,-403902469.6248989,-447370766.51567024,-305288819.4597619,-299764054.4358271,2125.555213165229,3023729.7836189168,-3504081.907175808,-8333203.812853557,-11157168.306941869,16608683.62836842,-217311310.28476986,862.0936122485053,6757463.288683389,46428425.77415126,-405449035.2794714,-448522740.31396323,-307340604.04635245,-301432149.00949264,1301.0977415187851,3019316.4306630665,-6590521.8851929,-1549127.62669529,-13903952.147928217,6035131.258373762,-222969746.23442823,1118.4601633708464,7913207.339611792,45583098.668820746,-405530852.4370548,-448470752.3305922,-307343909.3141836,-302698183.24904794,2145.489379779675,2450852.1402928624,-2635223.4370466312,511303.9863104973,-21299210.572168987,-827598.4393913031,-224135745.55371642,2521.4239334247,6136550.254213196,46726330.7025379,-404712845.5917221,-449048048.4490701,-315533430.7007159,-304902638.666045,946.4026208201966,2093834.3665829522,-4363409.472153873,-2139081.697512062,-16190859.962459754,790529.8201294548,-222773015.70453167,1672.729584481525,5652284.903853494,51020111.421472825,-411063116.81702787,-457586250.3449586,-334360377.754587,-303912947.4298337,1394.476239636864,2838888.8744478957,-7736441.0560838645,-11161111.225914447,-50822006.119915806,-24032463.50686277,-214073695.32849357,-6175.232337928903,5636388.8447967,50313355.523186326,-411561486.53438604,-460877188.78938,-337384747.24164635,-271491005.6097201,-5850.440184473547,5649907.75946682,-10417734.006718272,-13423269.790342808,-59806760.64793699,-34683514.75636082,-215887547.23049605
H2,links,H2 pipeline1,-4046.2496462801732,-917347.0403052187,-65060056.12825676,380118473.83742434,415665973.50429845,290642278.3997578,270334710.45525587,-3453.227700055115,-1643729.1482001918,-2061153.7267958233,-746486.1071918338,17370780.32145666,-29869421.49772732,195010839.4116095,-1100.5812212513176,-7819552.718693571,-46593523.43053581,403902469.6248989,447370766.51567024,305288819.4597619,299764054.4358271,-2125.555213165229,-3023729.7836189168,3504081.907175808,8333203.812853557,11157168.306941869,-16608683.62836842,217311310.28476986,-862.0936122485053,-6757463.288683389,-46428425.77415126,405449035.2794714,448522740.31396323,307340604.04635245,301432149.00949264,-1301.0977415187851,-3019316.4306630665,6590521.8851929,1549127.62669529,13903952.147928217,-6035131.258373762,222969746.23442823,-1118.4601633708464,-7913207.339611792,-45583098.668820746,405530852.4370548,448470752.3305922,307343909.3141836,302698183.24904794,-2145.489379779675,-2450852.1402928624,2635223.4370466312,-511303.9863104973,21299210.572168987,827598.4393913031,224135745.55371642,-2521.4239334247,-6136550.254213196,-46726330.7025379,404712845.5917221,449048048.4490701,315533430.7007159,304902638.666045,-946.4026208201966,-2093834.3665829522,4363409.472153873,2139081.697512062,16190859.962459754,-790529.8201294548,222773015.70453167,-1672.729584481525,-5652284.903853494,-51020111.421472825,411063116.81702787,457586250.3449586,334360377.754587,303912947.4298337,-1394.476239636864,-2838888.8744478957,7736441.0560838645,11161111.225914447,50822006.119915806,24032463.50686277,214073695.32849357,6175.232337928903,-5636388.8447967,-50313355.523186326,411561486.53438604,460877188.78938,337384747.24164635,271491005.6097201,5850.440184473547,-5649907.75946682,10417734.006718272,13423269.790342808,59806760.64793699,34683514.75636082,215887547.23049605
