cluster,,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m
links,battery charger,-139.27773971645547,-52.22428812067483,-2813207.28594324,-3746027.2133480012,-4629263.273448288,-4640051.799037427,-4788148.342631012,-116.6084744318241,-50.92175553514153,-273.16058587770385,-6454.281485212268,-898039.883965753,-2251065.63507095,-5648125.131812513,-31.910665097202127,-12.120085658340372,-2942253.269089788,-3866857.1533917785,-4686700.224687725,-4702891.669274062,-4886405.250035673,-65.26878134766775,-16.14815117392334,-331158.86242786795,-595631.3411683366,-2095391.6677510738,-2623710.8155637085,-5527151.383250982,-27.140630565254014,-115.24238007164877,-2942501.7110036314,-3867571.9243723154,-4686948.229746968,-4702991.843047172,-4886959.428513497,-37.63485485970341,-27.07754419589787,-505408.7402409725,-907631.1848740801,-1863157.8590109497,-2242552.0368597507,-5554982.134316146,-38.60113169342458,-19.997047069362566,-2943579.1702996194,-3870076.8625953794,-4686847.69276011,-4703157.982176065,-4888744.3035058975,-70.54696690612582,-25.000421375642418,-537485.5241708197,-932925.4721431509,-1775778.929125607,-2051225.1290163249,-5558220.886980653,-65.4799144916501,-21.82362825056407,-2946039.8114153743,-3884723.9059330523,-4690811.784329742,-4707540.743435174,-4958087.115350634,-24.346945378212695,-21.830528060233974,-531774.9310090989,-925075.4707200751,-1768524.8464236706,-2022025.3140149564,-5548780.3833370805,-63.409542409516234,-411.4148815187582,-2958060.5045367777,-3902498.1705155075,-4704534.273517728,-4721621.152734727,-5354297.205839723,-51.00882120725805,-54.66969442847494,-530417.7958996557,-904208.4764508307,-1527110.3672484905,-1838445.8333670646,-5597129.827874005,-3812.1783164718945,-3825.81675152955,-2953034.980202228,-3869336.4546614885,-4692373.258687496,-4710628.76820308,-5631573.017136455,-3805.0367091954104,-3828.836673092679,-467382.2128030546,-811822.0519834831,-1439080.004179731,-1695780.104197815,-5699770.5332760215
links,battery discharger,-135.75108871874545,-51.16914868022923,-2756369.245938152,-3670342.479529679,-4535733.638271511,-4546304.192489892,-4691408.593516618,-113.655831763288,-49.89293258225234,-267.6416494500754,-6323.879182096105,-879895.8861501887,-2205585.104980096,-5534010.411649674,-31.102655150778446,-11.875211448149003,-2882807.984041035,-3788731.171464354,-4592010.133348674,-4607874.445988297,-4787680.318364024,-63.61611054620562,-15.821893929469411,-324468.1287713833,-583597.2055512443,-2053056.374495849,-2570701.362246409,-5415480.81670323,-26.453402663172255,-112.9140233137905,-2883051.4064346254,-3789431.501211703,-4592253.127713472,-4607972.59585005,-4788223.300219923,-36.681902706006895,-26.530469494824956,-495197.4620530568,-889293.4044147804,-1825514.6176276356,-2197243.515506819,-5442749.275274873,-37.62371245035342,-19.593026732280578,-2884107.096742332,-3791885.8296640217,-4592154.621975422,-4608135.3783032,-4789972.113598734,-68.76064716998826,-24.495312869467853,-526626.1666404679,-914076.6459042355,-1739901.0916413963,-2009782.17651017,-5445922.592181295,-63.82189761574273,-21.382703666049792,-2886518.023065895,-3806236.944138378,-4596038.623038769,-4612429.590254724,-4857913.923271805,-23.73045637785515,-21.389464072499322,-521030.9503030181,-906385.2459097952,-1732793.570426792,-1981172.3145705163,-5436672.824472338,-61.80394939435109,-403.1026558814847,-2898295.8501034975,-3823652.097478777,-4609483.863055199,-4626225.518964887,-5246118.985092521,-49.71722685248142,-53.56514799509523,-519701.2347513586,-885939.848392792,-1496256.6293884069,-1801301.8737496138,-5484045.416831523,-3715.6501493278192,-3728.9682069322153,-2892850.1497520804,-3791160.380931407,-4597568.549368441,-4615455.224570155,-5517792.71588546,-3708.6893746864516,-3731.913641087769,-456881.4422866665,-795419.9992451891,-1410004.8317752033,-1661518.5629727095,-5584612.369422376
links,biogas to gas,-15.638635542109823,-3.0304287641064485,-70422222.18356135,-70422222.2218097,-70422221.53202026,-28898621.105302323,-1.256759005761846,-2.303024269752999,-2.099753097471567,-6.109016845501806,-4.606604104358539,-1.147743459821223,-1.4136079062440954,-70422222.22190842,-1.9420598506895657,-1.1717501659709082,-70422222.22129042,-70422222.22189686,-70422221.31498115,-35617291.64597603,-5.200955481916439,-3.173997871486827,-2.2422580669328305,-4.6195388585915085,-39.894794713093916,-1.9355571108166532,-0.9028803632784111,-70422222.2217038,-1.3319578223603954,-9.74333083287753,-70422222.22187512,-70422222.22183402,-70422220.70107901,-35660652.73478598,-7.111965641364121,-2.0289376469581644,-1.327498887461507,-2.8811769738034227,-58.85089948166742,-1.8376208404336207,-0.6924900435467625,-70422222.22192658,-9.965723111913492,-2.067497066405834,-70422222.22178163,-70422222.22181806,-70422221.6347113,-35764860.68638512,-0.502917884513207,-3.105509539325753,-2.3628192299904374,-1.7126361414535334,-2.3979528233106406,-1.782142788391095,-1.2419572032046753,-70422222.22178899,-2.954972757399882,-1.6105256049985637,-70422222.22197662,-70422222.22143713,-70422221.9292766,-35435794.07979663,-9436263.986788085,-1.7078255856532727,-3.4360979468209294,-0.9363952416187036,-0.7537949101434055,-14.72194751669681,-0.711629418996961,-70422222.22195467,-3.0069826394904284,-17.577428716509093,-70422222.21972126,-70422222.22183353,-70422221.83349381,-36956981.52449287,-21717987.625549544,-2.867469338896935,-3.3079431038081406,-2.0177404611906256,-0.5727892241758668,-1.3200990606400427,-0.5553239476288245,-70422222.22190219,-2.988383671451162,-0.6409536113893589,-70422222.22164038,-70422222.221476,-70422221.3528534,-37460477.83934908,-31981338.217633076,-2.3607791551432293,-1.8669560057790553,-6.998620661566305,-1.6078468068576621,-0.24066770543719881,-0.6444281387547682,-70422222.22198904
links,co2 vent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,coal,-634109286.7190918,-834272.2011075473,-153837.7951440648,-587884.4349702415,-1709280.3889003661,-1199711.2933996166,-949453.6773841052,-634114317.4878958,-556930609.0342066,-252200990.44723856,-11452955.61458604,-3069778.094941481,-1750427.967853332,-11.725513907937948,-820734082.6204791,-11136923.482809223,-576773.6052062387,-1290763.3532900177,-1768654.1048424344,-1290293.4715981032,-980325.0527705805,-820733928.4256347,-559104375.6156857,-412892613.13867736,-245712244.37755218,-50308609.52610295,-7391744.153585579,-21448.33201597813,-819932185.8689038,-9289925.83798616,-569317.511347521,-1268130.3051401286,-1743330.2654583417,-1237847.3899571097,-980482.662109759,-819931908.4735497,-529242470.3472878,-298824473.7550294,-214076200.9603374,-22175297.148091048,-2717507.8300963687,-12.039674184478475,-818694428.6040264,-7456384.699090889,-558384.648017537,-1222729.3011796584,-1709692.4895051937,-1182888.5669026328,-975780.5292502206,-818698247.9597615,-473067033.00795007,-235535659.60359865,-174548172.54719692,-14143242.679543538,-1936403.647065546,-15.362425899553509,-533500842.40427744,-4246049.489775311,-433788.90830170485,-996764.3373611931,-1687230.6744792575,-1144485.8215475308,-962024.6556939831,-533508068.29566586,-368969824.52866787,-185712023.43301433,-140525453.78782958,-6791091.349786397,-1895793.7113779099,-10.40026011058065,-1801758.716111171,-689814.0597018539,-302162.5195243777,-702753.1364075674,-1282823.2514076042,-967883.5701352115,-727444.192754042,-1801740.886299474,-5479184.7986997515,-6687265.1807805225,-3588244.0656193187,-2389236.95581529,-1855144.436080007,-9.48335422502812,-78274.16197216114,-329825.5556306553,-33580.66181961475,-52543.382135027976,-830555.7572486639,-849527.3540384618,-576457.2223120448,-78238.36119408094,-329833.7740448881,-1043984.5281548288,-1447897.8049947305,-1839745.7947143428,-1669091.297294689,-5.652640252806163
links,coal CC,-246.88601498799414,-180.08976520719702,-27.14774359340367,-13.112263624942264,-7.716640431509777,-3.5641844796560247,-3.500336971712823,-215.2080409989759,-334.6697188938114,-862.9206395325293,-131.63368254680293,-90.12395350011711,-28.582441191031336,-12.014825729433953,-147.3336540330047,-23.3236855391891,-46.939584137517535,-11.448035307285059,-8.844287305534467,-1.8495002631959403,-1.189613745976934,-251.55091396178173,-101.3432152969204,-207.89481181330385,-81.21452281472122,-66.2939467973139,-23.38876733764126,-19.17246818063965,-55.10567723169318,-558.8253603496353,-4.956892861762281,-17.10055559561704,-6.931305544537017,-0.73910885256587,-1.7970285852007375,-171.3470829601031,-149.293029919574,-241.25630059226967,-174.21261581497902,-146.5981147720551,-16.57853874339852,-11.207679385847591,-80.62975570480688,-91.42134020829364,-10.636462546725811,-12.01545348304307,-13.62811085160504,-2.5603488001507677,-0.10779023359577095,-120.74044306735452,-92.45334322377099,-55.65659085175161,-73.98146163799456,-81.22220765479763,-39.272678427449364,-15.447099694849804,-177.51380942617843,-47.248690330939496,-4.538757156134149,-31.106521819289547,-5.264261501474294,-1.3539055957275437,-1.3128831464192685,-48.37159855186242,-42.479254151727964,-90.08707945244377,-50.70475635320953,-99.4321471327071,-16.378992493330344,-10.547651608266115,-51.617018655647875,-399.7066473916337,-24.51452439999808,-14.256703235105649,-5.767433081161316,-2.4551086095122776,-3.616739655361065,-41.022749945503946,-83.28684744570309,-123.24090918652577,-28.95095474271736,-24.803548085524557,-12.404056325266602,-9.236347166157609,-17.223348448597754,-9.62672425571201,-8.721389373616947,-12.81931548413503,-4.618514039763099,-0.5553374336483416,-1.8480652083893474,-13.35803044115878,-8.281075241986262,-21.502342023791346,-7.9639475962320025,-10.335766120815457,-4.536176652912823,-5.257751524188049
links,electricity distribution grid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,gas for industry,76053990.52501763,76053978.42361571,8805258.097006455,3.2834398812224643,0.9477640511463545,44080859.843381755,76099998.87943153,76053991.68879998,76053969.7728113,76055946.60931684,76065992.19981539,76077983.92140383,76089997.50251733,52157353.36577318,76053996.09016797,76053998.42607245,23.9071953540711,3.02714340237257,1.0615074369754864,44556711.399121486,76099999.43905675,76053992.37739223,76053998.69787572,76055996.7880498,76065997.6393304,76077993.15229458,76089995.19978617,56318478.552420765,76053997.68607984,76053971.87609597,4.467928890878112,2.6008225227047386,0.9134363835785914,44401417.999299094,76099999.18924047,76053995.31803446,76053998.24101481,76055997.0039373,76065997.04896575,76077990.77328506,76089997.05651952,52051642.523193926,76053996.95060213,76053995.22866455,5.1943083968362815,3.3607217828168157,1.2644748528984948,44217199.194502056,76099999.9517736,76053993.9685857,76053998.56412701,76055997.5994861,76065998.75342861,76077992.62314735,76089992.90614873,49424179.90256359,76053992.90738072,76053995.9452401,1.9228567077909258,6.925407123604486,0.43446179194678314,44013052.87963088,76099999.26390211,76053998.1133158,76053997.8624008,76055998.2182673,76065998.30929671,76077994.41669482,76089996.0628733,50642414.51621159,76053995.83818462,76053949.80852638,10.304121524376386,4.471225971381121,0.6343415998829346,43728232.03700343,76099998.20235842,76053997.0988987,76053993.76064393,76055993.32084553,76065998.79489522,76077998.49469374,76089996.42272022,65272119.72183757,76053995.24409468,76053998.84098457,6.205683083675108,3.6461607396685376,1.088974622119528,42740911.036468565,76099998.19876856,76053996.57611303,76053998.58802293,76055996.47829314,76065998.90818293,76077998.97856013,76089994.75185344,69924927.43593301
links,gas for industry CC,8.15560681967299,18.571134717664293,57881887.349592626,64908736.95715362,64917187.46705023,26989531.52855234,0.8801532384937367,7.153953509512612,26.016775646491887,45.952539905631,6.218178822898421,11.323202670394153,1.7590205184661634,16860900.900581807,3.3657503255104873,1.355266157325773,65460444.240430154,65468432.23640998,65475950.675962664,27136856.641043235,0.42085162019030276,6.561290671891397,1.1213283025575482,2.764320819295493,1.882211620559229,4.82262084577469,3.3806508940049005,13930551.533585116,1.9921684375920001,24.206504622632448,65460460.97156669,65468433.4646492,65475953.980233885,27270523.520368464,0.6095072849561153,4.030316074385597,1.514542784352189,2.578509041315982,2.3528052387247906,6.497968066056938,2.0731013658238435,16935344.635567334,2.6251852521812133,4.1072356348940655,65460460.346381575,65468432.80654723,65475951.49058877,27429066.86345665,0.034990407959505344,5.191770107044013,1.2364442287806714,2.0659276479806383,0.9941373706126828,5.195257113672313,4.995877194313092,18785657.491300747,6.10513649869803,3.4904879761956287,65460463.16208094,65468429.55240171,65475955.30316916,27604783.225957878,0.5528470059083342,1.624451919501844,1.8404111731588981,1.5333503237688975,1.3481654583269598,3.9322043687399098,2.7728473708922676,17927751.788195834,3.5826293284121,43.19979051888903,65460455.94842859,65468431.565615594,65475953.1968253,27849920.324551538,1.3550494216785969,2.497548180001356,5.370743041652306,5.7485010183899,0.9610834539532133,1.0603943025058253,2.51943584287189,7625214.501835104,4.093955200305437,0.998156163880285,65460459.475905225,65468432.35169954,65475952.98144744,28699699.534000617,1.3463106654502488,2.947503433209247,1.2158772790952583,3.0309245103316345,0.8707789675564843,0.7196455350757696,3.696094347735528,4348612.254080875
links,helmeth,-134.75781377100705,-82.64429414952916,-66.47118805596514,-53.46413513861991,-16.05771860933215,-14.250420615993287,-18.545135016877467,-109.0698444950057,-88.12577875128078,-154.33230763050653,-21.531616608713975,-15.092529772334824,-19.274991190434427,-168.43195694440806,-46.72018062095217,-10.100418152387881,-128.29865384142857,-34.17935389712269,-9.508774778512898,-8.221360612161735,-11.352750673325218,-101.99155209558248,-20.051558107981155,-49.301859640598636,-19.40762166337545,-28.293975703114064,-10.24943164273507,-185.11411482725052,-37.73297860306499,-150.11387712636412,-18.09997286034369,-38.59853246097287,-10.696974177087348,-5.355165347307224,-17.808134570061043,-59.44051381526786,-21.98876055259257,-57.70312098631766,-40.415964680266775,-26.973894300567252,-8.60350026858505,-117.17095130755735,-69.07614632348597,-13.30186122644973,-28.572196650030662,-33.09289620546133,-10.78764494317944,-11.163853073747362,-1.2430556729783082,-76.92444689909345,-46.86336748465082,-20.16203421010304,-19.275917925674875,-30.59625862272792,-15.957699158867387,-160.4002491339487,-91.05046025180721,-20.10575073875996,-10.737756951633497,-83.81063656098704,-6.606751253003581,-6.276294273441794,-11.156229075942353,-28.6511062488228,-21.73255972866037,-18.12997120867213,-10.559276541861138,-44.672529616644155,-8.28962126124295,-111.53166071196108,-45.29136527245567,-483.84147757472886,-55.085068403043365,-49.38750475282963,-8.392013047424527,-13.726980026165876,-33.119317852281,-42.98593036378876,-65.66130565465704,-71.60711387965047,-7.9348944830602735,-20.688760526844163,-12.638746463607266,-104.65917044792924,-39.77911851176633,-10.313778658770385,-43.96311407021311,-24.421236127820556,-8.580715663939678,-6.644570647613238,-23.646439076108912,-29.68882532034222,-10.794878980159961,-53.929249827326984,-15.732930671078192,-11.091352218681193,-6.514962908889444,-110.86456711636869
links,home battery charger,-104.45230951682424,-30.672182405009835,-153.81409124255697,-5056.94974866329,-19215.167519689654,-16806.100428787293,-17470.81716460234,-104.02960866422836,-32.87162668124779,-96.48439596661137,-21.845751190867304,-1707.4277950578544,-1789.6478344970965,-1260.9087616653705,-26.540231245669247,-9.302919179411106,-949.2171971632997,-9245.255610537075,-9306.247878717084,-6846.848852285708,-8611.248382122954,-54.35926300168103,-12.236342173183402,-34.755524403098434,-18.864125340355372,-3688.5123178505455,-3110.0593966190936,-2222.628440628643,-21.30633982720292,-90.13411139098935,-901.3599222685225,-9267.018635293818,-9311.917057284038,-6818.30481052259,-8608.217718459142,-30.287115172120366,-19.59842036960572,-31.312217974210398,-33.076291438068665,-4082.6057434015092,-3436.1211367648793,-2403.34981650197,-27.08124020634864,-15.78987547521399,-857.5220425303851,-9203.90366072487,-9254.094383964723,-6768.160775922122,-8548.200414860912,-55.68037121790803,-19.142606484790008,-20.2613006838302,-23.859105844331907,-4090.972945750429,-3491.8571864376136,-2431.5120388137293,-57.31265302656311,-15.223945960935225,-855.0441604326916,-8871.722529024759,-8859.648978781595,-6372.762826468446,-8230.578735900752,-19.147446145671438,-15.994553308481954,-13.339899946947185,-13.080103938537718,-4163.272822129569,-3480.2910341604147,-2431.559846588236,-35.40522034317564,-397.3802726937174,-827.07773489174,-8487.977605313237,-9230.621491392434,-6750.383574678854,-8494.252425316023,-29.22283725129887,-46.71707936278153,-75.32600847695267,-10.021358389693603,-4144.284230606427,-3540.8827113903244,-2418.402256100104,-28.75676282579252,-10.469093571108772,-690.7798521952864,-9382.765412083536,-9402.52614929364,-6997.249104577175,-8952.548013058491,-22.808494972361245,-11.230907448978542,-52.03730277883096,-69.56997592898324,-4155.1434578249755,-3618.5717315927614,-2426.1179757634673
links,home battery discharger,-101.80747323719743,-30.05248170844493,-150.70643153370656,-4954.779136119207,-18826.944275171496,-16466.54997573176,-17117.83677463769,-101.39547545579126,-32.207488531722674,-94.53502527994533,-21.404379644147184,-1672.9309239070571,-1753.4897896787734,-1235.433361158146,-25.86820605479852,-9.114963000760383,-930.0392130219334,-9058.464466193574,-9118.224446589244,-6708.515118090261,-8437.266719814099,-52.98283211425519,-11.989119117780092,-34.053323832261185,-18.48299455814822,-3613.989614986931,-3047.223756571446,-2177.7224556486617,-20.76684200090017,-88.31304209355676,-883.1488464006688,-9079.787790825241,-9123.779085081362,-6680.547780133726,-8434.297287687717,-29.52021513505315,-19.202453886318267,-30.6795859550582,-32.40801806024115,-4000.1207769999164,-3366.697745317564,-2354.792536813402,-26.395516135622188,-15.47085683301998,-840.1966671893388,-9017.947991203691,-9067.12466104899,-6631.416855614865,-8375.492573679949,-54.27048855118892,-18.75584927067041,-19.85194136699465,-23.377056473635776,-4008.3189283562533,-3421.3077038456686,-2382.3857696438645,-55.86143937821544,-14.91636135740032,-837.7688482156736,-8692.478247345192,-8680.648630828771,-6244.007526324189,-8064.288123122242,-18.662613665380377,-15.671399354632172,-13.07038060894206,-12.815833520787464,-4079.1580580385344,-3409.9752341077547,-2382.4326114501455,-34.50872476705263,-389.3516022931435,-810.3674563587047,-8316.48650590278,-9044.126014790963,-6613.998824957933,-8322.634549324343,-28.48288579627183,-45.7732075641884,-73.80412184717352,-9.818886864962224,-4060.5531120132364,-3469.3427170903597,-2369.5408569269784,-28.028612841224913,-10.25757600552896,-676.8233360823942,-9193.196019781462,-9212.557511027437,-6855.8766836836585,-8771.670733003994,-22.230961076018275,-11.003998195701115,-50.98594115870628,-68.16438414300592,-4071.192939404107,-3545.4621083284146,-2377.1006881996
links,lignite,-346120173.6130674,-5249822.051763387,-5.142747975500546,-2.19364454937996,-380461.43608790636,-60727.08803382215,-158751.4203228026,-346120323.2641431,-189876768.3056798,-115779973.42515728,-30110079.00093601,-3777183.978747554,-173508.15662650723,-0.6357587684984902,-346105071.1434481,-33278573.848455153,-1166.293952787421,-5147.224082511774,-476269.46376713784,-60935.46255072838,-100503.68354471787,-346104818.19487476,-189359610.90379596,-115858306.80770317,-76156043.93984571,-13475284.86755447,-185213.0832366285,-1.3167118260771744,-346121723.08665574,-34277764.365456864,-1713.0338171039475,-5148.1591108019675,-484931.49804253294,-62444.44007744281,-92859.27461710654,-346121703.8240074,-189013536.30941606,-115335085.6658752,-95447012.37470278,-19139689.381298907,-206378.35244882572,-0.5902353200375827,-346133823.9002222,-35169671.55288165,-4548.542065119319,-5147.599085449735,-480578.12764867,-63207.33156199746,-88314.32809014709,-346133747.8346051,-187993010.2729004,-113868523.59245488,-95326826.9963226,-24387521.13353151,-202838.06484687683,-0.9816298237432042,-344999481.2866597,-36930152.463678986,-1930.8948997744674,-5149.986264452339,-473091.405198046,-61522.44995092385,-85982.9313519556,-344999228.5297935,-185734538.73442936,-111694349.50089535,-93482655.19169205,-29191201.590159193,-182798.0934523932,-0.5726844830938468,-305826913.88706124,-37799304.88440523,-6773.519035616844,-27004.8679412071,-693821.6427054165,-166284.6975350288,-174674.20729773917,-305827569.78919894,-158097366.8989563,-89749625.96070379,-74872890.22216773,-32065400.6165078,-185211.49594985507,-0.6947496816023877,-20206280.55366008,-19702619.801631603,-87477.31161877397,-260551.59912015463,-719082.1910953519,-164049.70775184443,-169056.43012649234,-20206410.16620159,-19702524.373541147,-13617626.762402318,-10212373.318659544,-3087471.062420369,-185210.7601366673,-0.3384500723314746
links,nuclear,-2318164199.735033,-2276147902.830352,-2252629824.8465643,-2281693192.315943,-2315760125.5631866,-2124347296.716271,-1928228203.900176,-2318163867.801644,-2319558187.409269,-2305121615.396193,-2275882487.6002913,-2270297766.284132,-2174110792.310697,-1895159810.8366394,-2306836234.6679506,-2241533132.6356254,-2247551310.010562,-2279508488.081786,-2314413740.9287148,-2119662466.949572,-1926833855.6808677,-2306835658.1937504,-2282156908.051871,-2273363229.7039356,-2260756056.754513,-2267265191.83331,-2180396465.412154,-1896607633.2004454,-2306822376.46341,-2241696486.8905706,-2247512701.853142,-2279507041.4650583,-2314460068.4670916,-2119581902.6817508,-1926816834.179272,-2306822467.141766,-2281670122.7696447,-2271741865.445142,-2270424345.079673,-2268878154.173032,-2181419369.4017696,-1896045400.7981892,-2306830804.7408085,-2241922480.255254,-2247590884.259636,-2279609849.890382,-2314521823.6176395,-2119364984.0661705,-1926803193.5801926,-2306831130.9701,-2279893209.9887037,-2269628434.0212774,-2268420151.0864277,-2269850871.150756,-2180568032.7671857,-1895979681.311822,-2297652322.8792295,-2243434058.3671436,-2247582082.647961,-2279792267.9811587,-2314634770.118287,-2118630042.7406383,-1928524245.851929,-2297654622.7814174,-2276252061.0803056,-2264882829.7275867,-2263990888.861341,-2270209551.7466965,-2180916141.8184195,-1895838306.6083832,-2280249597.950472,-2251339380.3389783,-2247339888.261177,-2280017692.8792415,-2314951844.2879925,-2117001052.9575849,-1932130110.0817537,-2280249053.2067103,-2267502493.9635773,-2260264838.0564356,-2266584914.3507795,-2279849856.6600943,-2185562264.448489,-1895504288.3026433,-2252904362.9933314,-2255693932.157506,-2245303426.1152544,-2277733887.9943414,-2312766708.3828564,-2113979477.831245,-1933369296.8893466,-2252906876.5559053,-2255696538.9741735,-2255865556.6615086,-2263986340.746319,-2280458206.504193,-2189953726.195902,-1895416472.7141192
links,oil,-27655.275877150467,-5414.523251056025,-1357.8035698533126,-1.9545857802287478,-4887.532408565909,,,-27615.850683369456,-16747.02640375458,-21256.824064998316,-13989.250637567508,-27580.8716194886,,,-30582.581276647426,-5384.340588937623,-3462.876137425137,-5896.119158654069,-11791.427497118842,,,-30660.098710159444,-5996.0855120801225,-51818.1937902769,-37641.19027238901,-30240.043857640892,,,-30896.702546890778,-5451.67571800437,-3457.9804725953823,-6172.884657925949,-12915.113812815769,,,-30915.94244801837,-9838.870659889411,-47638.911401745645,-41015.01737580218,-24219.769913819648,,,-31632.846628521573,-5433.636694106217,-4583.474958319945,-12325.350485421686,-14713.577115072536,,,-31674.423115145553,-10964.662726235616,-37228.59234493514,-41532.043192316116,-24219.33571156679,,,-31771.49142715466,-5449.737937508204,-35380.532429327555,-17064.566222513262,-27207.138521386016,,,-31651.956973771237,-6841.149970033854,-35101.413954593096,-37861.54362232125,-24219.280399372794,,,-13597.424126905042,-6062.014210716991,-35780.74758313095,-46770.39601003072,-37563.07785871184,,,-13599.592216724677,-6449.146660155221,-22707.573360833685,-37641.06817316217,-23013.889532723806,,,-222804.5448726836,-51332.35926095823,-40113.84119639374,-46770.23862807717,-41338.04828670421,,,-222765.90118157692,-51335.92918715524,-78847.26781870262,-51110.842784408844,-41718.949784194905,,
links,process emissions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
