cluster,,,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m
links,capital,co2 vent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,capital,coal,41866791936.792656,23046974259.766773,12343906439.514963,9239298601.189415,7671402095.791199,6678027748.293037,4310678416.82305,41866786446.90154,23046985591.741554,12343961848.831074,9239304455.19885,7671405759.544222,6678030215.852268,4310681252.640947,41866777004.87739,23046964724.36429,12343911297.088303,9239298282.703268,7671401739.009262,6678027638.716377,4310678132.472925,41866791377.06739,23692431789.549313,18381277313.613533,15276186781.889107,13708288888.610083,12714911784.394316,10347563727.809711,41866769903.34866,23047003069.529526,12343903966.63523,9239298046.496656,7671401888.4656925,6678027516.680351,4310678245.95273,41866779836.78184,23052422915.095253,13818978011.251572,10714324405.44291,9146417120.234646,8153035721.649698,5785686952.639793,41866779020.107285,23046968743.917618,12343904987.136936,9239298174.812775,7671402315.814075,6678027719.976402,4310677924.348667,41866788188.58635,23046990356.449688,12343926129.730892,9239311537.505466,7671408276.576012,6678030785.794041,4310680770.657688,41866782232.73378,23046967032.360622,12343903772.908838,9239301493.285612,7671401547.206509,6678027537.109585,4310678106.789864,41866768026.630356,23046969260.283783,12343913525.145172,9239302248.606472,7671409668.023424,6678029250.424688,4310680296.559273,41866766975.386116,23047035622.815983,12343906451.71717,9239298154.994362,7671401569.873903,6678027725.938194,4310678567.850212,41866765036.66212,23046974697.87845,12343916468.18792,9239298577.264978,7671404547.520351,6678029218.787975,4310679875.64389,41866762180.697395,23046963799.038605,12343905749.085114,9239297849.133078,7671401581.479292,6678027514.648985,4310678461.141773,41866761147.61825,23046963816.10555,12343908871.86507,9239298322.433332,7671402314.077961,6678028472.468887,4310679519.429218
links,capital,coal CC,37434.84686166641,19710.473081956854,5037.677128075918,3784.4270567957774,1715.1724047831983,526.5486015028325,586.5838223150434,30255.651862902017,32790.10852336667,78269.68108206731,11763.332545849074,8218.762238498533,3643.4277501073407,3856.8498400426174,16509.350998485577,3227.53922022192,11506.17217146636,3106.8931355370355,1401.762848184792,363.05625832593216,262.77579609955546,29419.823583803864,10367.444604257525,19915.033633969906,8023.209800295228,6991.862525232479,2861.4929520805085,4267.555142402943,8037.171191633229,60615.355209750436,1485.8288397748822,3440.992474803866,1437.3878117975764,197.3170562058942,393.5544461855378,19216.840459667117,14401.956151137845,22038.07531720777,16319.291097701556,13726.15309677163,2248.4133930651533,2976.6262907564405,11226.150770026572,9377.104956684709,2858.291855480652,2911.1400955833283,2077.5207540609563,466.66077023272055,25.208647940859134,19064.880502082684,10694.303758627235,6354.261545190636,7802.335372686262,9772.876657038654,4570.555730768957,3497.720011484812,22012.21063794516,6158.379201809524,1240.778529182078,8011.1296862524405,1031.3233662478033,240.88395994252846,239.46552873509464,7111.449302007517,5762.273592652918,8350.72623580634,5085.328307452894,11037.009548940765,2327.268560867742,2796.160407758002,9766.313861315419,80049.86699105125,4929.280020760631,3376.2611625897343,1062.8621215911762,467.1782121211646,767.495375230037,7926.1563450175845,12646.63596975124,15151.33918299216,3190.1967783795926,3753.784429641406,2202.976796946806,2350.5467350756267,5465.752133172892,2094.0853416225086,3448.052946712837,2609.2814292353046,998.4965896939822,194.71279354134634,613.8403096001202,4274.161747195233,2054.1806948212557,6067.894849140869,2697.905688343176,1795.368666562109,1265.2766708095123,1848.1106709441626
links,capital,electricity distribution grid,24129408520.334934,24652470992.120777,30831135789.196056,33538592807.87112,35606305797.76485,36716778285.646255,36753026018.81208,24129427381.90545,24533821819.58734,24732100682.38712,26670169124.800636,29521317804.223778,29938284811.36817,33874717947.805992,24895282064.15243,25798582937.822586,31537823475.339542,34133880418.248577,36134410902.21198,37492266436.59276,37513153692.47374,24895276286.60748,25638101901.03286,26586414664.97738,27765095361.511917,30346028697.1901,30375962731.43303,34065355872.579002,24919902916.07324,25817867052.38454,31545686778.927433,34145783250.239285,36137597748.3317,37483692909.593025,37504555547.308464,24919912472.900253,25631167938.89005,26643262461.431057,27917317367.296116,30194031241.983162,30217760853.248127,34048479861.02338,24972846612.556046,25866905730.713787,31557657722.717697,34154834563.428925,36137739796.3034,37471726758.35245,37492619623.31302,24972798919.175808,25683760657.79264,26715331083.509003,27993314587.2801,30174254088.700054,30195797930.51571,34057326401.812244,24882936298.71606,25796473865.32673,31578199640.225986,34160786494.296238,36174108046.208015,37505209592.67939,37519710528.26479,24882960599.86544,25670033731.508884,26698197220.03021,27994317509.954998,30196320010.010612,30220841750.054543,34074156694.078682,25031475056.82254,25858240318.530697,31633023646.854614,34164798536.564575,36188152662.860146,37672946202.10154,37678168497.63348,25031537635.79601,25840553983.6786,26885738399.77264,28044214210.726833,30001760905.695915,30013577156.739326,33954071114.711277,25294288086.02554,26027081480.140564,31664454252.623257,34177120766.96296,36166817396.71359,37630479959.56127,37630482547.96726,25294303861.689793,26027043828.626743,27027868071.24443,28109671969.77083,30070278798.763126,30073365645.714695,33969000998.245167
links,capital,gas for industry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,capital,gas for industry CC,936.8811993099066,1034.5066575994915,2568454208.802239,2879230411.724226,2879618687.39082,2879232343.5049014,2879230431.933127,730.1307584000868,1420.9678828786655,2351.9110068139216,324.2110856300044,559.7844146478909,116.24176491908317,633061794.7294704,278.34735009740376,99.93547942692994,2904745664.6800404,2905098940.5110593,2905457900.58767,2905459607.36197,2905457909.8370852,549.7490467834326,110.64435443063383,222.08859459559585,130.242507062834,273.123050703134,170.44663043190442,523038491.55784404,191.26744645670476,1575.4997058577064,2904746207.4970326,2905098991.7457542,2905457793.4969654,2905458637.491527,2905457806.956371,330.0630752027961,131.12069978920533,194.58169762084245,164.6580334754343,375.5063745213262,112.87348719173653,635856843.7919524,257.3618031425007,244.08437917463428,2904746203.084595,2905099003.677478,2905458248.148195,2905460842.9765005,2905458248.9760838,499.81549832125194,138.98924310746173,143.1557710176282,94.68654170769359,337.1691339511288,253.59346710157496,705328953.0911357,505.11586039681964,224.8358739523978,2904746299.1177983,2905099257.185832,2905457688.2480307,2905458966.2969255,2905457697.409495,162.7537327036815,148.87362665034422,101.8278742647379,91.62778614547271,270.8433740054057,144.88052421924547,673117896.8427796,326.63297496025183,3362.709805015301,2904746035.323081,2905098983.7558413,2905457824.2984447,2905459627.2674155,2905457854.208574,248.1991771051821,420.44653073238493,406.69853045578617,68.0273380008262,97.62689045632575,140.1560107243251,286297402.44541353,317.94170737570516,83.35416147381711,2904746184.2978916,2905099093.054159,2905457937.1225114,2905458986.9450088,2905457964.74677,235.80689941997719,96.2394739097541,260.90922598017056,92.53719826214395,60.71042428742905,181.97786527321676,163273636.98485017
links,capital,helmeth,29563.98156820396,12809.756191669001,9397.572004387473,8470.455530118708,2663.349900767651,1491.1295336473163,1868.8021920701271,22698.71461889098,13690.721369490742,25698.165278557335,3977.1461457838905,2952.8677553344687,3314.515716851458,18298.443921540013,8292.224380884096,2211.744854384655,20999.25996767184,5703.453128520997,1762.065089153088,906.8094916971604,1101.3899339994257,17552.777805848822,4037.9112380026404,8715.711484166495,3447.4088699039094,4626.637636561481,2109.963551745687,19463.07543922026,6851.988993831258,30221.026868069846,2908.32032840566,6157.918949430146,1955.9845864309182,578.8349707380715,1737.128056900407,10147.487495863661,4170.545539440208,8211.721973389487,6105.531136420629,5776.036825808022,1844.8598169934571,12599.724369437667,10915.427196232491,3083.7885855973946,4893.848490741581,5293.669455895868,2014.83108226128,1213.1502526210168,118.61471020308103,15731.686342182833,7580.363082150511,3824.3430100009114,4035.51539847008,6774.028212845836,3211.9682963917026,16749.53447463933,16447.54908923669,4090.934410212062,1915.095885912385,14191.569976417959,1259.7621998073341,665.8370083016038,1063.8149915147624,5702.967770893926,4142.775803397398,3014.5166372288463,2088.3134678230845,8122.511398501746,1898.56720642549,11921.876797645831,9737.643885783065,97500.64908085974,8422.54918646907,7537.670424660881,1402.0272543762167,1436.096945512893,3287.640841313353,8970.974382664623,12350.850472603062,11987.130905389045,1634.8919549762923,3886.9883916168446,2566.525613498089,10935.492947090466,8269.100431940204,2410.5808559111356,7380.755931528347,3901.9708451471224,1500.2443153457903,713.0746866021343,2463.0996850718548,6295.233682437706,2437.8937205539605,9646.399641049746,3654.2581722867735,2080.7770369734903,1518.0279056862555,11369.373145429992
links,capital,home battery charger,54613.52694745912,20410.911054390846,216388.83620686852,3161034.7102381876,16635036.872516388,16632690.674628122,14540257.550273882,50921.36975139258,18344.010686787165,44575.10575768035,8383.564166545226,1094027.201851415,1185914.519732115,1096822.377104238,14609.047789417036,6940.077852166876,1458680.0558250246,8385695.9385683555,8381299.927653363,7020403.197615983,1946728.2192759481,29392.11330180032,7428.042225450591,15390.718925698084,7620.199694652582,2208581.7298526927,2204272.5628329227,2213172.286273673,11759.550685338683,58211.11170758402,1415429.447329715,8368744.849335129,8368345.972019094,7017971.286110266,1945337.3581410658,16802.796921308913,11266.99128407034,15870.604799267789,13730.593744958924,2454794.4326481833,2449882.3987558587,2454035.002531785,15384.495273856748,10786.375295507627,1365443.9641653514,8295072.753042983,8291834.564565066,6967087.106267167,1933564.9545659812,30632.611072447366,11705.025301020642,9473.22682080826,8580.61304898732,2473974.7518349774,2473439.698680507,2475079.937006396,29464.191039600126,11473.707236705905,1349414.1214468621,7843079.768434879,7833066.301651737,6515184.922727374,1858125.5911507949,10765.565276349917,9966.85263694801,6748.284734741229,5381.881759238777,2478513.7718203533,2472578.1743359566,2475396.048902754,21621.31304634271,250477.63488777485,1290402.2911444164,7379146.168719325,8045436.207484627,6765152.343947288,2185389.9021988343,17471.743098196333,28783.821739480845,34088.099540610885,3919.555434647513,2502698.4393332805,2500591.7493920866,2501977.089188429,18173.224821679603,6712.986435703272,1068998.100187431,8425275.351766512,8420194.71046384,7360727.576094053,1972648.15671124,14709.706149481097,7197.952448334136,22960.353676825933,46737.790362509986,2530499.5910879127,2530548.248544195,2531952.2921323697
links,capital,home battery discharger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,capital,lignite,17554059992.37819,9628259974.351048,5968515961.792403,5008635268.1517935,4262659947.6053877,783527508.2665243,783527508.2665243,17554059992.37819,9628259974.351048,5968515961.792403,5008635268.1517935,4262659947.6053877,783527508.2665243,783527508.2665243,17554059992.37819,9628259974.351048,5968515961.792403,5008635268.1517935,4262659947.6053877,783527508.2665243,783527508.2665243,17554059992.37819,9628259974.351048,5968515961.792403,5008635268.1517935,4262659947.6053877,783527508.2665243,783527508.2665243,17554059992.37819,9628259974.351048,5968515961.792403,5008635268.1517935,4262659947.6053877,783527508.2665243,783527508.2665243,17554059992.37819,9628259974.351048,5968515961.792403,5008635268.1517935,4262659947.6053877,783527508.2665243,783527508.2665243,17554059992.37819,9628259974.351048,5968515961.792403,5008635268.1517935,4262659947.6053877,783527508.2665243,783527508.2665243,17554059992.37819,9628259974.351048,5968515961.792403,5008635268.1517935,4262659947.6053877,783527508.2665243,783527508.2665243,17554059992.37819,9628259974.351048,5968515961.792403,5008635268.1517935,4262659947.6053877,783527508.2665243,783527508.2665243,17554059992.37819,9628259974.351048,5968515961.792403,5008635268.1517935,4262659947.6053877,783527508.2665243,783527508.2665243,17554059992.37819,9628259974.351048,5968515961.792403,5008635268.1517935,4262659947.6053877,783527508.2665243,783527508.2665243,17554059992.37819,9628259974.351048,5968515961.792403,5008635268.1517935,4262659947.6053877,783527508.2665243,783527508.2665243,17554059992.37819,9628259974.351048,5968515961.792403,5008635268.1517935,4262659947.6053877,783527508.2665243,783527508.2665243,17554059992.37819,9628259974.351048,5968515961.792403,5008635268.1517935,4262659947.6053877,783527508.2665243,783527508.2665243
links,capital,nuclear,92182733117.09099,92182719425.59651,93999305085.82497,93999262295.86153,93999239254.15663,90276457218.94109,77537892026.83836,92182715794.33595,92182699175.59798,92182756695.28648,92182686338.11641,92182685035.78471,88459906419.709,77212731767.27641,92182696808.8033,92182680831.42912,94020755522.65727,94020685160.26015,94020667302.32137,90297885143.90086,77559319334.5119,92182718213.56487,92182685644.52516,92182700920.0384,92182683519.10774,92182687288.87407,88459906228.7866,77198603805.81169,92182692407.2686,92182821140.89189,94021842188.76735,94021842726.50627,94021824259.80608,90299041109.0442,77560476416.43915,92182699932.47014,92182684600.37126,92182704973.69987,92182694980.2187,92182695483.55959,88459901912.01369,77172956881.46782,92182704190.35652,92182682678.58632,94024419904.10326,94024403107.6715,94024389937.73375,90301606841.26079,77563039675.17094,92182714638.14507,92182693057.97997,92182693406.97035,92182687050.84856,92182696392.64778,88459909994.90236,77172781741.5036,92182716441.19423,92182691779.73204,94036759434.20284,94036791659.47838,94036747880.84544,90313967134.87209,77575402091.93892,92182691716.50221,92182683624.80562,92182687719.51567,92182678571.68007,92182697143.93834,88459901865.6811,77171781535.9754,92182710189.3383,92183247462.28023,94063780298.2758,94063743651.93114,94063721012.04015,90340940758.7126,77602377035.51459,92182712214.35023,92182716417.78105,92182715842.57573,92182676206.95967,92182684942.618,88459904735.07268,77163630788.46571,92182720839.26598,92182682454.98637,93981716893.8228,93981684925.43309,93981674968.4464,90258894010.9652,77520331158.1707,92182711615.9959,92182683387.64851,92182710720.3192,92182682074.7855,92182677566.77159,88459898234.80748,77163941868.23659
links,capital,oil,1224642309.6489162,83005009.99509497,51121464.15709441,43412175.62820232,15748849.46524094,,,1224642309.6489162,83005009.99509497,51121464.15709441,43412175.62820232,15748849.46524094,,,1224642309.6489162,83005009.99509497,51121464.15709441,43412175.62820232,15748849.46524094,,,1224642309.6489162,83005009.99509497,51121464.15709441,43412175.62820232,15748849.46524094,,,1224642309.6489162,83005009.99509497,51121464.15709441,43412175.62820232,15748849.46524094,,,1224642309.6489162,83005009.99509497,51121464.15709441,43412175.62820232,15748849.46524094,,,1224642309.6489162,83005009.99509497,51121464.15709441,43412175.62820232,15748849.46524094,,,1224642309.6489162,83005009.99509497,51121464.15709441,43412175.62820232,15748849.46524094,,,1224642309.6489162,83005009.99509497,51121464.15709441,43412175.62820232,15748849.46524094,,,1224642309.6489162,83005009.99509497,51121464.15709441,43412175.62820232,15748849.46524094,,,1224642309.6489162,83005009.99509497,51121464.15709441,43412175.62820232,15748849.46524094,,,1224642309.6489162,83005009.99509497,51121464.15709441,43412175.62820232,15748849.46524094,,,1224642309.6489162,83005009.99509497,51121464.15709441,43412175.62820232,15748849.46524094,,,1224642309.6489162,83005009.99509497,51121464.15709441,43412175.62820232,15748849.46524094,,
links,capital,process emissions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,capital,process emissions CC,1137.1869571491081,6449848240.145766,6449848549.0267935,6449848453.934392,6449848320.777369,6449848272.402661,6449848274.264271,947.3170923549736,776.7650415412991,3794.1180202772716,720.2606462994119,4753043175.211818,4753043303.673612,4753043338.692579,257.0269353002655,915.3924425624726,5898060575.231613,5898060721.559568,5898060643.410496,5898060600.061741,5898060590.664021,542.2249479080666,185.55765046299598,381.83943784225704,277.11007254757703,614099025.0859184,4246951535.373196,4246951735.9833927,230.12175580070863,8606.65119259571,5898060441.972303,5898060598.819383,5898060507.675841,5898060452.270096,5898060465.530347,335.53691107831634,257.3218998517476,207.18272749527276,334.8476379254575,1682.5347304318839,4191124203.4023213,4191124335.7195845,486.648960872759,731.3517686973925,5898060455.322422,5898060596.546799,5898060584.936578,5898060487.991317,5898060456.800703,473.96730770914,179.863597371471,299.57692673933724,133.32376444225537,874.3841107282931,4191124027.821072,4191124189.626354,675.0407535220736,694.4959070827376,5898060437.102501,5898060841.312006,5898060500.5354595,5898060451.216834,5898060449.077144,200.99042989266638,140.42028588025534,140.68448870371253,138.57351088748823,550.0439562377311,4191124252.6184373,4191124374.263385,317.70619263839336,7726.101659967977,5898060456.117468,5898060619.991785,5898060519.558092,5898060486.161451,5898060502.208144,320.4104898369096,561.4824648218122,539.1288681897312,65.76960995946523,162.0392981897749,4191124115.7874775,4191124257.930089,465.777643545427,136.39684495371094,5898060448.333565,5898060677.370819,5898060534.955141,5898060458.335766,5898060483.54608,357.498190480134,126.14152290094725,451.73653502567026,135.21223160438382,63.52053267576252,4191124188.0071716,4191124281.262655
links,capital,residential rural gas boiler,16753377484.152483,15132477550.90026,12817142113.140863,10501855207.709986,9473404419.933258,5964372540.977665,5456773805.214213,16753348950.026989,16819853291.415777,19695810868.7717,18847259613.506496,21957421492.949024,18715180755.945717,16334945092.93241,14003638851.536085,12327262020.333963,10011953478.091051,7696659542.886602,7358843774.784979,5931747604.3573675,5370629526.075803,14003625290.498968,12388498565.455885,13020906204.121342,14239320155.670443,19016804920.95645,18137781014.312237,17437772064.716373,13950466393.36631,12299007110.12217,9982623616.067791,7667339371.214489,7333328695.773895,5931874108.392657,5351072094.418667,13950436775.110857,12363076624.706732,12808371379.443794,13813997198.156244,19015471022.98379,18194486702.065075,17466008142.869106,13851589394.909185,12222845287.999872,9907104130.837904,7591819914.4318695,7270108465.924013,5932542761.486557,5327148726.87491,13851613856.356874,12238279833.028568,12646737070.902842,13656405473.97534,18984269778.389458,18203091344.035156,17501967399.2136,13969830489.766493,12302307977.566471,9987008805.535954,7671733889.226389,7329395405.158137,5908522527.730388,5346812442.442951,13969790745.637081,12252091309.12235,12688823386.830435,13672912255.869392,18970740035.05348,18202914578.52811,17605442484.461025,13612345081.840399,12112237566.763296,9796710141.955988,7481423524.858471,7021662861.053587,5935560718.916234,5336932579.097325,13612260474.826859,12115958032.854818,12099922444.537668,13273474174.935047,19068571385.806583,18419893803.98431,17600836725.74369,13363629435.961943,11990546309.774633,9674579638.952038,7359292533.688778,6868787746.882416,6053606003.769443,5335487755.494916,13363645623.906261,11990547888.670927,12003888562.00822,13134323427.106903,19035120130.366627,18515487344.583927,17573943610.171577
links,capital,residential rural ground heat pump,3997423711.191612,9822762866.482132,33104666911.052887,34539168432.89894,35923338307.86402,34432514712.125755,29376360520.252083,3997631222.619523,4063083871.3240275,4666171945.015542,9077740219.445398,14042880136.36144,16659102528.981602,27767859100.525597,11093987221.123926,15726319729.98936,34602660949.6937,36049592640.7663,37229678755.82556,31465896668.130375,28316248829.21888,11093953151.38079,14360232646.58855,16511280490.954224,18001944148.5765,19221411002.630695,16157314254.54592,27388124082.77539,11031883754.913988,15667170545.40715,34609579455.41361,36076865987.40254,37249168596.383804,31479025931.606037,28359418942.45694,11031877498.664549,14465050819.665857,17012371214.653044,18453473996.189514,19507894762.667362,16133090248.521343,27436311208.88154,10934680274.48685,15619212451.211275,34655930030.61011,36143838677.114174,37337866773.249115,31523283170.65708,28397678396.976685,10934754223.430029,14614039198.612862,17216775881.32077,18629900561.87125,19654863661.34028,16204104722.31805,27443128243.12135,10696849641.88315,15555915679.977013,34604522420.907326,36086616699.43313,37226449250.46124,31589330318.426517,28447998017.503872,10697014570.382956,14422203276.579811,17083077682.755095,18538242467.826004,19615399081.256996,16204233966.439594,27439984036.458225,12340511706.766983,15696438193.322678,34663078056.62556,36133221304.45254,37361081534.183975,30906251079.561913,28737950370.526707,12340590507.46656,15085258426.75799,17566581451.974167,18875388606.68138,19804037124.104774,15911328709.435833,27405319862.05242,13183341117.291553,15296945660.835907,34784337321.625465,36228300819.32401,37455236080.6597,30708276481.01963,29110904991.15919,13183391092.672226,15296903174.627775,17451657857.120075,18704468333.92571,19631242034.24038,15528701778.843533,27364242621.53583
links,capital,residential rural oil boiler,2103716908.7206748,1665411018.769523,1227105128.8183713,788799238.867219,,,,2103716908.7206748,1665411018.769523,1227105128.8183713,788799238.867219,,,,2103716908.7206748,1665411018.769523,1227105128.8183713,788799238.867219,,,,2103716908.7206748,1665411018.769523,1227105128.8183713,788799238.867219,,,,2103716908.7206748,1665411018.769523,1227105128.8183713,788799238.867219,,,,2103716908.7206748,1665411018.769523,1227105128.8183713,788799238.867219,,,,2103716908.7206748,1665411018.769523,1227105128.8183713,788799238.867219,,,,2103716908.7206748,1665411018.769523,1227105128.8183713,788799238.867219,,,,2103716908.7206748,1665411018.769523,1227105128.8183713,788799238.867219,,,,2103716908.7206748,1665411018.769523,1227105128.8183713,788799238.867219,,,,2103716908.7206748,1665411018.769523,1227105128.8183713,788799238.867219,,,,2103716908.7206748,1665411018.769523,1227105128.8183713,788799238.867219,,,,2103716908.7206748,1665411018.769523,1227105128.8183713,788799238.867219,,,,2103716908.7206748,1665411018.769523,1227105128.8183713,788799238.867219,,,
links,capital,residential rural resistive heater,1178538634.2488384,1131660913.6589875,1049205063.8882915,1034450626.8951175,1403708097.0944912,1513995197.671649,1474219708.247572,1178532811.3692408,1194784042.7612767,1238072907.8019948,1330853902.9259639,1311998994.3368487,1212344457.0771499,1042743651.6148963,1156073530.734106,1153517080.8134093,1092342682.8037937,1089243178.2244275,1501602892.4946098,1632048942.9483156,1541925781.0105467,1156082217.2368908,1184843914.7314396,1221493306.4114175,1278655368.058251,1301456773.7152715,1289757064.5347807,1106660458.3486357,1160322117.824009,1159035666.987113,1095634625.2184553,1092317440.6960583,1503836346.773403,1631610232.623226,1540657246.1383755,1160324848.1907763,1182821846.3793297,1213990637.2098951,1291165935.8691664,1284156528.7971442,1278926315.2766736,1101976718.9827397,1168519802.201374,1168570279.1254818,1102383255.2440464,1099226695.4569037,1506382228.5695531,1629564973.467798,1539410162.8759058,1168512660.8922691,1187986805.695796,1218487102.7106419,1296947295.0034795,1278807067.4055145,1273116048.6826274,1099276131.0450017,1161827494.5256429,1163212409.5678966,1095180638.1732981,1089477839.8129113,1502004550.295625,1628388958.4872167,1535532703.851273,1161809587.457035,1189742836.4255328,1222581471.2013369,1301429840.994382,1282083295.9652233,1272620074.6218946,1090453362.5814257,1159202587.706157,1174725977.5263016,1101331731.676534,1097300430.4683573,1514584212.5899386,1656618296.2137413,1554506098.2751677,1159206138.2270873,1187637917.1403627,1256638884.8144293,1324663368.0813785,1266195698.8443763,1257310386.1328309,1074582423.791718,1180670121.8378448,1199940933.3106318,1113907445.7577214,1105695448.652324,1522145866.446565,1651293165.9783492,1549274598.5354471,1180659281.008511,1199942482.7317066,1275982054.7048106,1349662523.3112726,1282666134.7292821,1261724455.7698193,1087808854.4817889
links,capital,residential rural water tanks charger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,capital,residential rural water tanks discharger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
