cluster,,,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m
co2,links,OCGT2,0.08480022766010546,0.013748614151415438,0.0014129442586552098,0.0007335970500492228,0.0004520434713725429,0.00013686318279875634,0.00029407060413060986,0.06989537761340892,0.04929471689968407,0.05274452624172705,0.005580850143946958,0.002622011717459936,0.0023658569059147295,0.0009091754057764832,0.012469775029734903,0.0025332935559008157,0.0025881598752244654,0.0006847335740705273,0.000330801160082609,0.00011986308737038545,0.00015718036057902607,0.02432670528775748,0.005582874124410033,0.00643259932167544,0.002950011660435796,0.002912911021608634,0.0014835759157570175,0.0013602258926524607,0.011668244304156672,0.021302825609432106,0.0005438969065552333,0.0007708062416671752,0.00039632091881338044,7.211115113742968e-05,0.0002555404669376721,0.01431943017325635,0.006737735662818371,0.005558837029746416,0.0047252765806127615,0.004735404600795986,0.001404041746762581,0.0008632667518176725,0.017929189511418336,0.0041075135305996945,0.0007972408811444934,0.0007151614213358777,0.00047279696366757574,0.00014878953031057142,1.3532253522383293e-05,0.026448512934733322,0.00760924301423986,0.0037693532922361793,0.003556760182530541,0.0047412578604951105,0.002411744015901033,0.0011034116189726452,0.0204876741660949,0.004587244544341007,0.0003777831390265145,0.0019583582218288143,0.0002687984344961903,7.549490032786457e-05,0.00014924559392987755,0.00903214759752909,0.006592167895895137,0.002133769019051703,0.001801601121377089,0.004758881047861254,0.001416317715636051,0.0007702138588542757,0.010914967317747354,0.08594491589008736,0.0014110705170211962,0.0009095177222043244,0.000279112401988874,0.00016282263608433271,0.0005233658592257507,0.010562518330659566,0.010144184435419114,0.009047270669313155,0.0011779227647597443,0.0021198494662802024,0.0012683963323594392,0.0007288877846219311,0.00868468429907025,0.0033553892714445633,0.0011405926735590312,0.0007843027005926603,0.0003125360560730954,8.482491780910019e-05,0.00043870514656108923,0.006528322494279006,0.0038166008671667176,0.008168261820332118,0.002806886342886639,0.0013430445982164259,0.0014291696824711819,0.0006381021597340302
co2,links,SMR CC2,0.004077002000712793,0.008891476686404118,0.00010089029550562766,8.668861045265603e-05,6.288570741498333e-05,8.620837501409295e-06,1.1902792935676425e-05,0.0036082937557785607,0.005919971401349809,0.01221976596654991,0.0020364971556146253,0.0011108382809149843,0.00037945158065305303,8.463547009864264e-05,0.0008995912508739273,0.0006408338550804325,0.00032366661472022444,6.793437621578252e-05,4.068925386633751e-05,8.538567256288102e-06,6.493878225014753e-06,0.001764363423385453,0.00045186750245493817,0.0008931714475861447,0.00040903436793825865,0.000680603325223679,0.00026649324521263505,8.448034417605154e-05,0.0008386303647750302,0.007314567458296449,8.14396130659159e-05,7.661643770337902e-05,5.465631294478586e-05,5.074745774854308e-06,1.0850572590047174e-05,0.0010376371423000998,0.00042944843666801666,0.0004841950544923211,0.00044088997145183523,0.0008874614389149292,0.00029826711226754125,5.830923658253285e-05,0.00107301959853549,0.0008308526491985972,8.237357536992008e-05,6.624241447748218e-05,5.0354333624860234e-05,9.902037307699896e-06,6.477377086633168e-07,0.0019739825335450645,0.000817107923334807,0.0003708466956167647,0.0004711239703492759,0.0008998202067594522,0.00048653291655851905,6.430662690031751e-05,0.0016269737681967765,0.0008629565336846002,3.450373221601638e-05,0.00022881871479205065,3.2030056662529984e-05,4.945105872550929e-06,5.116980447747412e-06,0.000698681831066847,0.00045603114139169715,0.00019638045921301927,0.00018066938684577297,0.0007518324351387434,0.00033427829177331046,5.631183599535997e-05,0.0010472763423422233,0.01384839253681035,0.0001571318056037644,9.754366726621087e-05,2.83464830270004e-05,1.0593268303610003e-05,1.855081968397198e-05,0.0009668418109531937,0.0010155169204225784,0.001023550332333479,0.00014904626629576922,0.0002852394355285146,0.00041223061842313944,5.0695354722361634e-05,0.0007329854005717434,0.0003181092184687763,0.00013752362830646598,7.278344308535977e-05,3.34043210075227e-05,5.5365746934800035e-06,1.9550733395396307e-05,0.0005760875444704611,0.0002814746873895952,0.0009809676701159164,0.000435571181419178,0.0001611284028453658,0.00029743668238197893,3.972374640957116e-05
co2,links,SMR2,3582.3929389696314,4757.758482894938,0.0028688976939251097,0.0021740499690084602,0.0010721688616271308,0.00039039792038016006,0.0003695390887742305,3582.386099069917,4802.179025251708,7724.605897173172,10263.755877398993,10464.902535698608,1354.2057465041316,0.004143190388237163,3582.319329586719,3373.2194692513276,0.00483168488150306,0.0014159369603975937,0.0009276863236470126,0.0002557011360677391,0.000155345683015186,3582.319203804846,4217.190973904574,5726.933556064413,5866.895313950864,5410.26264724431,2603.2571435797054,0.0058317183866174694,3582.3138292025283,3366.0909087438718,0.0013635398636971836,0.0017385451898494018,0.0009623746700576822,0.00017040208315650826,0.00021028420511926075,3582.317846231081,4223.9536239537165,5342.843473533789,5536.984591209318,5785.434091290548,3136.3549037800262,0.004040260859650721,3582.309933998771,3416.000610089724,0.0022031350941776997,0.001691018419255435,0.0014832475528013716,0.00032802642276560527,1.4493086285159204e-05,3582.318829612696,4230.836419486573,5128.042038499552,5389.326800809546,6245.862891457558,3351.219412250927,0.005561050695458165,3582.319162464561,3487.5115256767776,0.0009993203660472896,0.003641746659989115,0.0007111261481977779,0.0001820441327966481,0.00017864104047745423,3582.3135382332457,4245.56428919354,5132.318406822017,5332.23035468609,5927.637417990321,3180.7995132160863,0.0036928863741917456,3582.252845551156,3599.9763321448586,0.0031645613562021027,0.0018358545918517463,0.000745884752982845,0.0003644795730620373,0.0005221013095524894,3582.26553025238,4096.130143377106,5078.7891798029295,5631.467758337244,7886.666466445801,4761.787346708219,0.0034010412474542438,3538.713759668319,3690.0859721940406,0.00235065531421353,0.0020854882355193687,0.0008247514183862861,0.00017286209475903168,0.0004734986263796761,3539.474288688346,3689.162671881425,4916.118384395608,5743.52755885954,8217.996597452406,4991.644977014736,0.0025602193816914435
co2,links,biogas to gas2,-0.004015681147575378,-0.0006690442562103272,-8039.066504951901,-8039.066483095554,-8039.06642251271,-3298.9293606353162,-0.00016872253362680827,-0.0004580110311508179,-0.000985574722290039,-0.0032375905238665303,-0.0016636172290919538,-0.0001883089542388916,-0.00018285003075336969,-8039.066593396664,-0.0002743737767207251,-0.0002351126836298867,-8039.067025690921,-8039.0666698038585,-8039.066378864602,-4065.90087645854,-0.0006083520736533194,-0.0004461364230256065,-0.0002915465663577707,-0.0013444721698760986,-0.004810303449630737,-0.0005052804946899414,-0.00017531389724931962,-8039.066532242691,-0.0001941542445432528,-0.0027202925961696614,-8039.066511394902,-8039.066655909822,-8039.066334438202,-4070.850772804926,-0.0008284169147959639,-0.00033880129394692736,-0.0003213644027709961,-0.0008535933238355616,-0.007043570282315361,-0.0003078805049354437,-0.00017166733741760256,-8039.066557549184,-0.0024496857311508803,-0.00034714639186859134,-8039.066538318992,-8039.066607845895,-8039.066505572809,-4082.746660690508,-5.8207899797016525e-05,-0.00042215585708618166,-0.000360482931137085,-0.00026537790447296307,-0.0008724778890609741,-0.00046977996826171877,-0.0001742698626832661,-8039.066543054271,-0.00043026810066602557,-0.00036554038524627686,-8039.06648022612,-8039.06703106165,-8039.066468222151,-4045.181974816969,-1077.1990951959265,-0.00024283528132738408,-0.0006179541349411011,-0.0002367435638516615,-0.00014364123344421387,-0.003109234778091193,-0.00010520195797429323,-8039.0665033020505,-0.0005294945124222907,-0.003554502627652019,-8039.06663851142,-8039.066647931933,-8039.066450644512,-4218.833523533628,-2479.2223480132143,-0.00046558149594722384,-0.0008538133645309264,-0.0004090845584869385,-8.029845886648016e-05,-0.0002131938934326172,-0.0002089582307714966,-8039.066575529863,-0.0004947835053250014,-0.00012226104736328127,-8039.066669291258,-8039.06658461988,-8039.066377840256,-4276.310259260301,-3650.83771971626,-0.00039050891685199767,-0.0002473130453466425,-0.002088606357574463,-0.00041738524867049407,-8.687606452789858e-05,-0.00012058597447089139,-8039.066477209807
co2,links,co2 vent1,0.01991800272930099,0.0010954973595632756,0.00019801534016923776,0.00020135109761187535,4.3669172840534946e-05,2.853676895354378e-05,0.00010834967721057079,0.03664386179541962,0.01798765612813757,0.008639762540905519,0.0011768344072838437,0.00038292915567731653,0.016545755997154146,0.00018697270267867586,0.030174232253620377,0.00018414388415495048,0.00023343567288882698,0.00014433054432687255,4.46825398459061e-05,2.2525905291279426e-05,5.17480527893013e-05,0.05160025260709084,0.23926777631787907,1.724726437711349,0.0014041262755888281,0.0006404105932322827,0.0006044214764676847,0.0002714175128144915,0.03309061832157538,0.02341753754781249,7.028297891046373e-05,0.0001124287922380704,4.133521120040194e-05,9.384250162902268e-06,7.975996324161598e-05,0.03543601591902083,0.6604288117845925,8.063264713676736,2.9134810945343173,0.0012134248933159968,0.000246317793508511,0.00016316814515067544,0.9241452523148161,0.000320975453990583,9.233156101757596e-05,0.0001223237630569312,6.499009929730406e-05,3.298621263051369e-05,4.058067445267556e-06,0.9534521610564528,0.6075875189280673,1.0855747894012509,0.23397578091075602,0.0012141373689098659,0.0004972911768991617,0.0003001754478283836,5.701589721092385,0.0008700898718516426,2.0645646936362584e-05,0.00019861536905952968,3.441705249640392e-05,1.1920529732208471e-05,7.409737579708047e-05,0.456354892155665,0.07906358567254304,2.833924675832548,0.1076923101082339,0.0017561477977522024,0.00026614677621216267,0.00014174257542753335,0.28064343669931624,0.03359744741842877,0.0001584623436485663,0.00010236495742982634,3.65013152047755e-05,2.587336852292319e-05,0.0001839461795949771,0.047928378294228635,0.10909981793233262,1.4883038670107607,0.143097294220971,0.013189469238024666,0.0003374891971316357,0.00015033295763364497,0.0826977594609267,1.0789662603258185,0.00014396351374936715,0.00011565515738330419,4.342358691262005e-05,1.2423638752533203e-05,0.00016166597535934452,0.06860589502753438,0.03428380099870146,1.9934654135038135,1.671276718692398,0.07907196135756482,0.05259360823538688,9.845908074188978e-05
co2,links,coal CC2,0.0026186635251734306,0.001437502429488998,0.00024337994844982495,8.807464470458395e-05,3.356725249215739e-05,1.823952930847041e-05,1.7898284765812995e-05,0.00227814492469051,0.003580417872651111,0.00854180392197199,0.000944431402269567,0.0003898874205543006,0.0001133116244391484,5.6917009024547376e-05,0.001505056349636696,0.00016151361719779107,0.00041928680469471526,7.948129115841713e-05,3.9219504755686147e-05,9.204229748179008e-06,5.9455379232694985e-06,0.002528427918859837,0.0008693088757797601,0.0016410549464248173,0.0005168012478621646,0.000242154898306296,8.726983099656174e-05,9.150272719569384e-05,0.0004976924375951051,0.004237225037697845,4.0782146085400074e-05,0.00012045475107141355,2.9855723022145272e-05,3.640696595283715e-06,9.027170845629302e-06,0.0017570551061447388,0.0013754342055668832,0.0020245559618821875,0.0009989572355275954,0.0006169454835745925,6.249685888286555e-05,5.352900553857648e-05,0.0007189039399233736,0.0007529188149292135,8.438139175018133e-05,8.334415478386795e-05,6.268747303041355e-05,1.2764346897437186e-05,5.404883094170155e-07,0.000731688326393823,0.0006695981403628062,0.0003558279164160389,0.00041979588097219574,0.0002892306726572846,0.00015843647719786645,7.296874575541887e-05,0.0016285142269793114,0.0003408294998683765,3.77189966554807e-05,0.0002246653581635029,2.319449580427392e-05,6.8017949062717305e-06,6.60787389568115e-06,0.00039640989964690517,0.0003253030563084671,0.0007602194264384407,0.00032641849512747616,0.0004031207385353216,6.49426640959351e-05,5.0877785573792724e-05,0.0003699564522663564,0.0030229498452452874,0.00021782027778634864,0.00010382747107928796,2.714987319098182e-05,1.275654268314915e-05,1.8557484782642444e-05,0.00030819572225851427,0.00045770782297571136,0.0009022924548036707,0.000203432071796981,9.223882705249616e-05,5.126225433595465e-05,4.57194846590694e-05,0.0001543387080171832,8.624224439727724e-05,8.370002003255976e-05,0.00010145474937439544,2.3411656849598974e-05,2.9046742301540717e-06,9.687329944923981e-06,0.00011964123756143427,7.229222091486418e-05,0.00014738880374925585,5.67643818507739e-05,4.962737464869695e-05,1.934247872045424e-05,2.654841170997514e-05
co2,links,coal2,10664.89610851792,0.03882774752052502,0.003962434994690338,0.0015999030256490816,0.0008078530487124093,0.0004584294215629659,0.0004578904265307667,10794.499193264252,28656.505729033957,0.3572019272079541,0.02232041537586017,0.009895622280618901,0.0047384219488438035,0.001143522541338923,709.5090295206566,0.008862797692178513,0.006183853005650637,0.0013192455660613882,0.0008666186686925508,0.00024831665064599677,0.00016086560082959484,721.2947660441048,2237.050884746071,0.09586165057430665,0.017035739278533246,0.01045731263079595,0.0034684805840189,0.0020370948612623064,724.0381275262077,0.10631876979439948,0.0007936352473936121,0.0017834592675138319,0.0006768938208494767,9.973288984533038e-05,0.00025066066724128657,719.9551486865684,1750.58702185705,0.09340711138970957,0.0369268868838163,0.019991567234927912,0.0027600551179008453,0.0011770113713438916,701.1205847106326,0.019763726063247382,0.0013697492062846538,0.0015417323075619317,0.0014000685534666611,0.00034300808107087517,1.4308401847928586e-05,739.0593109777847,1457.2436433476253,0.04699912846760518,0.025479738432968517,0.011762299383167207,0.005189354612876769,0.0014938718260756828,90.91850209941263,0.01662244165056141,0.000622343952789084,0.00339956517358008,0.0005456803704716922,0.0001747912333880123,0.00017189694681772193,55.5268355968992,0.04702166532920281,0.02439862116226015,0.012501378070393056,0.014672387268380702,0.0024126565802627133,0.0010254766054192716,0.034067519701013904,0.20122679089865977,0.0031935742618610665,0.0016602562956572636,0.0006483328453206578,0.0003365215233795402,0.00048147150826043604,0.03081517164339196,0.03219556785146981,0.028877119083512034,0.005693327118634394,0.00563634405827354,0.002212108337136497,0.0009551500562662245,0.010578533922533948,0.0033252446673948935,0.0015079026497700446,0.0017526155320767756,0.0005984705482297803,8.56845682688716e-05,0.00025786622395557,0.00792651162504791,0.0035492225569804994,0.007553343780011886,0.0021708625892442168,0.00178864408305629,0.0008171147289170199,0.0005820318265253355
co2,links,gas for industry CC2,0.000117175986172087,0.0002514114088881705,853.0028100951649,942.4523715101088,942.5284182659822,368.80589355527235,1.0807552064750593e-05,9.898282421088916e-05,0.00031697310999118246,0.000605111265619446,7.753014344346828e-05,0.00010127439111517637,1.4946056418268612e-05,151.84326863847437,4.8439492044034764e-05,1.9097199363379565e-05,964.6876690212438,964.7893593910418,964.8272387445589,377.89484805217694,4.6140018609445186e-06,9.455624736485036e-05,1.506357574894767e-05,2.5058118646269258e-05,2.1293909854275676e-05,3.109459753179011e-05,3.025549797182809e-05,125.45358531737335,2.832607078537038e-05,0.0003490940202716685,964.6879179307799,964.7893978487268,964.827369219853,382.03538072044523,6.708857601541029e-06,5.750853887981004e-05,2.0053756603719454e-05,2.7390067720709357e-05,2.837091214084882e-05,5.788316335078066e-05,1.6571050181553558e-05,152.51368181524978,2.716347746083057e-05,6.025313273437509e-05,964.6879088134676,964.7893888535361,964.8272761221817,385.2662078783623,3.60139622538616e-07,3.085164417520943e-05,1.6766756694642772e-05,1.2432906184213087e-05,9.455680306331307e-06,4.522433435057519e-05,4.2271977633192746e-05,169.17693943978935,8.503222248992889e-05,4.958080909176314e-05,964.6879498037404,964.7893346992711,964.8274123659984,386.3530208934555,6.0494652091396645e-06,1.558861361168379e-05,2.2919393295027678e-05,2.1314666874148506e-05,1.5434363418078737e-05,3.398679539713987e-05,2.2687689482263585e-05,161.4509478277174,3.213612484767642e-05,0.0006187966386235356,964.6878395522513,964.7893611972055,964.8273313920674,388.8268022101302,1.5000871579635159e-05,2.715271184008286e-05,6.709792591506676e-05,5.136050391875369e-05,1.1864690876266659e-05,6.350790773538183e-06,2.2082730314026752e-05,68.66996617198126,5.0898155871591655e-05,1.4474606694957252e-05,964.6878745452253,964.7893772939484,964.8273326939013,395.7947157124005,1.4558082279778326e-05,3.716895117031605e-05,1.2070149423998077e-05,2.313533650838372e-05,1.0138719549972538e-05,4.55287052884294e-06,2.575450478637434e-05,39.162052382912
co2,links,gas for industry2,8681.962212407314,8681.960990074542,1005.1664381270108,0.0003565521315910744,7.534457557342993e-05,2872.756802767237,8687.214481206864,8681.96229531615,8681.959721008494,8682.185150791178,8683.332395474743,8684.70134800119,8686.072763042213,5954.035766713037,8681.963009380923,8681.963269484708,0.0026791690121172,0.0002723742682342225,0.0001050075654805772,2781.0427888631775,8687.214546983449,8681.96255609215,8681.963308967484,8682.191398878686,8683.333052535701,8684.702404262542,8686.072505651191,6429.050059227376,8681.96319422212,8681.960184253801,0.0005061519128503278,0.00022349017176061595,7.274178958296448e-05,2776.7167286763433,8687.214518557394,8681.962905829416,8681.963241901436,8682.191396151471,8683.332937445415,8684.702125326572,8686.072719526881,5941.968322456455,8681.963109006156,8681.962922436798,0.0005810389717225917,0.0003155427716761325,0.000129329473954136,2781.622099858044,8687.214606302847,8681.96271262408,8681.963296799424,8682.191489397039,8683.333183477296,8684.702298137438,8686.072241248292,5642.029667084774,8681.962623928632,8681.962995359116,0.00021722847013734282,0.0006821285498668893,3.889377114084445e-05,2741.1908432291316,8687.214526445166,8681.963238588889,8681.963220946775,8682.191552259992,8683.333132994834,8684.70255008801,8686.072605907875,5781.097541593794,8681.962943899618,8681.956249856155,0.0011616999981924891,0.0004032363419864801,5.658734792140692e-05,2678.1665996027987,8687.214403494105,8681.963122188363,8681.962689829894,8682.190976374975,8683.333193950117,8684.702997547367,8686.072647307743,7451.155217762808,8681.962866705426,8681.963328432472,0.0006875308463349938,0.00037578072218083503,0.0001223437941636658,2061.5459194584305,8687.214400652609,8681.963037118388,8681.96330197513,8682.191369744161,8683.33316730659,8684.70307654892,8686.072444190682,7982.297649848791
co2,links,lignite2,58487.860921939064,0.012256597710513168,0.0006850224548419003,0.00024754912413713824,8.485830240456095e-05,1.8370887828705094e-05,2.3942283686089653e-05,58487.65759256279,34179.9251694547,4300.803583528776,0.004242822005005275,0.0013315543674085949,0.000303446767406853,8.709613919869597e-05,56467.24145400256,0.0034291506195999275,0.0009741458884515368,0.00013642701795464236,8.408019043883219e-05,7.378563153963671e-06,1.1397183038260195e-05,56467.58089233267,25088.524118099347,5972.30778668038,0.0037323914240653647,0.001411287807871723,0.00020241261789701062,0.0001825656576958215,56612.63032810639,0.02952562430030442,0.00021189208620324223,0.0002572378517205246,9.020276364592883e-05,5.826730610955213e-06,1.584558729695286e-05,56615.17550371237,19220.637673872774,3158.9459127377354,202.3334996026209,0.0027040083741199372,0.0001623599350585087,8.07838264295838e-05,56863.89770744924,0.006601689061170244,0.00031469558671532084,0.00017288452430847315,0.0001410973482725121,1.8996738908063803e-05,6.108145897468201e-07,56863.99325119889,11750.559818086418,0.2270201902301326,0.05328325736335678,0.0022655255820161124,0.0002838539515783961,0.00013472022335623537,25277.26766360194,0.006743253203968439,0.00014778870916043154,0.00047481365006679546,6.657363080709536e-05,7.869798230217482e-06,1.4860265012657977e-05,25575.249186273573,948.3177088781797,0.026088166634830712,0.010064222588459704,0.0025385182709319496,0.0001665758178844031,7.849075872863449e-05,0.4526996112350949,0.1190454078640856,0.0006046947896248527,0.00028313200012892233,7.144260093238575e-05,1.6385050178574268e-05,3.6726184151564684e-05,0.33591448236673915,0.031972173204500055,0.02129550005477043,0.0032094941776836037,0.0016205590558344362,0.00017622734985070905,9.629640505864632e-05,0.009575661287128983,0.004344134718872937,0.0004256124833363203,0.00028908365276968833,7.664418202576536e-05,6.3386642102517996e-06,2.3597587387725266e-05,0.007297630217916603,0.004456899268592286,0.006044981100242247,0.0013268732559435959,0.0006016214663835677,0.00011789498913170816,4.838294010036236e-05
co2,links,nuclear2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
co2,links,oil2,0.012247874407536413,0.0017664986632434355,0.00021974896205652692,0.00010945168301621593,2.342956942307086e-05,,,0.009185417041268868,0.003183062022872903,0.0032272323922412907,0.0003342128267979275,0.000159102527457752,,,0.004974066333304477,0.0006758928419847266,0.0004383709979960444,7.402919868038174e-05,2.4904710743240616e-05,,,0.00979896240502704,0.001745777250501593,0.001206545768553944,0.00034503154831826155,0.00016017162730283034,,,0.004947626987348769,0.0037084403676844904,0.00012882168322629167,0.00010077687446416883,2.1864731734585108e-05,,,0.005942982028287771,0.0019039128306753662,0.001312170306516188,0.00045776482033100407,0.0002678503589675172,,,0.00843744201049942,0.0009394891641475694,0.00021549452286937602,0.00010057573647709539,3.91103616861404e-05,,,0.011020297789354665,0.0020234409088366098,0.0013511719489438774,0.00042726239651087375,0.0002516843984183432,,,0.008276345638844126,0.0012014859132725153,9.848786641269642e-05,0.00018768135336106438,1.595134041954158e-05,,,0.0044519036583845414,0.0020587385023694287,0.0007472960256533336,0.000269553587442781,0.0002444353608396674,,,0.006377803275322015,0.018352595005579102,0.0002907139730351338,0.0001125106242746177,2.1781228817867818e-05,,,0.006526728545116148,0.002587460065695111,0.0021817938979137278,0.00020587093318710255,0.00018018332980266455,,,0.006152572704919527,0.001188057215020091,0.0002132387115496881,0.00010455893666862095,2.2199761547823055e-05,,,0.00466535148734461,0.0014678261989049327,0.0016434908206334798,0.00040428033858996653,0.0001084569361322418,,
co2,links,process emissions CC1,0.00019174683178549556,1989.0397147458693,1958.789936740833,1913.2419960890725,1865.525102139349,1809.474877499614,1765.2967861032537,0.00018289552926060561,0.00021515097283318513,0.001208471303009006,0.00019612531531958778,932.7625008343128,904.737426427812,882.6483995245201,4.642267493339259e-05,0.00027449260093737217,1958.7899227823912,1913.2419987843657,1865.5251024459153,1809.4748800161128,1765.2967967141672,0.00010071105218362482,3.99013755938958e-05,9.153681041332895e-05,6.78643227325787e-05,120.51405472999944,904.7374039255271,882.650946582177,4.173710326331388e-05,0.00254915941887961,1958.7899520559738,1913.2419985600854,1865.5251043608368,1809.4748838224828,1765.2967914547512,6.43648651776159e-05,6.420475844201309e-05,4.497060274224836e-05,8.081897667450485e-05,0.0003166833845944688,904.7373848507603,882.6483996610949,0.0001036283061584864,0.0002121198096754665,1958.7899498446686,1913.2419972080531,1865.5250891239282,1809.4748782532579,1765.2968030631046,7.258766042004819e-05,3.4022827931881704e-05,8.471920289113075e-05,2.4487295486948855e-05,0.00016016756283455984,904.7373428284747,882.6483997747029,0.00013938567697495714,0.00019875845488835715,1958.7899520252322,1913.2419800443904,1865.5251024499867,1809.474882708489,1765.2967976339364,3.582788614737364e-05,2.574252284672632e-05,3.786821020280244e-05,3.1841247730596096e-05,9.431164928830692e-05,904.7373946797317,882.6483995608323,6.277161096694571e-05,0.0021204898816922593,1958.789942030773,1913.2419975539258,1865.5251021598938,1809.4748788680622,1765.2967826724635,6.088000571878984e-05,0.00013125608034947678,0.00013622517576313413,1.2249294401002936e-05,2.528159059640204e-05,904.73736640954,882.6484001475718,0.00010958999788861089,3.322304799867375e-05,1958.7899424118225,1913.241989864351,1865.5250961760792,1809.474883703923,1765.2967882648002,8.318904867180307e-05,2.833370292419185e-05,0.00011473022462720314,2.5513421817697766e-05,8.649683830413336e-06,904.7373816580492,882.648400286731
co2,links,process emissions1,20107.304226192966,0.013885579788620817,0.00018614908593733766,7.896548398460607e-05,2.9971780570044722e-05,3.1102393516168586e-05,0.00012080466411454251,20107.30447553414,19890.40934231827,19587.88863024843,19132.417758143496,0.0011532398239069153,0.0004056182029328221,6.443619459238801e-05,20107.305515728007,19890.408244297447,0.00032346262378268875,5.381317629546814e-05,2.6640836600456312e-05,1.986682276817232e-05,5.1557766659337605e-05,20107.30502540329,19890.410594505367,19587.898794973527,19132.419270118036,16244.970146615771,0.0008053361189320653,8.286040271870389e-05,20107.30554093212,19890.38606800316,2.589132054708898e-05,5.70544165004138e-05,2.183248778737496e-05,6.652142119857817e-06,8.571401762223383e-05,20107.305345430843,19890.410372256258,19587.899168821277,19132.419150093545,18655.244890615053,0.0011735426342056599,6.098156196912101e-05,20107.30518191063,19890.40884720087,4.748115679831244e-05,7.410480324837091e-05,5.75864134978722e-05,2.665479377108742e-05,4.404501404618791e-06,20107.30539213226,19890.41064478538,19587.899160022018,19132.4198063999,18655.248044505315,0.002024689249083167,7.432940156356892e-05,20107.304650820664,19890.409000163974,2.5016099243657663e-05,0.00015255570217608363,3.3586638883105274e-05,9.709921339502319e-06,4.948433887477779e-05,20107.305632762364,19890.41073156321,19587.899205353813,19132.41972752854,18655.249316512625,0.0009754663769854233,5.973458654858297e-05,20107.305493635966,19890.391193568208,0.00016369805598515086,7.247054679945626e-05,3.6822098196836615e-05,2.8441022935584832e-05,0.00019126954593967247,20107.305423541107,19890.41003048102,19587.898560511578,19132.41994299033,18655.250705547493,0.0015778334091010038,7.084402701170909e-05,20107.305230157184,19890.41064823539,0.00013539845531340688,7.394682483105358e-05,4.6591304759872776e-05,1.1538408257634639e-05,0.00012161225967314369,20107.30539424925,19890.41079743823,19587.898684683172,19132.42002788058,18655.250998514202,0.0015305291017284617,4.371208515464071e-05
co2,links,residential rural gas boiler2,490.369593341814,0.0440379156860027,0.005288092646879861,0.002816483881205502,0.0008187222407098146,0.00020866531515670184,0.0003462288824027154,495.0351983645413,1598.2329689846083,325.5429122252564,124.30767956640493,0.010664031482117883,0.00885088189701446,0.00234565038093756,0.029974465073741612,0.010142654575999676,0.00855823579475636,0.001888624291102562,0.0005224030884745197,0.00017274406950053086,0.00018056643662580428,0.05689927400271782,0.020331747951685037,0.02027720835428272,0.009208379167117746,0.0072610497633610075,0.0048018016709606755,0.003842637001710318,0.028136891163801303,0.0664456735325677,0.002072821138952028,0.0023705478732229104,0.0005769533749072096,0.00010487838612558724,0.0002771784455287706,0.03320967311574567,0.02353329490130891,0.023739109390515375,0.014175303584004588,0.01334279795816302,0.004031106398097268,0.002343379542888286,0.04337118111582881,0.015002251543328031,0.00342397396158871,0.0023757954738180737,0.0008573959323544335,0.000238599679201962,1.571440701673761e-05,0.06136219825119069,0.023934726676351725,0.017405003138193573,0.011044822995051991,0.011391557482748402,0.007169507112838702,0.0034432802639692453,0.04481929844272233,0.017637741325729355,0.001594721332672092,0.004787597322680149,0.00040306428670150196,0.0001278836161557556,0.00018203173073009653,0.024115286223273625,0.024037633713812935,0.010060435236686528,0.006648963898212173,0.012282174212712212,0.004616078775356098,0.002232082090057708,0.029572676840860856,0.28529854424220036,0.0055727956835643876,0.0027747947461112133,0.00047930371711012637,0.00025800709277407205,0.00058396619346578,0.029522636866728822,0.03013497843643315,0.032439556596393665,0.005373395476706563,0.007798882440930084,0.005447488390826825,0.0022754942510908372,0.02291827342188108,0.01274542316989,0.003894388783134163,0.0028893289902828558,0.0005620088390951689,0.00011613108765479383,0.0004908518018844762,0.017919975862348368,0.0148524603344804,0.028395710698191676,0.011336716954853613,0.004456971049809472,0.004883112001106956,0.0016349458258266122
