cluster,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m,37m
coal,46.952910271656535,97.86081729479919,521.1302300478806,456.9671832756123,476.75327315094603,772.2785603517783,629.9152387742665,46.952886545910445,42.98657343177773,50.744726631482365,105.1347232539354,333.939169345782,442.00973893033563,72.01043620001126,50.88067454463558,88.75672000243777,439.13800195661844,442.8298708401706,571.4030410305694,748.7045129973611,617.4288202596703,50.880567441808424,58.376577952756364,65.07539381066498,73.73936536173184,106.7015378476632,209.72454014949477,477.92128055984864,50.82071214769355,92.01696395884616,443.74709124236097,448.31502310606555,574.1407614887996,766.6898499016152,617.8826587392666,50.82066507230914,58.628672310089776,64.54025789318064,66.69364741611577,128.77828509936123,380.850831472705,72.25335777006049,50.74580232819946,96.83142657645489,451.4564113741706,455.7851552385692,580.2129537366809,786.3440191396234,619.5034190970904,50.7459189639547,61.083949340899295,66.38961215515151,66.08237000055527,145.5707647955665,460.78313917042414,71.98057463932393,57.18746436070239,104.89491302886391,464.3017263529561,472.3881989293105,576.2950121056105,799.1554745073481,605.6787009853361,57.18741792360087,65.15555055660884,72.13193379987023,71.64237103883211,211.3931247113255,468.32783739007425,71.04211651590059,108.60524576105853,153.61611187918228,516.3315414370367,529.5792236170266,633.2782478649505,862.5217123186349,678.4236955337631,108.60642186009332,107.07806067269975,170.75952843820994,283.5309013114549,416.34366555215115,468.78999643469234,70.06964858166084,250.22461797907326,265.988346582683,674.8451337339401,1076.9113315916723,679.9262888064854,840.9037440615382,680.4368363182994,250.29488634316496,265.98837515327506,309.2398036650001,392.7548845652458,463.41633001191303,485.8864880516351,69.05965072155054
coal CC,46.9045575537665,62.82729193512748,81.20293999113326,80.8801830539591,74.54256690514093,46.98638933444414,52.65260612878443,46.88042080934992,43.163191476061165,50.22500346417496,55.65566795537004,58.42308702829384,62.6336695001738,71.41005171565524,53.39130954956211,68.60785222664826,86.15958705583678,84.37959619059971,71.83388773550107,52.56232392722792,57.82709523949642,53.380083623461246,60.49101266335716,62.7562568485777,61.76335337063196,62.39192938645902,63.71574928994157,70.3519576241573,54.1584143418692,67.8429121707216,88.92354094828593,81.23586876375192,75.67070566043414,57.473536800584775,57.83649972283638,53.282298156545025,60.42260534181678,63.2735144271299,62.19628793070893,61.02908251842894,63.68907707143904,70.81796758261669,54.442890222126245,67.36173649922414,89.19686710325927,83.25524710181487,70.8886673629863,51.181415746649606,58.7277188515947,54.5526618735761,61.6776911733632,66.24163221277091,63.689984381125136,63.20721455633799,62.33434505892962,70.60914003337257,55.32607567173102,68.36023541276562,88.18751337346221,82.76177023535351,74.55444591698497,50.67061618778215,57.612923682229315,56.01361755415449,61.527239414184734,63.501150212159374,62.86839144471069,61.9768370636899,63.69157966118767,70.10812016221617,65.7986279781815,67.9613872683424,84.15246133735755,81.1725750432942,72.43759894152994,50.27797434198813,59.91561178633106,65.89165249048376,66.20090419346958,65.06539207307866,62.57701553222947,63.27082202389731,64.03787972605075,69.07945361454387,71.06522532387098,67.97972134635374,84.26486109632262,77.05254857556979,71.87556059266473,58.00474569266519,65.33713543756902,71.1037237847453,67.8227714856262,67.20117446271415,68.26933064654088,62.50423450754538,65.73286302464791,67.95359082296386
electricity distribution grid,45.99837552451732,55.314885234843175,68.2234734309278,65.4575084048407,60.41171650253595,36.104305460173585,42.11931090717019,45.99835578502431,41.80838931352822,46.9521794521269,50.810197914690185,52.91791818954858,53.662084783892446,61.580972085696764,49.70780383191865,58.39141415095053,69.19062965939484,66.08295985828181,60.70169222930653,37.0232833766773,43.26714075126224,49.70787068588941,54.006407654278696,54.88990234815015,54.43526937754436,54.684580482737786,54.43110382584701,61.57437895318719,49.66535380351507,58.4528060622329,69.20260901855126,66.0996027413397,60.7168986251385,37.00999241739562,43.26828641704434,49.665280137449116,53.965775637407965,55.41428431244106,54.506354500246864,54.516946076423444,54.164878682046975,61.53436228094985,49.61232166154365,58.52628772082019,69.22925608072269,66.1217518479385,60.73262342514267,37.0022276066885,43.28843482069877,49.61290235614065,54.1179195968434,55.615808529336086,54.55154138751274,54.362894036372964,54.066720237406,61.53799587255071,52.041672756797524,58.34045392793157,69.24734907442436,66.11583803905289,60.76894880476651,37.0418302853546,45.04000800172155,52.041811536354004,54.033452246995154,55.67667783349058,54.702678989820164,54.42352013691644,54.04152204017076,61.530606010329315,59.10994711601044,58.440060972041884,69.27963541014026,66.12362630426827,60.821682457521995,37.30986207534597,46.340937433230295,59.110376843253015,57.35242906816081,55.84719507007371,54.76456035168309,53.77713926864642,53.53055956497079,61.590132486144356,62.37504208866114,58.475460245372446,69.30294674819919,66.09723753746917,60.794476682561736,37.26371429635887,47.73942372218475,62.37496352833409,58.475487787331495,55.961949137219946,54.819896261823345,53.57286967457072,53.09025506372182,61.569051790210864
helmeth,45.78261110559003,53.8242596938255,53.60186007586686,52.11384289946614,47.88721804203042,22.275619739576634,27.374697995139154,45.76848873781158,41.301775358657956,45.30948400667664,47.144292005055675,47.153237318466566,47.56196944089976,43.24793610404072,48.19631494394316,52.451460659685075,52.269371806089474,50.86187121413695,47.10165095713442,22.354551710373038,28.477425032844273,48.356087664185175,48.35616370114921,48.784794840888125,48.67035025104735,48.95165164645238,45.05840624223829,43.352740168412545,48.689264734818515,51.4313109952901,51.66374943522661,51.05184390475322,47.85884421734638,22.26112924299681,28.34022115126981,48.14711444554044,49.83175325143412,50.104517079326,49.61093448319237,47.20088165291905,46.37327128542997,43.38382707956557,48.39979771060299,52.17353104534834,50.611954471309474,49.423672376025955,47.12011921085139,22.198346369948474,28.207016606729834,47.99765429940532,50.15818070830954,47.5477670048113,47.45915514059056,45.60067629752374,46.73038676916884,43.319422052947395,51.47663378754665,52.4338298506626,50.7266719960465,50.6555537897762,46.701155055964996,21.99839761365682,28.21709562955713,50.077570422703374,50.769488874198814,47.65801535206364,48.446028875372505,47.51297219454581,45.18950730502591,43.548711867892166,52.883462147204355,53.09752358887933,53.46603963031448,51.23594350699548,47.43505902290067,22.93154774710349,28.993613256468368,52.29849042762153,51.488349877978585,49.85745121929891,48.159698617402384,45.57447865627547,44.06491835263133,43.949292864699515,52.972861232589636,51.221637281825636,50.853350509381556,50.58070090903781,47.63395048350027,22.15788290063184,29.16267796214823,52.87740077347109,52.024223027508256,48.75935819412953,45.85558260261826,45.28328915864433,45.300949193491476,43.810096283242686
lignite,46.78983536592826,93.86388765185029,98.34865341366682,141.27585124997248,464.7663568254983,1110.1363194054825,552.0486169347249,46.789794245031686,44.03161253875734,49.67698030405836,71.09892669073365,177.09125710961047,372.12827851706373,79.42909730127789,48.417070431013485,84.70964896641033,479.6617029253218,480.3852889615122,644.2155827009717,1143.8152107850424,669.2230689774294,48.41712701812033,57.59483591870268,58.819287609686384,67.09332814048925,106.39356210821279,465.4460531015503,79.9247182015038,48.3480979477668,85.45635474206657,483.6430811391727,491.01325568898704,636.242402700805,1118.4152803707846,694.5445474067168,48.34802183050122,57.87573241439734,59.109512854548775,59.18330395590421,95.73047967505191,444.4560899171632,79.83460654536157,48.25880872248961,86.2260886720552,488.341252103686,496.8305606678737,637.4775210681145,1093.7078326633032,709.982811502547,48.259014212230895,58.3754718272161,60.05041103144592,59.29927865611079,89.71577781434443,451.9254583555374,80.00768154210738,52.14834676395329,86.86224850669423,503.45402800054904,501.90080337065433,625.8202561415037,1092.8388985706772,678.786872837252,52.14817811487911,58.71866318732809,61.36228456029467,60.97766841142175,86.49171096797781,488.57627523304654,79.40493408082891,65.76970148240456,87.19120992761607,511.00465041820564,493.54406238643156,534.6459364108927,594.5866051789149,486.0798919200487,65.76974693109929,69.82463035441862,70.68462357509321,69.71731549751883,84.7600762861826,482.61466709005975,79.07097710500301,95.67801032651707,101.12057998538549,577.6356690639535,569.0352083360633,528.8749122314987,596.4082913470863,523.0200883074104,95.67814108615805,101.12110879803924,111.58384896668154,122.45258243001186,205.78353217706544,477.0616377897395,76.96812544181616
nuclear,45.502397397001324,52.411253401124554,64.91847572776143,62.3741204930423,56.37937218554112,31.91774543904613,36.89028115506015,45.502328246670196,41.252596953093395,44.71611384363999,47.98012469695439,49.24121573511002,49.75555584357597,56.18864715789481,47.056747043829716,55.643198887272995,65.60105651296027,62.81014742933044,56.53981837474352,33.053708524285376,38.522566069726565,47.05678062202531,51.27262094016323,50.90269115346074,50.830588161373875,50.6857376767682,49.88541564985488,56.21515906406615,47.010448852564636,55.652835666404414,65.60584583945696,62.816813638757914,56.54514047280251,33.04184280391051,38.513410691685515,47.01034193965995,51.13140765175911,51.00103233205406,50.53181478155873,50.594186214630234,49.92124150175414,56.19731709640897,46.94990027520493,55.66616405837296,65.62030062815255,62.81607353032692,56.55053036515979,33.036181676155735,38.519415261666694,46.95007490532404,51.138339974721426,51.08611843250891,50.604609849702,50.47242497515914,49.93284508198972,56.195475241324345,49.70803867453932,55.39165357486818,65.62539243582783,62.79826152362483,56.58634660250753,33.050684678190876,39.71009541384035,49.7079729627396,51.252338903087704,51.23972182135684,50.79190716926759,50.478772701659246,49.93553099810924,56.18292017700357,55.753526810656325,55.45664235266912,65.69116442396866,62.78681511195234,56.622102834245005,33.56463883087669,40.705094222929795,55.753581853525475,54.19216018008301,51.60365877354004,50.746814326747504,49.74375691903984,49.53506889606777,56.21983445441856,58.74261991983273,54.839692763242034,65.70080365202824,62.75070987083353,56.5320929085128,33.69108470061425,41.95410007764098,58.74258538004964,54.83958838088731,51.46843237806289,50.85605015473317,49.590883172003544,49.16264981564452,56.273023521027866
offwind,42.14974117703279,43.1352731242102,52.33500479501779,51.631734337998225,47.00597949653192,23.561788960713827,,42.14981478428108,37.18595547628813,38.95329587588419,41.37923452149275,41.731311640383794,42.56906448281606,,43.51201491146748,44.85146674362818,52.18696791113327,51.69415889329218,47.16979703785403,23.944001130978474,,43.511744007836946,43.39469404679317,41.66799264932113,42.65953486076263,42.20954148428951,42.30390514795062,,43.49070847133109,44.856246619707456,52.189446268710505,51.70098310965474,47.183537667277534,23.94403513739328,,43.490599639159036,43.72454571510944,41.74142595697901,41.99215148731742,41.99974696405299,42.10105459029484,,43.47729838010089,44.878961970566,52.19417309329758,51.68725939133416,47.18450056619316,23.941655015706274,,43.47772017425048,44.33134342764692,41.81432663197447,42.041590120339265,41.80777750516604,42.00594451198009,,45.32727280171785,44.53607982242911,52.20142865169877,51.67454829501578,47.218837176149535,23.951742260771667,,45.328068961632965,44.219205869310635,41.9647697786406,42.31661956480025,41.83939706419286,42.01685672979991,,47.03156731204895,44.772831816114405,52.225153844607654,51.65171354127618,47.24710733212057,24.003059873581368,,47.031159911969716,45.15140886176937,42.218323359173375,41.84855869607622,41.14089759666964,41.47087529416525,,47.46363169791225,44.40870802804876,52.18955439686501,51.638286446380256,47.16919256074278,23.936357387842776,,47.463206059907435,44.40841769139276,42.35719102626153,41.934831529030205,41.01066033127991,41.330936846435335,
offwind-ac,43.8954362303893,48.65084323014209,51.56982711832641,48.42575874848035,45.20666814290653,21.108592710440487,27.36361764270738,43.84671665761542,38.98411392538718,42.41082571678913,44.74658138384691,44.787706552319186,46.969075310588664,44.77838741525491,47.17010383998385,49.467500771706,51.691569410218364,48.32788026510868,45.15757863783919,21.340225116771656,28.790555511361443,47.1664998276779,47.28735538296313,46.45446238160099,46.006723383591634,45.7943785477737,45.91989401123174,44.73442269672383,47.16590792465308,49.45431957466327,51.73153232572228,48.345847974066885,45.16644321148268,21.33910599101356,28.789916522367214,47.163845262266754,47.398676058203996,48.20430874942343,46.531488244620455,45.16524051668553,45.66255732164173,44.68812074175036,46.96065381352421,49.44452331458064,51.700649328012965,48.33698236418888,45.17234099492064,21.338750303711386,28.796673731842564,46.85730616056638,47.456375202115375,48.23935297602099,46.72426290693886,45.15408974944925,45.5314192518317,44.70872897724651,48.35775149072355,49.33404475809599,51.78758370453919,48.337602964095446,45.20979627109751,21.34611722084985,29.632707391725067,48.3593994794611,49.39136429180289,48.295662713096796,47.0336566961002,45.246568863025786,45.50464016138531,44.68699547598425,51.02586650440587,49.26454512545444,51.78389710768787,48.349530875378235,45.24643770422586,21.510539115473883,30.20661170925969,51.02555684110362,48.43519269100175,48.12674204208963,46.24028329463835,45.22770792905554,45.0209547063278,44.818477296392224,51.80909722178664,48.8336335605861,51.79442340308704,48.33492571418716,45.18461226885469,21.53020322973059,30.969923487032215,51.808793151972814,48.83486707422616,46.462318268282246,44.944772806352674,43.60785046055419,43.69007566707711,44.843846804353454
offwind-dc,44.19024415677253,48.153967910625674,49.61333872917618,48.207946872861086,45.37398144764233,21.00748557620168,27.2463541008293,44.285935956307284,38.95221730258273,43.41091590570856,43.82226997041236,44.255550297564334,45.01757057836335,46.78665618775572,46.000866156455984,49.5589710142414,49.995239050044724,48.21699024364325,45.362954091532664,21.212424965852964,28.672747689610528,46.00051229266331,46.28189681927697,45.36587712838901,45.75297504154939,45.492250574860115,45.38885501180444,46.77858593951395,46.000825586084744,49.56990835657661,49.979001879036105,48.21473597470147,45.37021778022343,21.2094356420437,28.67122337251154,46.00074795896499,46.22627516736822,45.45393792923838,44.708257227327685,45.316854305637854,45.37312470547689,46.78773969044318,46.00024644654068,49.56788478573867,49.99578344297662,48.23603397201,45.388260946602834,21.21519979698993,28.681545707627887,46.00028295345121,46.17072650875106,45.72468307075574,44.75766564081747,45.16728616121355,45.35590713964245,46.77893613720101,48.052971407641365,49.67751960074266,49.95779565747941,48.20931102728022,45.4056817311411,21.225703437288132,29.359989570835523,48.052958098557845,46.71554193857948,46.10602223058381,45.19367080246412,45.17608413362362,45.33299219271803,46.90649693775109,49.32590022875363,49.69103397050876,49.98797478163968,48.19457960912865,45.4048300029213,21.347622863777307,29.59880225184802,49.3260584306774,47.86254362054009,46.286554999087066,45.23447314298744,44.29987261014136,44.70813210941832,46.83563422788879,52.35837482410009,49.83510479580633,50.123766137890684,48.221089391534804,45.36066496739348,21.340944860761578,29.615120884912,52.358119151242114,49.834998939340565,46.80719545908114,45.49496049711096,43.95393834322855,44.32910670959879,46.81385556727063
oil,1210.2007922686807,230.1354454852784,1234.3712081809688,98.274827670743,845.8929043523574,,,1211.8516928402335,299.20508055346335,1005.5472205152458,620.8244656286616,587.4400535358897,,,1404.125507728827,223.18077952871053,536.8563182684697,441.63212071325,1017.5503634845401,,,1400.7159424681322,184.6148091370602,564.9523129193323,644.5165957593874,600.8998669907588,,,1466.9212524288819,219.81250013318802,540.0897189211915,446.2212201893845,955.0374609576169,,,1466.0817581709669,231.58897136551366,608.5361577012967,596.853233527524,748.8692962270098,,,1550.7988823523226,218.9467690568219,518.1393409669391,443.35048152251625,881.6936748356223,,,1548.557373220721,626.6798369768724,766.8391438900255,591.261259994557,747.7658921460347,,,1336.1820673920877,215.08695682279676,452.48339151347915,445.0984486187032,630.1700005755632,,,1340.410322761778,237.87428087459992,804.8305961619234,640.0250259058463,725.2433477356165,,,2518.8118185346575,192.30186478281783,492.12343437445804,476.48389324065386,553.9019642772688,,,2518.40145950274,193.02275438019987,516.8084677316583,508.57593771749214,737.1679139737126,,,324.64068092520364,197.4355892355835,536.217094939834,529.938178192289,550.2805832849059,,,324.6248487186432,197.43583215721262,234.36080890962003,335.28036360869964,461.05224710347454,,
onwind,40.96752877949853,42.72041537132063,47.210122826175244,47.429235194962075,43.972817500099175,20.863124087998997,27.394629034530766,40.96751684426723,36.923757285040715,38.0387417972482,38.57484354682589,38.114242520952445,38.233461398935056,42.89090782464292,41.481323781129674,43.8190750926449,47.25679396048324,47.501496780986024,44.05681404830004,21.14023446316898,29.07699939915414,41.48137916037317,41.418115743902,40.1182923259503,39.69624283430112,38.62888787301103,38.09534454826713,42.92630660579734,41.47220273308213,43.83482561028484,47.2612635999551,47.49266217498687,44.06767576260535,21.136698351036532,29.077671646098743,41.47215583809565,41.671497240639155,40.3865886676157,39.46984152515798,38.59659141785603,38.089353536756306,42.853665859849485,41.461015416878595,43.859577064291244,47.26376422662264,47.4732813897957,44.057727981331574,21.130545537950763,29.084480549357156,41.46119365503112,41.8691600496696,40.484029127934086,39.47319641690089,38.542084087549284,38.085511796071145,42.8556273101996,42.61622099328376,43.69984190756834,47.272986421353465,47.46289126310433,44.09736870801117,21.13930189024144,30.141371037208504,42.6162351517528,41.79575047850017,40.59564835449817,39.595016881899234,38.56649393417762,38.088480227108064,42.79617511301146,44.949018647255585,43.77565965206774,47.290090496191276,47.46520719106264,44.135758069743446,21.299393978817953,30.64622621136976,44.949080346252046,43.16725465765924,40.737899925431414,39.64106117718274,38.40294822298836,37.96584846023736,42.78114051807812,46.64079977499693,43.3685665698975,47.25143898713826,47.457772779251854,44.074457296301404,21.31326951632899,31.25646188853288,46.640674026193444,43.36850936688339,40.74552102363791,39.69205625149937,38.264654461849084,37.9360464221143,42.79091592890884
residential rural ground heat pump,46.04150868148593,49.40148935946256,64.51049894875774,61.804073021104124,,,,46.04125558037479,39.63233237716915,44.679743418998065,46.756280257565365,,,,46.97881604729352,53.6770046954688,65.43252866972115,62.30593662242193,,,,46.974700091924035,49.23322286821691,50.23812467267256,50.141202616976024,,,,46.93132520418324,53.611140181122224,65.51025037930542,62.33795252130336,,,,46.93142206742377,48.74827113544747,50.273043594871936,49.943932374101486,,,,46.88412851622844,53.789829980637,65.58635112872754,62.354060560695686,,,,46.873569370772756,48.99582624729338,50.245612191273636,49.945168016080046,,,,49.41052123880143,52.68767040697384,65.54068530860808,62.28622124869886,,,,49.40276679789996,48.6288075639292,50.19777234463479,49.91727380842605,,,,54.35615549629646,53.80026485001449,65.6157396146588,62.35920761371697,,,,54.3510427406882,52.96300520052242,51.593666470350676,50.801200935802875,,,,56.76784243354558,54.21043343727361,65.68486244425559,62.333111045296825,,,,56.7676013312969,54.21329004385505,51.84365440353967,50.94578242971617,,,
residential rural resistive heater,45.58689112811162,45.11910054199789,61.36974461242939,60.36899211597336,,,,45.59212561285587,47.467113995310555,54.72343535371752,51.577725978458254,,,,45.17532556970015,39.33015895223251,64.97657328858197,63.08406808460757,,,,45.175921622764434,45.127465433884595,51.055872398611854,54.025293552863154,,,,45.19250183551585,39.423871432576064,65.27947607341274,63.147361213883094,,,,45.19580404889057,44.821359624675715,52.34181966596699,55.00248117129834,,,,45.30750138257353,39.82728548531107,65.25108233977937,63.14599528792832,,,,45.30636816394712,47.87550918591242,53.20624949381017,54.708478450030576,,,,38.51360469111929,39.10582553780517,64.94946353218735,62.95177193369334,,,,38.51667455163865,44.34626773263829,53.04290166614738,54.50611118769006,,,,37.35784364995821,39.34635421467072,65.12360302120045,62.96607927526062,,,,37.37793505299675,40.816532278287866,51.479237053936885,54.35532897393769,,,,38.41957337192303,41.13061008511014,65.14259478403773,63.00656863862244,,,,38.409786994968655,41.131856884265616,48.536312129502996,52.65468907010661,,,
residential urban decentral air heat pump,47.986158871995215,62.623999143589444,100.52562070676882,85.53710973559284,,,,47.98679154775503,43.465604909113615,54.25367063201048,57.03260600966013,,,,62.09176480058636,72.32852071322188,100.79967971522467,84.93548719326942,,,,62.091577268777314,66.80571637744133,68.94931373500951,60.60791944251328,,,,62.07764711877767,72.67722649887368,100.791530801807,84.91416391237571,,,,62.07763698327678,66.88485738635491,71.52449349478901,63.65972317983634,,,,62.0720790699196,73.06007870322006,100.76030757016919,84.89989307573424,,,,62.07223589473462,66.90892892507382,72.1545136723383,63.83322235047536,,,,63.190017711893205,73.01548317906595,100.7926013402517,84.84788906650931,,,,63.18999123239971,66.49236068121952,72.01081352140295,63.84414055220284,,,,74.57468465869388,72.89851998419462,100.75330600052088,84.86197243660139,,,,74.57200254320043,71.74846828962559,72.22848956314603,63.745644125009825,,,,79.56951797037603,72.55182045192228,100.78070694595165,84.92177619525897,,,,79.57023899220148,72.55171845794513,71.82901089157772,63.455209092771746,,,
residential urban decentral resistive heater,50.64042995759938,40.35361867801728,62.86812866611113,59.10714214159439,,,,50.6350299361164,65.61397248099128,56.04855771941787,50.533515656867635,,,,60.29571360075817,35.047953909535224,64.64382292099928,60.33579951933701,,,,60.322008394921056,57.330510394628995,47.86643706061418,49.50566961175369,,,,61.33967508193854,34.935801193405105,64.76476922116814,60.275800873775026,,,,61.3350054709039,48.72168757972905,47.63019566894088,50.17550040811159,,,,62.735058689896114,35.11433272152574,65.070089426855,60.437499836376084,,,,62.73944301148132,53.526608583908825,49.77838545551088,49.433286785112436,,,,120.89454501772146,34.771560455245144,64.74360741773678,60.480260906968155,,,,121.14282254146183,57.1205094998351,46.542926188043474,49.01310833913552,,,,50.18913769470624,34.402550682674956,64.30387837971901,60.77562620785862,,,,50.2156728550419,36.44900454887401,44.50142224042259,48.62490763749253,,,,44.36712373545873,34.769702658694634,65.19492180305173,60.41064883759901,,,,44.34366630105761,34.77059686905005,42.054186907431806,48.39231641188617,,,
ror,46.316923287955746,54.779057211335804,65.77348436614008,63.132957018961854,56.55636006535235,32.69695173117284,38.10091452877304,46.316873361017464,41.795259659146744,46.40806396568006,49.7097229628936,50.76829279150648,51.29427725215682,54.85422336437797,49.753850723043584,58.37825830757339,66.42998330696463,63.47595057394046,56.788089686194645,33.33692364417222,39.262184972638984,49.753849161477525,52.74466294680661,53.19877492169121,52.64317965706278,52.24957586727255,51.43948939225036,54.86375604897642,49.72163423095407,58.432915676976336,66.43197538512756,63.48158690159523,56.792557236882324,33.327882088087534,39.26077280111609,49.72153923658237,52.58760832170964,53.947052221000604,53.2404204937634,52.314734751743806,51.23133666209585,54.87638403444149,49.68144926036147,58.488647000527834,66.44344849109618,63.48807209801085,56.7988328284915,33.32367026504947,39.27919057027042,49.681583463722006,52.84683011745009,54.1254875745695,53.31627752506073,52.21341655620277,51.2333172348053,54.89194040529326,52.32055729120004,58.30038805860854,66.44464095564341,63.45888753854483,56.86850375025968,33.36426359853638,40.960796797814695,52.32052887939429,53.4021342467509,54.31929469835367,53.494979771776606,52.191584952964746,51.22255352074528,54.88270067835262,58.52773575642438,58.51224853635186,66.47055474249255,63.450775892886625,56.931955606770565,33.80458025167185,41.7890242761433,58.52747404128871,56.96498599216305,54.86292113462194,53.59047156822815,51.556234897618346,50.759537540030784,54.91916826646666,62.1786041485428,58.452480521999924,66.5210931267224,63.457088199701374,56.902726598678946,33.70423164748816,43.045452874901954,62.178742673461265,58.45244593864462,55.35257865982906,53.810343119941074,51.493411043086745,50.44379451130208,54.96054589566631
services rural ground heat pump,45.86241285808073,48.4972418961967,63.8919528837228,61.09196637627357,,,,45.86213131932149,39.768294271524795,43.82866327794417,46.04799370724495,,,,46.3300877868446,52.44334091432003,64.70522137350297,61.60686667576736,,,,46.31495384946687,48.62131799732738,49.058393995266066,49.36878017438837,,,,46.271528392598604,52.55374917853381,64.88204773509167,61.6551637076537,,,,46.2681089437191,48.15548150360674,49.04020346700964,49.1917162215236,,,,46.212219741731325,52.54348753612528,64.93507056645407,61.663018745215346,,,,46.183653320018934,48.31977699385732,48.96647455404712,49.1921520561771,,,,48.60003605032887,51.38916746763752,64.86583549013773,61.586309213273644,,,,48.5969930215849,47.688631905665346,48.92703206767677,49.2071174473004,,,,53.210057993948986,52.83100146072833,64.94881036290532,61.64091096104988,,,,53.1970481749265,51.75605777612365,50.24207644434817,49.9823487393185,,,,55.52828480008761,52.81296717228949,65.05438335269201,61.61664357587427,,,,55.52437058299834,52.811889203872106,50.4588675556094,50.14262895263592,,,
services rural resistive heater,45.739187299827485,45.43762959471342,62.99553461659961,62.055482647781446,,,,45.72842575096813,45.47165028817926,51.38068217604274,50.89342943504232,,,,45.415145932012145,41.0976015038381,66.18819281822846,63.679953309461204,,,,45.42109893732869,46.13283826872532,52.40479253604688,54.07075639895638,,,,45.298430596837676,40.72266272228462,65.51836881753782,63.694803219817686,,,,45.29175146410174,45.6816583379118,53.09492252478958,54.9957234693298,,,,45.19922464991699,41.4363827143532,65.43462430052519,63.75739004668163,,,,45.226031866333294,49.75206411645291,55.12851544543133,55.007571883071705,,,,38.787155719136386,40.24331764392621,65.58296854236973,63.61108788489408,,,,38.81513938417796,44.349480055806964,53.00238055785252,53.89151500588276,,,,38.86034307727107,40.414526683923576,66.28000650464894,63.64947408690408,,,,38.89718577146143,42.139923541460256,51.79296569826889,53.721028416733645,,,,39.26060478135029,42.065471162559525,66.15682071159618,63.70439951992817,,,,39.266623778022435,42.066727913985694,50.84304968542214,53.41229617036303,,,
services urban decentral air heat pump,47.725165760405055,61.997319467715755,96.91107523880535,83.53720359380273,,,,47.72323677973473,43.392059441431655,52.89383132168573,56.003505211866354,,,,61.507738787031954,71.20707735778035,97.12728426740803,83.09778709063316,,,,61.507515654572224,65.9672866765961,66.54330072299261,59.32738082747334,,,,61.49350085035501,71.51765790365707,97.12701788481007,83.16000748125911,,,,61.49366333576868,66.04563313881884,69.0403033688574,62.11907210349829,,,,61.487658828592934,71.79131083209403,97.17226146232548,83.1483516818402,,,,61.487721619464395,66.07497244723733,69.74698884570775,62.2959636305658,,,,62.64878551911905,71.71515498819348,97.16677904625153,83.13926323416906,,,,62.64877987632228,65.68520281476675,69.57878561954605,62.2600357635723,,,,73.37387665950382,71.71071610880531,97.05787411801052,83.15113534762627,,,,73.37991527128574,70.67950537395245,70.05959683340139,62.21715366069529,,,,78.14365356666269,71.29813858281125,97.21742064025527,83.27272502823097,,,,78.14266410487168,71.29878562527865,69.1444875705328,61.884013064308796,,,
services urban decentral resistive heater,51.003108806038654,40.01666017751677,61.92704444041771,56.13684214696018,,,,50.979189911096285,51.2031658525086,49.91095299093583,48.857838267339574,,,,54.73224890306495,37.72090959484277,61.3891094209089,55.72225250373012,,,,54.900362303245686,46.52917606904068,46.529810497551054,49.484784803335174,,,,55.028881564619866,37.174723590225625,61.4596910643552,55.67120521714655,,,,55.10445554832311,46.20580854975789,45.59236629414086,49.0742489523167,,,,55.28476898721902,37.59484697412037,61.32914044717885,55.71775203353801,,,,55.53993486388879,44.333842376829885,46.63444012554444,49.40254993135007,,,,99.42314321390745,35.819100431190705,61.24636285287061,55.63318724565074,,,,102.87827457424568,44.55714541565585,46.50739079601712,48.796460901156024,,,,47.22089930965264,34.09947108702967,62.583774509061406,55.887621418884855,,,,47.52381256330938,35.22689050038765,45.34669875128922,49.32529786196549,,,,41.43095849022674,34.448960077861926,61.229119676292974,55.63835344086002,,,,41.39353494831823,34.44703566415596,44.13761054718785,48.35476429096106,,,
